active_native_radius,active_rank,carrier_id,identity_retained_mass,identity_terminal,identity_transport_residual,persistent_native_radius,persistent_rank,state_index
2.0345477800399566e-10,4,annual-sunspots,1.0,False,1.0234463604930199e-15,9.99999949513608e-09,4,105
2.1213738745425053e-10,4,annual-sunspots,0.9999999999999998,False,8.319977343511153e-16,9.999999717180685e-09,4,106
2.251829278373579e-10,4,annual-sunspots,1.0,False,8.019893240916218e-16,9.99999949513608e-09,4,107
2.2984077511887314e-10,4,annual-sunspots,1.0,False,9.514978141576776e-16,9.999999717180685e-09,4,108
2.3068623564654865e-10,4,annual-sunspots,1.0,False,8.525001000848878e-16,1.0000000494336803e-08,4,109
2.3111843655509294e-10,4,annual-sunspots,0.9999999999999991,False,1.0665522593570036e-15,9.99999949513608e-09,4,110
2.2529214849309278e-10,4,annual-sunspots,0.9999999999999999,False,1.3554001646567158e-15,9.999999717180685e-09,4,111
2.219889804423208e-10,4,annual-sunspots,1.0,False,1.3193895979430353e-15,9.999999273091476e-09,4,112
2.2536980190451988e-10,4,annual-sunspots,0.9999999999999989,False,6.680500486004969e-16,9.99999993922529e-09,4,113
2.2021229736522938e-10,4,annual-sunspots,1.0,False,1.956676174952094e-15,9.999999273091476e-09,4,114
2.1970926401222369e-10,4,annual-sunspots,1.0,False,8.121456849868206e-16,9.999999273091476e-09,4,115
2.0781535222637379e-10,4,annual-sunspots,1.0,False,1.1591180254844974e-15,9.999999162069173e-09,4,116
1.9184217111127086e-10,4,annual-sunspots,1.0,False,1.5367132974083794e-15,9.999998829002266e-09,4,117
1.9658068891379347e-10,4,annual-sunspots,0.9999999999999994,False,7.274745784699807e-16,9.999998051846148e-09,4,118
2.1647517310358507e-10,4,annual-sunspots,1.0,False,7.924314194037996e-16,9.999998829002266e-09,4,119
2.5068403147864177e-10,4,annual-sunspots,1.0,False,1.1064988615852528e-15,9.999999828202988e-09,4,120
2.4491079597042406e-10,4,annual-sunspots,0.9999999999999997,False,9.415340619293506e-16,9.999999384113778e-09,4,121
2.334126018898411e-10,4,annual-sunspots,1.0,False,1.3387608514347302e-15,1.0000000272292198e-08,4,122
2.148581219720367e-10,4,annual-sunspots,1.0,False,1.1320477932466769e-15,9.99999993922529e-09,4,123
1.8564980493297008e-10,4,annual-sunspots,0.9999999999999993,False,8.099983498017284e-16,9.999999606158383e-09,4,124
1.4924899147646021e-10,4,annual-sunspots,1.0,False,7.358974189643742e-16,9.99999949513608e-09,4,125
1.0542226111893044e-10,4,annual-sunspots,1.0,False,7.134859707756196e-16,9.999999384113778e-09,4,126
1.0864153740088897e-10,4,annual-sunspots,0.9999999999999993,False,1.0585650211801875e-15,9.99999949513608e-09,4,127
1.1275150493199864e-10,4,annual-sunspots,1.0,False,1.2544100364023957e-15,9.999999384113778e-09,4,128
1.2575054178644373e-10,4,annual-sunspots,0.9999999999999998,False,1.3263436297910328e-15,9.999998829002266e-09,4,129
1.4430987189022977e-10,4,annual-sunspots,0.9999999999999998,False,1.0210062415904945e-15,9.999999384113778e-09,4,130
1.6161472650532745e-10,4,annual-sunspots,1.0,False,6.635728538813817e-16,9.99999860695766e-09,4,131
1.4998765354611092e-10,4,annual-sunspots,0.9999999999999993,False,9.027850760226169e-16,9.999999717180685e-09,4,132
1.3504013064514475e-10,4,annual-sunspots,0.9999999999999993,False,8.192610192446407e-16,9.999999273091476e-09,4,133
1.174356579734065e-10,4,annual-sunspots,1.0,False,9.314363004964194e-16,1.0000000050247593e-08,4,134
1.4323397001981453e-10,4,annual-sunspots,0.9999999999999998,False,9.075045384990675e-16,1.0000000272292198e-08,4,135
1.2932836839774705e-10,4,annual-sunspots,0.9999999999999996,False,1.264749264764016e-15,9.999998829002266e-09,4,136
1.0161864266119957e-10,4,annual-sunspots,0.9999999999999992,False,6.745301636635425e-16,9.99999993922529e-09,4,137
1.3433235985755072e-10,4,annual-sunspots,1.0,False,9.39592211555678e-16,9.99999905104687e-09,4,138
1.2897471874902731e-10,4,annual-sunspots,0.9999999999999994,False,9.871884822634865e-16,9.999999828202988e-09,4,139
1.449206607337902e-10,4,annual-sunspots,1.0,False,1.1429176357448195e-15,9.999998273890753e-09,4,140
1.9137218193348078e-10,4,annual-sunspots,1.0,False,8.062619457572302e-16,9.99999993922529e-09,4,141
1.657375041841026e-10,4,annual-sunspots,1.0,False,1.2704656731754064e-15,9.999999717180685e-09,4,142
1.3040267212715059e-10,4,annual-sunspots,0.9999999999999994,False,9.72213934822501e-16,9.999999273091476e-09,4,143
1.1796103731371465e-10,4,annual-sunspots,0.9999999999999996,False,7.02771347891937e-16,9.99999949513608e-09,4,144
1.4247000754781896e-10,4,annual-sunspots,1.0,False,1.9274210909512285e-15,9.999999606158383e-09,4,145
1.871360994157436e-10,4,annual-sunspots,0.9999999999999988,False,1.1609041560232542e-15,9.999999606158383e-09,4,146
1.5083017268183713e-10,4,annual-sunspots,0.9999999999999998,False,9.93173965769458e-16,9.999998829002266e-09,4,147
1.1552853440803203e-10,4,annual-sunspots,0.9999999999999993,False,7.264413412775355e-16,1.0000000050247593e-08,4,148
1.4083467103293692e-10,4,annual-sunspots,1.0,False,6.544649576733463e-16,9.99999949513608e-09,4,149
1.7715879892748635e-10,4,annual-sunspots,1.0,False,9.80530804887451e-16,9.999999162069173e-09,4,150
1.88731514547312e-10,4,annual-sunspots,1.0,False,1.092856912993967e-15,9.999999606158383e-09,4,151
1.8302820236650395e-10,4,annual-sunspots,1.0,False,1.011641469595334e-15,1.0000000272292198e-08,4,152
2.1624859745954305e-10,4,annual-sunspots,0.9999999999999999,False,5.916912867443108e-16,9.99999949513608e-09,4,153
2.1026359289391836e-10,4,annual-sunspots,1.0,False,6.763245771545432e-16,9.99999905104687e-09,4,154
1.715621021709896e-10,4,annual-sunspots,1.0,False,1.0216939651835633e-15,9.99999993922529e-09,4,155
1.5610907801123584e-10,4,annual-sunspots,0.9999999999999984,False,6.504071798208718e-16,1.0000000494336803e-08,4,156
1.8012008716918247e-10,4,annual-sunspots,1.0,False,6.58341833087849e-16,9.999999273091476e-09,4,157
1.611094067734547e-10,4,annual-sunspots,1.0,False,8.128591324136925e-16,9.999999606158383e-09,4,158
1.1577308817424378e-10,4,annual-sunspots,1.0,False,6.748801982065319e-16,9.999999606158383e-09,4,159
9.999919885203313e-11,4,annual-sunspots,1.0,False,1.0977403890501885e-15,9.999999828202988e-09,4,160
1.1474327677067707e-10,4,annual-sunspots,1.0,False,9.98549266798964e-16,9.999999162069173e-09,4,161
1.3638887329494122e-10,4,annual-sunspots,1.0,False,8.333557523672604e-16,9.999998162868451e-09,4,162
1.3346424917805418e-10,4,annual-sunspots,1.0,False,1.0650817321792506e-15,9.999999384113778e-09,4,163
1.2588206871536566e-10,4,annual-sunspots,1.0,False,6.917003702764987e-16,9.99999905104687e-09,4,164
1.4081547798689557e-10,4,annual-sunspots,1.0,False,8.045852310112301e-16,1.0000000050247593e-08,4,165
1.3560854403674225e-10,4,annual-sunspots,0.9999999999999999,False,4.143624104759689e-16,1.0000000050247593e-08,4,166
1.2160398022878006e-10,4,annual-sunspots,1.0,False,9.402002340333426e-16,9.99999905104687e-09,4,167
1.304802419230962e-10,4,annual-sunspots,1.0,False,9.841860135061117e-16,9.999999162069173e-09,4,168
1.5360297285944738e-10,4,annual-sunspots,0.9999999999999996,False,8.050586557685873e-16,9.999999384113778e-09,4,169
1.3347793635182908e-10,4,annual-sunspots,1.0,False,9.10323683914098e-16,9.999999606158383e-09,4,170
1.3649706475472365e-10,4,annual-sunspots,0.9999999999999997,False,9.338033365565731e-16,9.999999384113778e-09,4,171
1.4844512577457158e-10,4,annual-sunspots,1.0,False,1.3461720092640062e-15,9.99999905104687e-09,4,172
2.1662871971011224e-10,4,annual-sunspots,0.9999999999999993,False,7.060111993377576e-16,9.999999606158383e-09,4,173
2.541153178837153e-10,4,annual-sunspots,1.0,False,7.771586143992864e-16,9.999999384113778e-09,4,174
2.4388016605674774e-10,4,annual-sunspots,0.9999999999999998,False,1.0196448592343827e-15,9.999999606158383e-09,4,175
2.456536607317438e-10,4,annual-sunspots,1.0,False,1.3478556705831827e-15,9.999999162069173e-09,4,176
2.2739987917322922e-10,4,annual-sunspots,1.0,False,1.2052057561270222e-15,9.999998495935358e-09,4,177
2.086675719778252e-10,4,annual-sunspots,1.0,False,9.1702378047065e-16,9.99999993922529e-09,4,178
2.442440035171741e-10,4,annual-sunspots,0.9999999999999998,False,8.909646819800828e-16,9.99999993922529e-09,4,179
2.2184126806364295e-10,4,annual-sunspots,0.9999999999999997,False,7.232493283889972e-16,9.999999606158383e-09,4,180
2.2411699468598546e-10,4,annual-sunspots,0.9999999999999997,False,1.0506795688083503e-15,1.0000000050247593e-08,4,181
1.586879365825348e-10,4,annual-sunspots,0.9999999999999993,False,1.0611365159532039e-15,9.99999993922529e-09,4,182
1.8321919640644953e-10,4,annual-sunspots,0.999999999999999,False,9.662081391122435e-16,9.999999384113778e-09,4,183
2.144310183907188e-10,4,annual-sunspots,1.0,False,1.3391587118791478e-15,9.99999905104687e-09,4,184
2.0274475121070306e-10,4,annual-sunspots,1.0,False,6.746254273061998e-16,9.999998717979963e-09,4,185
2.4373851505422353e-10,4,annual-sunspots,1.0,False,1.1689528333983839e-15,1.0000000494336803e-08,4,186
2.511162133154863e-10,4,annual-sunspots,1.0,False,8.090571689252884e-16,9.99999949513608e-09,4,187
2.1389057237442299e-10,4,annual-sunspots,1.0,False,6.697613496129328e-16,9.999998940024568e-09,4,188
1.7993322965196857e-10,4,annual-sunspots,1.0,False,7.662705990800756e-16,1.0000000272292198e-08,4,189
2.0006108739202314e-10,4,annual-sunspots,0.9999999999999996,False,1.2336107896558129e-15,9.99999949513608e-09,4,190
2.2034277042137554e-10,4,annual-sunspots,1.0,False,7.453090403595955e-16,9.999999606158383e-09,4,191
2.0885879480153047e-10,4,annual-sunspots,1.0,False,1.933537321776086e-15,9.999999384113778e-09,4,192
1.747894945501657e-10,4,annual-sunspots,1.0,False,8.086955001032754e-16,9.999999828202988e-09,4,193
1.713776564043323e-10,4,annual-sunspots,1.0,False,1.0206099780998692e-15,1.0000000050247593e-08,4,194
2.000566541998618e-10,4,annual-sunspots,0.9999999999999991,False,6.797462183143273e-16,9.999999162069173e-09,4,195
2.0921986021458934e-10,4,annual-sunspots,1.0,False,1.5465514283371118e-15,9.999998717979963e-09,4,196
2.4272257988201626e-10,4,annual-sunspots,1.0,False,5.204366902383345e-16,9.999999828202988e-09,4,197
2.5515823138631e-10,4,annual-sunspots,0.999999999999999,False,8.81641530740565e-16,9.999999717180685e-09,4,198
2.366791334624737e-10,4,annual-sunspots,0.9999999999999996,False,1.093494594209879e-15,9.999999162069173e-09,4,199
2.305064930821575e-10,4,annual-sunspots,1.0,False,7.355808247783512e-16,9.999999717180685e-09,4,200
2.0649629416153382e-10,4,annual-sunspots,1.0,False,1.254411856800385e-15,9.999999606158383e-09,4,201
2.199356583869117e-10,4,annual-sunspots,0.9999999999999996,False,9.826640709078856e-16,9.999999273091476e-09,4,202
2.446497317594839e-10,4,annual-sunspots,1.0,False,6.764841597297506e-16,9.999998273890753e-09,4,203
2.479393546714502e-10,4,annual-sunspots,1.0,False,6.632283376471639e-16,9.999997940823846e-09,4,204
2.0995931117167497e-10,4,annual-sunspots,1.0,False,9.543570380372353e-16,9.999999162069173e-09,4,205
1.551555293959302e-10,4,annual-sunspots,1.0,False,7.924075355550937e-16,9.999999717180685e-09,4,206
1.4693917690790706e-10,4,annual-sunspots,0.9999999999999998,False,7.025533956960218e-16,9.999998940024568e-09,4,207
1.6646614712250227e-10,4,annual-sunspots,1.0,False,4.479880126063693e-16,9.999999717180685e-09,4,208
1.872327568028923e-10,4,annual-sunspots,1.0,False,8.177970040753046e-16,1.0000000050247593e-08,4,209
1.9359648498527685e-10,4,annual-sunspots,1.0,False,6.241615455656761e-16,1.0000000494336803e-08,4,210
1.8274203242224237e-10,4,annual-sunspots,0.9999999999999997,False,7.128449992200833e-16,9.99999860695766e-09,4,211
1.7420908678808502e-10,4,annual-sunspots,0.9999999999999997,False,1.2789557081295926e-15,9.99999905104687e-09,4,212
1.5891309776959405e-10,4,annual-sunspots,1.0,False,1.0625215317111904e-15,9.999999717180685e-09,4,213
1.501856574033984e-10,4,annual-sunspots,0.9999999999999992,False,5.500485599893419e-16,9.999998940024568e-09,4,214
1.4897386374986085e-10,4,annual-sunspots,1.0,False,1.2819887279001406e-15,1.0000000050247593e-08,4,215
1.5120401553988184e-10,4,annual-sunspots,1.0,False,1.4565800167067212e-15,9.99999905104687e-09,4,216
1.5387235333928417e-10,4,annual-sunspots,1.0,False,1.3437699737685613e-15,1.0000000050247593e-08,4,217
1.9167357862104395e-10,4,annual-sunspots,0.9999999999999997,False,8.96108012882155e-16,9.999999273091476e-09,4,218
1.9051367997706009e-10,4,annual-sunspots,1.0,False,8.122741611334707e-16,9.999999384113778e-09,4,219
2.1495095808611957e-10,4,annual-sunspots,0.9999999999999997,False,6.966209479309446e-16,9.999998717979963e-09,4,220
2.2042666399049398e-10,4,annual-sunspots,1.0,False,1.0491876797924073e-15,9.99999905104687e-09,4,221
2.274009642317479e-10,4,annual-sunspots,1.0,False,9.703344406514521e-16,9.99999949513608e-09,4,222
2.0739666765096175e-10,4,annual-sunspots,0.9999999999999999,False,6.974804019779295e-16,9.999999828202988e-09,4,223
2.0894599258500728e-10,4,annual-sunspots,1.0,False,5.841483175236835e-16,9.999999828202988e-09,4,224
2.1360202244042485e-10,4,annual-sunspots,0.9999999999999998,False,1.1824818287504448e-15,1.0000000272292198e-08,4,225
1.207592514939744e-10,4,annual-sunspots,0.9999999999999991,False,6.14690398165925e-16,9.999999606158383e-09,4,226
1.3961301802824196e-10,4,annual-sunspots,1.0,False,7.615117278591386e-16,9.999999384113778e-09,4,227
1.6344668715448727e-10,4,annual-sunspots,1.0,False,1.1169400091403887e-15,9.99999993922529e-09,4,228
1.553675258298177e-10,4,annual-sunspots,0.9999999999999996,False,1.1381404446636478e-15,9.999998829002266e-09,4,229
2.1072157740561489e-10,4,annual-sunspots,0.9999999999999993,False,6.314522189401728e-16,9.999998051846148e-09,4,230
2.087075360008377e-10,4,annual-sunspots,1.0,False,6.342719792874965e-16,9.999998717979963e-09,4,231
1.852627270351015e-10,4,annual-sunspots,1.0,False,1.0526507643187402e-15,9.999999606158383e-09,4,232
1.701878409473275e-10,4,annual-sunspots,1.0,False,9.042464106981745e-16,9.999998495935358e-09,4,233
1.4692739894603412e-10,4,annual-sunspots,0.9999999999999991,False,8.800523112006151e-16,9.999999273091476e-09,4,234
1.0284330566137688e-10,4,annual-sunspots,1.0,False,8.082631092808117e-16,9.999999717180685e-09,4,235
9.999912696543376e-11,4,annual-sunspots,1.0,False,1.1016658346488206e-15,1.0000000050247593e-08,4,236
1.0005036010269165e-10,4,annual-sunspots,1.0,False,1.2160574952820503e-15,9.99999993922529e-09,4,237
1.2136103911893706e-10,4,annual-sunspots,1.0,False,7.173047169921776e-16,9.99999993922529e-09,4,238
9.999916115784932e-11,4,annual-sunspots,0.9999999999999994,False,6.280327294889442e-16,9.999999384113778e-09,4,239
1.3372976846980261e-10,4,annual-sunspots,1.0,False,9.639748067919684e-16,9.999998273890753e-09,4,240
1.1948487603045245e-10,4,annual-sunspots,0.9999999999999997,False,1.075222482951576e-15,9.999998717979963e-09,4,241
1.2745235441268533e-10,4,annual-sunspots,1.0,False,8.065835147977286e-16,9.999999606158383e-09,4,242
1.3135335452393287e-10,4,annual-sunspots,1.0,False,1.2395941354603634e-15,9.999997829801544e-09,4,243
1.2131968423126737e-10,4,annual-sunspots,0.9999999999999997,False,1.2121808517729418e-15,9.999999273091476e-09,4,244
9.999943526106342e-11,4,annual-sunspots,1.0,False,8.026023867200089e-16,9.999999828202988e-09,4,245
9.999943667327821e-11,4,annual-sunspots,0.9999999999999987,False,2.124606636091373e-15,9.999999717180685e-09,4,246
