generation,environment,reward,maintenance,environment_match,active_self_representations,multiplicity_unity_distance,representation_diversity,standpoint_persistence,perspective_rho,perspective_closure,perspective_failure,perspective_exports_this_step,perspective_exports_total,here_norm,action_source,chosen_candidate_index,policy_change_norm,self_reference_reachable,self_recurrent_coupling,policy_to_self_coupling,standpoint_0,standpoint_1,standpoint_2,standpoint_3,standpoint_4,standpoint_5,standpoint_6
10,perspective_B,0.7801642990829911,0.5300135187721381,0.8202606653133244,5,0.37134425322411674,0.21541845864725,1.0,0.985,False,perspective_ablated,0,0,0.9400793433109423,model_free,0,0.0576262242555986,False,1.2354504401859416,0.466515732467649,0.35167605574862226,0.17126987278273206,0.3187821636276054,0.7540843229745924,0.2459156770254075,0.0,0.0
11,perspective_B,0.7795034347262687,0.51648967352466,0.8202606653133244,5,0.36857194974051255,0.21840490627210332,1.0,0.985,False,perspective_ablated,0,0,0.9400793433109423,model_free,0,0.0,False,1.237746452652869,0.5084769593241268,0.35167605574862226,0.17126987278273206,0.3187821636276054,0.7540843229745924,0.2459156770254075,0.0,0.0
12,perspective_B,0.7508896198578408,0.5079465760358951,0.7616904034616581,5,0.36656851552778363,0.21967498330645568,1.0,0.985,False,perspective_ablated,0,0,0.9400793433109423,self_model,2,0.07756215989369464,False,1.254155355673043,0.7838782267068879,0.35167605574862226,0.17126987278273206,0.3187821636276054,0.7540843229745924,0.2459156770254075,0.0,0.0
13,perspective_B,0.7784466441795002,0.5039121654097154,0.8202606653133244,5,0.367234479471407,0.2160136474520701,1.0,0.985,False,perspective_ablated,0,0,0.9400793433109423,self_model,0,0.07756215989369464,False,1.2498522268399712,0.7838377843503815,0.35167605574862226,0.17126987278273206,0.3187821636276054,0.7540843229745924,0.2459156770254075,0.0,0.0
14,perspective_B,0.7605716163152818,0.5006089391522037,0.7877101121970371,5,0.36538316166631074,0.22037832455655582,1.0,0.985,False,perspective_ablated,0,0,0.9400793433109423,self_model,2,0.062689930569027,False,1.2568309910071078,0.747837513170753,0.35167605574862226,0.17126987278273206,0.3187821636276054,0.7540843229745924,0.2459156770254075,0.0,0.0
15,perspective_B,0.7780408901056987,0.5011344219545543,0.8238314918249864,5,0.3655962166295781,0.21869970856739482,1.0,0.985,False,perspective_ablated,0,0,0.9400793433109423,self_model,3,0.0886480029346543,False,1.2601592106965915,0.7728452832279397,0.35167605574862226,0.17126987278273206,0.3187821636276054,0.7540843229745924,0.2459156770254075,0.0,0.0
16,perspective_C,0.4827635105602483,0.485264470779787,0.2426171309853342,5,0.26534067865216926,0.16778905235834718,1.0,0.985,False,perspective_ablated,0,0,0.9400793433109423,self_model,4,0.08680071108983578,False,1.3109242108076635,0.5897900315447347,0.35167605574862226,0.17126987278273206,0.3187821636276054,0.7540843229745924,0.2459156770254075,0.0,0.0
17,perspective_C,0.502187002587462,0.47840934627111187,0.2861247169655345,5,0.33589682377664354,0.18628998363997412,1.0,0.985,False,perspective_ablated,0,0,0.9400793433109423,self_model,1,0.08357396969194984,False,1.3295362532109294,0.6583517983709556,0.35167605574862226,0.17126987278273206,0.3187821636276054,0.7540843229745924,0.2459156770254075,0.0,0.0
18,perspective_C,0.5044719386211878,0.47373365134479195,0.2935767876520262,5,0.34275094104980874,0.19357343282087716,1.0,0.985,False,perspective_ablated,0,0,0.9400793433109423,self_model,3,0.04404294125160237,False,1.3177905347231116,0.605809380598865,0.35167605574862226,0.17126987278273206,0.3187821636276054,0.7540843229745924,0.2459156770254075,0.0,0.0
19,perspective_C,0.48893381228314076,0.4708277349752981,0.2645498347170817,5,0.3495230180965701,0.19391846984004127,1.0,0.985,False,perspective_ablated,0,0,0.9400793433109423,self_model,1,0.0565536348315599,False,1.3236835655130312,0.6044314532611471,0.35167605574862226,0.17126987278273206,0.3187821636276054,0.7540843229745924,0.2459156770254075,0.0,0.0
20,perspective_C,0.49245850916765566,0.4695543153843585,0.27263030771437763,5,0.3490189179691002,0.19430284831679015,1.0,0.985,False,perspective_ablated,0,0,0.9400793433109423,self_model,1,0.05629882230697874,False,1.3202189708763243,0.6292510753141821,0.35167605574862226,0.17126987278273206,0.3187821636276054,0.7540843229745924,0.2459156770254075,0.0,0.0
21,perspective_C,0.4996092063372365,0.4710171104076428,0.286666222744922,5,0.3492729585951032,0.19239908904375783,1.0,0.985,False,perspective_ablated,0,0,0.9400793433109423,self_model,2,0.11,False,1.3165104621093184,0.6516868323609867,0.35167605574862226,0.17126987278273206,0.3187821636276054,0.7540843229745924,0.2459156770254075,0.0,0.0
22,perspective_C,0.48613334625534416,0.4721203901539523,0.2590876116429355,5,0.34918183186741536,0.19225634315277432,1.0,0.985,False,perspective_ablated,0,0,0.9400793433109423,self_model,2,0.10888082422041016,False,1.2924944641066283,0.8033479504259461,0.35167605574862226,0.17126987278273206,0.3187821636276054,0.7540843229745924,0.2459156770254075,0.0,0.0
23,perspective_C,0.4944961235104963,0.4781824768548847,0.27312969039302093,5,0.349386659602401,0.1911661136091962,1.0,0.985,False,perspective_ablated,0,0,0.9400793433109423,self_model,3,0.07966110626162917,False,1.2873328174903467,0.6785886639517462,0.35167605574862226,0.17126987278273206,0.3187821636276054,0.7540843229745924,0.2459156770254075,0.0,0.0
24,perspective_A,0.7561475059775139,0.5184261118033026,0.7747099919332948,5,0.39199153334197295,0.22127015242699272,1.0,0.985,False,perspective_ablated,0,0,0.9400793433109423,self_model,4,0.11,False,1.3322492146930036,0.6697334548560475,0.35167605574862226,0.17126987278273206,0.3187821636276054,0.7540843229745924,0.2459156770254075,0.0,0.0
25,perspective_A,0.7842906208449156,0.5439830725474784,0.8168482328990062,5,0.39543318085659224,0.21627145114224297,1.0,0.985,False,perspective_ablated,0,0,0.9400793433109423,self_model,4,0.0661405634299071,False,1.3373640420084192,0.6643398421916531,0.35167605574862226,0.17126987278273206,0.3187821636276054,0.7540843229745924,0.2459156770254075,0.0,0.0
26,perspective_A,0.7732849968875883,0.5636873288242251,0.784521064489995,5,0.40282643308599153,0.2191516929778405,1.0,0.985,False,perspective_ablated,0,0,0.9400793433109423,self_model,3,0.06628202764059368,False,1.3368014226775764,0.647542226715118,0.35167605574862226,0.17126987278273206,0.3187821636276054,0.7540843229745924,0.2459156770254075,0.0,0.0
27,perspective_A,0.7634873586901938,0.57640605353675,0.7589845031899302,5,0.40384850801555444,0.219130541468724,1.0,0.985,False,perspective_ablated,0,0,0.9400793433109423,self_model,1,0.08267240981437535,False,1.339524005352102,0.6345981692343015,0.35167605574862226,0.17126987278273206,0.3187821636276054,0.7540843229745924,0.2459156770254075,0.0,0.0
28,perspective_A,0.7729605842364611,0.5851900693996519,0.7735030843769675,5,0.40470792248110815,0.21815865651231334,1.0,0.985,False,perspective_ablated,0,0,0.9400793433109423,self_model,1,0.058956732704842515,False,1.3398166101698104,0.6312444181455069,0.35167605574862226,0.17126987278273206,0.3187821636276054,0.7540843229745924,0.2459156770254075,0.0,0.0
29,perspective_A,0.7976526995724281,0.5931768766549316,0.8177695490625179,5,0.405653692471984,0.21610645083438532,1.0,0.985,False,perspective_ablated,0,0,0.9400793433109423,self_model,4,0.10999999999999999,False,1.3450896238167687,0.6766900997754262,0.35167605574862226,0.17126987278273206,0.3187821636276054,0.7540843229745924,0.2459156770254075,0.0,0.0
30,perspective_A,0.7525496122091837,0.6012221432580551,0.7232633140085373,5,0.4137445688208326,0.22070347353979997,1.0,0.985,False,perspective_ablated,0,0,0.9400793433109423,self_model,4,0.10799604067617893,False,1.3634981706999776,0.6457717064883004,0.35167605574862226,0.17126987278273206,0.3187821636276054,0.7540843229745924,0.2459156770254075,0.0,0.0
31,perspective_A,0.8022544150912193,0.6058010686567832,0.8188114656478372,5,0.41331004916571845,0.22227588717738261,1.0,0.985,False,perspective_ablated,0,0,0.9400793433109423,self_model,4,0.10999999999999999,False,1.3716512960576768,0.6636395887346899,0.35167605574862226,0.17126987278273206,0.3187821636276054,0.7540843229745924,0.2459156770254075,0.0,0.0
32,perspective_B,0.7793946196725403,0.5845272786868944,0.7838085262839471,5,0.3822988556925243,0.20112214912313972,1.0,0.985,False,perspective_ablated,0,0,0.9400793433109423,self_model,4,0.0492133325135337,False,1.3837733764178048,0.6834545342026208,0.35167605574862226,0.17126987278273206,0.3187821636276054,0.7540843229745924,0.2459156770254075,0.0,0.0
33,perspective_B,0.7755423977552964,0.5702118800202749,0.7837711609901379,5,0.37969200563571026,0.20299902001967274,1.0,0.985,False,perspective_ablated,0,0,0.9400793433109423,self_model,3,0.0847367016486323,False,1.3939521291394452,0.6898851355464094,0.35167605574862226,0.17126987278273206,0.3187821636276054,0.7540843229745924,0.2459156770254075,0.0,0.0
34,perspective_B,0.7778193519384338,0.5627719961855573,0.7917303044216155,5,0.37761119368391877,0.20536264402837068,1.0,0.985,False,perspective_ablated,0,0,0.9400793433109423,self_model,3,0.11,False,1.4019742391958225,0.6979633755879381,0.35167605574862226,0.17126987278273206,0.3187821636276054,0.7540843229745924,0.2459156770254075,0.0,0.0
35,perspective_B,0.7662531830355013,0.5568932971850411,0.7713124638491853,5,0.3767335358622366,0.20602250685074458,1.0,0.985,False,perspective_ablated,0,0,0.9400793433109423,self_model,3,0.04622763080761274,False,1.4084239814912087,0.6984791006218705,0.35167605574862226,0.17126987278273206,0.3187821636276054,0.7540843229745924,0.2459156770254075,0.0,0.0
36,perspective_B,0.7862681653963546,0.5547229391329241,0.8128295348105357,5,0.3761935207457019,0.20609313421892544,1.0,0.985,False,perspective_ablated,0,0,0.9400793433109423,self_model,4,0.08075446377478086,False,1.4173581038192813,0.6872565913995605,0.35167605574862226,0.17126987278273206,0.3187821636276054,0.7540843229745924,0.2459156770254075,0.0,0.0
37,perspective_B,0.7758658755729002,0.5518018661037877,0.7932135661805007,5,0.37533103101967397,0.20793891839606224,1.0,0.985,False,perspective_ablated,0,0,0.9400793433109423,self_model,4,0.0902417266704095,False,1.4146485712265948,0.6928271586364634,0.35167605574862226,0.17126987278273206,0.3187821636276054,0.7540843229745924,0.2459156770254075,0.0,0.0
38,perspective_B,0.7938630845258796,0.5517470844827933,0.8293840150212854,5,0.37543223832723305,0.20671487996203833,1.0,0.985,False,perspective_ablated,0,0,0.9400793433109423,self_model,3,0.0563562069357408,False,1.4121689171873797,0.6943866580137281,0.35167605574862226,0.17126987278273206,0.3187821636276054,0.7540843229745924,0.2459156770254075,0.0,0.0
39,perspective_B,0.7815703505733509,0.5517003147874695,0.8051694543861578,5,0.38123084169964977,0.21134073130500358,1.0,0.985,False,perspective_ablated,0,0,0.9400793433109423,self_model,1,0.07810697481327022,False,1.4129432084026963,0.687408533654685,0.35167605574862226,0.17126987278273206,0.3187821636276054,0.7540843229745924,0.2459156770254075,0.0,0.0
40,perspective_C,0.5136279870183541,0.535311745823869,0.2785764265521807,5,0.35379725452179683,0.18918434929235092,1.0,0.985,False,perspective_ablated,0,0,0.9400793433109423,self_model,1,0.05963791409509286,False,1.4038086271582724,0.6813102513869908,0.35167605574862226,0.17126987278273206,0.3187821636276054,0.7540843229745924,0.2459156770254075,0.0,0.0
41,perspective_C,0.48477502650656423,0.5230410546718497,0.22723901958705756,5,0.3603219449781533,0.19578322728157047,1.0,0.985,False,perspective_ablated,0,0,0.9400793433109423,self_model,4,0.09811159431233991,False,1.4068682649403672,0.6859509335904452,0.35167605574862226,0.17126987278273206,0.3187821636276054,0.7540843229745924,0.2459156770254075,0.0,0.0
42,perspective_C,0.5030154599793305,0.5188682766739661,0.26597488783237316,5,0.35980314383614553,0.1939272636711859,1.0,0.985,False,perspective_ablated,0,0,0.9400793433109423,self_model,2,0.06755040246496356,False,1.4076433368165249,0.6873131384944078,0.35167605574862226,0.17126987278273206,0.3187821636276054,0.7540843229745924,0.2459156770254075,0.0,0.0
43,perspective_C,0.5006782932962798,0.5157249193127249,0.26315493975275833,5,0.3582566550658219,0.19656442008935696,1.0,0.985,False,perspective_ablated,0,0,0.9400793433109423,self_model,4,0.05499741557095871,False,1.412724285395139,0.6906938392182161,0.35167605574862226,0.17126987278273206,0.3187821636276054,0.7540843229745924,0.2459156770254075,0.0,0.0
44,perspective_C,0.4969772691775054,0.5092598005743374,0.25980718778812845,5,0.3584719830866262,0.19448564835032478,1.0,0.985,False,perspective_ablated,0,0,0.9400793433109423,self_model,4,0.10792444091865375,False,1.4095698165370367,0.6867475305182922,0.35167605574862226,0.17126987278273206,0.3187821636276054,0.7540843229745924,0.2459156770254075,0.0,0.0
45,perspective_C,0.5004482035982263,0.5086947526763784,0.26821532768398054,5,0.35709472100624334,0.1964486107017017,1.0,0.985,False,perspective_ablated,0,0,0.9400793433109423,self_model,1,0.08162263669097541,False,1.4087126073895346,0.6868763998680598,0.35167605574862226,0.17126987278273206,0.3187821636276054,0.7540843229745924,0.2459156770254075,0.0,0.0
46,perspective_C,0.49780799218774574,0.5078523127581513,0.26385989554066175,5,0.3570467861476492,0.19569955194350766,1.0,0.985,False,perspective_ablated,0,0,0.9400793433109423,self_model,4,0.01591230856648383,False,1.4079760538552613,0.686517164054917,0.35167605574862226,0.17126987278273206,0.3187821636276054,0.7540843229745924,0.2459156770254075,0.0,0.0
47,perspective_C,0.49763591912391203,0.5060552199456637,0.26494378916525274,5,0.356868081113228,0.195294264314207,1.0,0.985,False,perspective_ablated,0,0,0.9400793433109423,self_model,4,0.03767230899155066,False,1.4071278065207484,0.6867356850499549,0.35167605574862226,0.17126987278273206,0.3187821636276054,0.7540843229745924,0.2459156770254075,0.0,0.0
48,perspective_A,0.7628886119420419,0.5412453838634437,0.7767053182271169,5,0.4009908482362321,0.22884792941420481,1.0,0.985,False,perspective_ablated,0,0,0.9400793433109423,self_model,2,0.10999999999999999,False,1.4420247772683548,0.706684410028592,0.35167605574862226,0.17126987278273206,0.3187821636276054,0.7540843229745924,0.2459156770254075,0.0,0.0
49,perspective_A,0.7748238267947405,0.56566159572421,0.787727851393086,5,0.4056142622112169,0.22146806672829494,1.0,0.985,False,perspective_ablated,0,0,0.9400793433109423,self_model,2,0.07826458469025312,False,1.4550394097329165,0.708938021460022,0.35167605574862226,0.17126987278273206,0.3187821636276054,0.7540843229745924,0.2459156770254075,0.0,0.0
50,perspective_A,0.7898758532394969,0.581972315580088,0.8088047191453884,5,0.40714737352474867,0.22071779009342168,1.0,0.985,False,perspective_ablated,0,0,0.9400793433109423,self_model,2,0.06669173541384531,False,1.4643681265676418,0.7185413748909336,0.35167605574862226,0.17126987278273206,0.3187821636276054,0.7540843229745924,0.2459156770254075,0.0,0.0
51,perspective_A,0.8065132626711011,0.5930035910548235,0.836280070582418,5,0.4096433648751897,0.2171164027473285,1.0,0.985,False,perspective_ablated,0,0,0.9400793433109423,self_model,2,0.0886507206136201,False,1.4633154201482383,0.7203046209100398,0.35167605574862226,0.17126987278273206,0.3187821636276054,0.7540843229745924,0.2459156770254075,0.0,0.0
52,perspective_A,0.8134977239783887,0.6010477632745092,0.8455586522180435,5,0.41305418258738186,0.22418766240568253,1.0,0.985,False,perspective_ablated,0,0,0.9400793433109423,self_model,2,0.08935166176633941,False,1.4664609438736775,0.7291870467436309,0.35167605574862226,0.17126987278273206,0.3187821636276054,0.7540843229745924,0.2459156770254075,0.0,0.0
53,perspective_A,0.8032078389653596,0.6065773441056923,0.821809896745271,5,0.4176453376844764,0.2222182407175284,1.0,0.985,False,perspective_ablated,0,0,0.9400793433109423,self_model,1,0.0861711748514646,False,1.4658009999749073,0.733770239297271,0.35167605574862226,0.17126987278273206,0.3187821636276054,0.7540843229745924,0.2459156770254075,0.0,0.0
54,perspective_A,0.8068587970705845,0.6119427117599264,0.8260573341527256,5,0.4172773620817139,0.22287755513732785,1.0,0.985,False,perspective_ablated,0,0,0.9400793433109423,self_model,1,0.0943467269124463,False,1.4627121472107891,0.7363906994044374,0.35167605574862226,0.17126987278273206,0.3187821636276054,0.7540843229745924,0.2459156770254075,0.0,0.0
55,perspective_A,0.8191180354064611,0.6152325352105229,0.8480269062382001,5,0.41749823447409673,0.22241402383946,1.0,0.985,False,perspective_ablated,0,0,0.9400793433109423,self_model,2,0.06184287515998496,False,1.4602496783687695,0.7390678976344683,0.35167605574862226,0.17126987278273206,0.3187821636276054,0.7540843229745924,0.2459156770254075,0.0,0.0
56,perspective_B,0.7719769689688638,0.5925442901599771,0.7664127586732976,5,0.38852440458145515,0.20193700218616836,1.0,0.985,False,perspective_ablated,0,0,0.9400793433109423,self_model,2,0.10999999999999999,False,1.4587989828429517,0.7405673892528094,0.35167605574862226,0.17126987278273206,0.3187821636276054,0.7540843229745924,0.2459156770254075,0.0,0.0
57,perspective_B,0.795713295098518,0.578487219839673,0.8219598337564945,5,0.38431892781855015,0.2046562706590212,1.0,0.985,False,perspective_ablated,0,0,0.9400793433109423,self_model,3,0.10999999999999999,False,1.459130360421379,0.7509909782334979,0.35167605574862226,0.17126987278273206,0.3187821636276054,0.7540843229745924,0.2459156770254075,0.0,0.0
58,perspective_B,0.7709904893125827,0.5682638805495299,0.7785024938212851,5,0.38161467620105227,0.20886119747630824,1.0,0.985,False,perspective_ablated,0,0,0.9400793433109423,self_model,3,0.08021723662737888,False,1.4618357216474702,0.7588600336757707,0.35167605574862226,0.17126987278273206,0.3187821636276054,0.7540843229745924,0.2459156770254075,0.0,0.0
59,perspective_B,0.822290187248018,0.5644482290612861,0.8840322931955534,5,0.38031942067197666,0.21017485642140823,1.0,0.985,False,perspective_ablated,0,0,0.9400793433109423,self_model,2,0.11,False,1.4766663975422867,0.7444463941561279,0.35167605574862226,0.17126987278273206,0.3187821636276054,0.7540843229745924,0.2459156770254075,0.0,0.0
60,perspective_B,0.8188152927302381,0.5615243946195942,0.8791961903739902,5,0.3872962195275202,0.21345718219240015,1.0,0.985,False,perspective_ablated,0,0,0.9400793433109423,self_model,2,0.10467004162960596,False,1.499578112453708,0.7580229116184157,0.35167605574862226,0.17126987278273206,0.3187821636276054,0.7540843229745924,0.2459156770254075,0.0,0.0
61,perspective_B,0.8025115998744985,0.5580581814497325,0.8488828770222446,5,0.38835028312679937,0.20913692519817476,1.0,0.985,False,perspective_ablated,0,0,0.9400793433109423,self_model,4,0.046527541121368976,False,1.504258251232493,0.7631310561259528,0.35167605574862226,0.17126987278273206,0.3187821636276054,0.7540843229745924,0.2459156770254075,0.0,0.0
62,perspective_B,0.8135490677367644,0.5558510632752732,0.873649074003683,5,0.38781002291062383,0.2094229215133375,1.0,0.985,False,perspective_ablated,0,0,0.9400793433109423,self_model,4,0.11,False,1.515250717205566,0.7488585644380277,0.35167605574862226,0.17126987278273206,0.3187821636276054,0.7540843229745924,0.2459156770254075,0.0,0.0
63,perspective_B,0.801626419715078,0.5529280343688582,0.8518079578337852,5,0.38646578908822143,0.21242601390532628,1.0,0.985,False,perspective_ablated,0,0,0.9400793433109423,self_model,3,0.08474569878242132,False,1.5094579911304584,0.7454117266297584,0.35167605574862226,0.17126987278273206,0.3187821636276054,0.7540843229745924,0.2459156770254075,0.0,0.0
64,perspective_C,0.5154490145285624,0.5338267561247847,0.29158627492440947,5,0.360102197656377,0.19137950432134526,1.0,0.985,False,perspective_ablated,0,0,0.9400793433109423,self_model,3,0.11,False,1.511166570466737,0.7464879887190413,0.35167605574862226,0.17126987278273206,0.3187821636276054,0.7540843229745924,0.2459156770254075,0.0,0.0
65,perspective_C,0.5174776347492567,0.5244658883011909,0.30112526363374437,5,0.35524190492057384,0.19349917412313974,1.0,0.985,False,perspective_ablated,0,0,0.9400793433109423,self_model,3,0.11,False,1.5106227951477846,0.7474738876057667,0.35167605574862226,0.17126987278273206,0.3187821636276054,0.7540843229745924,0.2459156770254075,0.0,0.0
66,perspective_C,0.5067003157507306,0.5155692304749842,0.28477364313732145,5,0.3577909146987694,0.1967391467349798,1.0,0.985,False,perspective_ablated,0,0,0.9400793433109423,self_model,3,0.06908196151031869,False,1.496457468088378,0.7436923053387741,0.35167605574862226,0.17126987278273206,0.3187821636276054,0.7540843229745924,0.2459156770254075,0.0,0.0
67,perspective_C,0.513547522714409,0.512841092136967,0.30064699417109236,5,0.35739535782104176,0.1946701595566032,1.0,0.985,False,perspective_ablated,0,0,0.9400793433109423,self_model,2,0.059853272227749096,False,1.4872133661555549,0.7444622574102899,0.35167605574862226,0.17126987278273206,0.3187821636276054,0.7540843229745924,0.2459156770254075,0.0,0.0
68,perspective_C,0.5244440318326015,0.5128512308796745,0.3231184411700551,5,0.35665570307101935,0.1958644109725864,1.0,0.985,False,perspective_ablated,0,0,0.9400793433109423,self_model,4,0.061954409598884465,False,1.4746141460739068,0.7695898274065246,0.35167605574862226,0.17126987278273206,0.3187821636276054,0.7540843229745924,0.2459156770254075,0.0,0.0
69,perspective_C,0.5051944043726864,0.5088417883330029,0.28645980565615103,5,0.36065630788052944,0.20006949576317437,1.0,0.985,False,perspective_ablated,0,0,0.9400793433109423,self_model,1,0.11,False,1.4746970506362636,0.77053754238147,0.35167605574862226,0.17126987278273206,0.3187821636276054,0.7540843229745924,0.2459156770254075,0.0,0.0
70,perspective_C,0.5478295900942947,0.5105488045901801,0.37305473587762705,5,0.3614585604295878,0.19435521317588653,1.0,0.985,False,perspective_ablated,0,0,0.9400793433109423,self_model,4,0.11,False,1.4770480774630421,0.772728928433454,0.35167605574862226,0.17126987278273206,0.3187821636276054,0.7540843229745924,0.2459156770254075,0.0,0.0
71,perspective_C,0.5285662319714354,0.5101941170378216,0.335536651486078,5,0.367213537102676,0.19832323190105444,1.0,0.985,False,perspective_ablated,0,0,0.9400793433109423,self_model,3,0.03291570782022969,False,1.4556064251500926,0.7899122565597329,0.35167605574862226,0.17126987278273206,0.3187821636276054,0.7540843229745924,0.2459156770254075,0.0,0.0
72,perspective_A,0.7705584806856686,0.5437615133036556,0.8013534958197286,5,0.4001927517483647,0.2322584442265254,1.0,0.985,False,perspective_ablated,0,0,0.9400793433109423,self_model,2,0.11,False,1.4606928732572908,0.7905794708678481,0.35167605574862226,0.17126987278273206,0.3187821636276054,0.7540843229745924,0.2459156770254075,0.0,0.0
73,perspective_A,0.766636011541534,0.5656046796172849,0.7813250700664646,5,0.406245166211024,0.22886837993759826,1.0,0.985,False,perspective_ablated,0,0,0.9400793433109423,self_model,4,0.07769539530070615,False,1.4629762987887673,0.7851228490752438,0.35167605574862226,0.17126987278273206,0.3187821636276054,0.7540843229745924,0.2459156770254075,0.0,0.0
74,perspective_A,0.8034198427728015,0.5825258118231119,0.8446178067942683,5,0.40912915190121313,0.2246125353076622,1.0,0.985,False,perspective_ablated,0,0,0.9400793433109423,self_model,3,0.11000000000000003,False,1.4782079178922483,0.790268469246474,0.35167605574862226,0.17126987278273206,0.3187821636276054,0.7540843229745924,0.2459156770254075,0.0,0.0
75,perspective_A,0.8129642965656123,0.5938563105780162,0.856130914453936,5,0.4119516476660356,0.22058364197878436,1.0,0.985,False,perspective_ablated,0,0,0.9400793433109423,self_model,2,0.10030116646776215,False,1.48694691669236,0.804293671952592,0.35167605574862226,0.17126987278273206,0.3187821636276054,0.7540843229745924,0.2459156770254075,0.0,0.0
76,perspective_A,0.7868099914832165,0.6032489897752739,0.7978126154098155,5,0.4143585045580988,0.2173943314691344,1.0,0.985,False,perspective_ablated,0,0,0.9400793433109423,self_model,3,0.10999999999999999,False,1.4892117998956065,0.8027935274826518,0.35167605574862226,0.17126987278273206,0.3187821636276054,0.7540843229745924,0.2459156770254075,0.0,0.0
77,perspective_A,0.8152897720082737,0.6098433026643418,0.8507607499378076,5,0.41362915864153926,0.2189984510816839,1.0,0.985,False,perspective_ablated,0,0,0.9400793433109423,self_model,1,0.09730788466611465,False,1.4918107121495128,0.8019363635347336,0.35167605574862226,0.17126987278273206,0.3187821636276054,0.7540843229745924,0.2459156770254075,0.0,0.0
