generation,environment,perspective_closure,historical_present_distance,identity_step_distance,perspective_step_distance,self_index_similarity,transverse_adaptation,identity_rho,identity_closure,identity_failure,identity_exports_this_step,identity_exports_total,identity_norm,identity_0,identity_1,identity_2,identity_3,identity_4,identity_5,identity_6,present_self_0,present_self_1,present_self_2,present_self_3,present_self_4,present_self_5,present_self_6
10,perspective_B,True,0.058281490548607144,0.0020398521692012502,0.006486966640674945,0.999559772820327,0.049470223503349356,0.965,True,,0,0,0.9621166969361121,0.36723223222482965,0.1916181162980805,0.33511663113684037,0.7569919802678999,0.2597519895143853,0.025524697136097254,0.02507793392219889,0.4164296226277047,0.2520775217892618,0.38667872665424874,0.7670552069799547,0.2968965716674685,0.1023859037882116,0.1026591621997166
11,perspective_B,True,0.0625707864885151,0.00218997752709804,0.006332167687558073,0.9993889809745431,0.05299803894647353,0.965,True,,0,0,0.9648795494511674,0.3691403221758455,0.1939689940556007,0.33711684793426394,0.7573812810238592,0.26120185814710767,0.02851412787950611,0.02811328232976499,0.42174908796813965,0.2587860522272283,0.3922656824917992,0.7681148590095931,0.3011768075921668,0.11093700409063587,0.11180217413837315
12,perspective_B,True,0.06658314588001966,0.002330410105800684,0.0062057101259875794,0.9991777452953284,0.05626760921812383,0.965,True,,0,0,0.9678413184326372,0.3711616718468694,0.19646778383467814,0.3392361579294004,0.7577930188540657,0.2627490474568254,0.03169350174006816,0.03135714702705387,0.4268931699193843,0.26536298774352796,0.39766856208102036,0.7691452190297609,0.3054072669961855,0.1193533810384217,0.1207951308237328
13,perspective_B,True,0.07040115381272727,0.002464040383445454,0.0061519142878592925,0.998921848032282,0.05935531288638909,0.965,True,,0,0,0.970996172034781,0.37328838962377703,0.1991052418802025,0.34146625438596706,0.7582256149160832,0.2643880411904612,0.03506098459118691,0.03479729831214196,0.4319250369013732,0.27182372799251764,0.40295319954559167,0.7701529063402811,0.30957743984641967,0.12790729748631804,0.12964718374385648
14,perspective_B,True,0.07393465865087231,0.0025877130527805275,0.006000367359718258,0.9986178276752488,0.06216058087837236,0.965,True,,0,0,0.974338432091062,0.3755135322584795,0.20187286349470293,0.3437998108690667,0.7586775471903235,0.26611365342663185,0.03859599188217758,0.038422085199891244,0.43686389347241983,0.27818014515164313,0.4081392967602428,0.7711379656086639,0.3136912479381929,0.13606119290520607,0.13836263796212123
15,perspective_B,True,0.07727106225126619,0.0027044871787943146,0.0059266220253449365,0.9982622259719806,0.0647747714866164,0.965,True,,0,0,0.9778631550800513,0.3778305870635861,0.20476244780805716,0.3462299581170972,0.7591474417827071,0.2679207350016503,0.04229234933896203,0.042220281743756576,0.4417150981186681,0.28443241530482405,0.41323258938422563,0.7721031069727091,0.317744555570016,0.14420620493316186,0.14694198645318624
16,perspective_C,True,0.0797099409951326,0.00278984793482964,0.005150498740783347,0.9978562740415039,0.06652713363428098,0.965,True,,0,0,0.9815474632505558,0.3802216928536251,0.20773274909618522,0.34872760816056264,0.7596467804135358,0.26978576855427144,0.04610068788924588,0.04615389285583383,0.44614789535041616,0.28962819889743013,0.41759138793039546,0.7734142598063858,0.32120740793368224,0.15110202220421462,0.15460917066024943
17,perspective_C,True,0.08265984965830189,0.0028930947380405737,0.005755215521247488,0.9973936693176992,0.06878736088672868,0.965,True,,0,0,0.9854007103348231,0.3826796198090021,0.2108129291492041,0.3513029280386692,0.7601615707376109,0.27173420850652186,0.05004029594762458,0.050258384860024125,0.4504481772929674,0.295737893468153,0.42230817610646415,0.7743550753871086,0.3254554814757119,0.15866091812863714,0.1634250929755564
18,perspective_C,True,0.0854112262230503,0.002989392917806754,0.005658292480112619,0.9968722133790973,0.07085096718808734,0.965,True,,0,0,0.9894184078716375,0.38519973132440966,0.2139982814578107,0.35395063051005055,0.7606903144711182,0.2737596654515546,0.054099312027986755,0.05452334359953087,0.4546828059635036,0.30182299510939226,0.42695157007813667,0.7752685345521041,0.3296044069360306,0.16601218395797224,0.17211434884593124
19,perspective_C,True,0.08802159445534698,0.0030807558059371505,0.005610706755687012,0.9962897188801924,0.07277461917263296,0.965,True,,0,0,0.9935972011015592,0.38777748583090776,0.2172846930627104,0.35666536208695054,0.7612327916305657,0.2758550642606265,0.05827521123131092,0.05893913293888958,0.45884986008149786,0.30789575588351703,0.4315143898500501,0.7761896618839006,0.333628202853608,0.17341071783724868,0.18068875329549397
20,perspective_C,True,0.09044912247120972,0.003165719286492347,0.005518181909426855,0.9956447223731699,0.07451874404008797,0.965,True,,0,0,0.9979324731421247,0.3904082289502877,0.2206653694236901,0.3594419178806886,0.7617877963677491,0.27801605289517883,0.06255909728386197,0.06349586688595006,0.46294157495604793,0.3138754462335595,0.43599552762232296,0.7770900698358043,0.3375975966764075,0.18067195558991192,0.18913153142633174
21,perspective_C,True,0.09272651073054254,0.0032454278755689914,0.005451390023831943,0.9949359197179517,0.07611690262343158,0.965,True,,0,0,1.002420021495389,0.39308769747048394,0.2241336801213413,0.3622755018672699,0.7623543036450798,0.28023823189519276,0.06694707746108047,0.06818396946315901,0.46696447238446653,0.3197599607851522,0.4404014603544413,0.7779737185771988,0.341506881467005,0.18792995949010494,0.1974416548062055
22,perspective_C,True,0.09484322102667742,0.003319512735933712,0.0053692813794783845,0.9941625572644791,0.07755589838244539,0.965,True,,0,0,1.0070557606176203,0.3958122277617118,0.22768349388397305,0.3651619641461911,0.7629313179499628,0.28251745351588364,0.07143155475419186,0.0729943657864014,0.4709314200769943,0.32555693048224776,0.44474585269359085,0.7788404266417341,0.34535884962921853,0.19507500012140544,0.20562386441294153
23,perspective_C,True,0.09681558850279467,0.003388545597597812,0.00529795136944325,0.9933241413345875,0.07885361717369986,0.965,True,,0,0,1.0118356026116275,0.3985782447147749,0.23130881311148663,0.36809726141143395,0.7635178976466084,0.2848497155721078,0.07600725394515241,0.07791832602406232,0.4748412835635143,0.3312640432415041,0.4490276002959863,0.7796907378541242,0.34915351226514474,0.2021658173530645,0.21367894400528495
24,perspective_A,True,0.09875496420693695,0.0034564237472428016,0.005329963013837616,0.9924196790075948,0.0800849982015459,0.965,True,,0,0,1.0167631948956217,0.4013995205025015,0.2350081131404253,0.37108656456121825,0.7641116392484972,0.28722240421623974,0.08067015750086654,0.0829505079251865,0.4791861243641069,0.33700309965259106,0.4535059228338425,0.780481943414861,0.3526408196901624,0.2092330698226984,0.22169495177046736
25,perspective_A,True,0.10060686900039262,0.003521240415013743,0.005309886408882102,0.9914489430041483,0.08120833053483298,0.965,True,,0,0,1.0218389266655452,0.40427709779557963,0.23877788372454473,0.374131167579928,0.7647122665926848,0.28963149704514196,0.08541629556045688,0.08808299285947221,0.4836160145904493,0.34271584411526573,0.4580752222386391,0.7812724205109982,0.35605362789915984,0.21627410206059045,0.22959293461906388
26,perspective_A,True,0.10234324695793999,0.003582013643527891,0.0052589800345563134,0.990412188688171,0.08221281315106922,0.965,True,,0,0,1.0270598850189578,0.4072099744075185,0.2426139285009956,0.3772284249697526,0.765318320144197,0.29207432929627475,0.09024205201824033,0.09330631444693058,0.4880735724224049,0.3483791630517127,0.4626242358606333,0.782028082350177,0.3594267042203644,0.2232950514971269,0.23732075250113993
27,perspective_A,True,0.10394541160091621,0.0036380894060320705,0.005186089556414479,0.989310336705713,0.08307724825037648,0.965,True,,0,0,1.0324229916162366,0.41019624394819837,0.24651219736862715,0.38037658677176134,0.7659290754401521,0.29454801001513786,0.0951377765422106,0.09861332830346033,0.4925319612840865,0.35399303900475404,0.46717590502714346,0.7827684714572005,0.3627509212637929,0.23011989556024795,0.24493528177635182
28,perspective_A,True,0.10542602079101115,0.0036899107276853974,0.0051207734368753,0.9881444508523174,0.08382081727167776,0.965,True,,0,0,1.0379243989872384,0.413233110418639,0.2504682624170591,0.38357296420174297,0.7665438441238984,0.29704976021118557,0.10009728960228526,0.10399708039428099,0.49696385738936033,0.35954262732382625,0.47170165619980714,0.7834938949757602,0.3660265870450723,0.23683814968720032,0.25243481661262174
29,perspective_A,True,0.1067994750813044,0.0037379816278456613,0.005065174743431502,0.986915676282825,0.08446201629574662,0.965,True,,0,0,1.0435599460951055,0.4163173698299208,0.2544774201135874,0.386814450855272,0.7671620346374224,0.29957681137860537,0.10511753635954038,0.10945082082233248,0.501354807883832,0.3650156251750114,0.4761868685882854,0.7842064302245836,0.36925122213746525,0.24353291123814558,0.2598182354814666
30,perspective_A,True,0.1080801210759429,0.0037828042376580086,0.005020600997606278,0.9856251263659003,0.08502187876646707,0.965,True,,0,0,1.0493248645993423,0.419447166249175,0.2585343143026528,0.3900972285705544,0.767781877228867,0.3021268982464874,0.11019939158389695,0.11496663529479861,0.5057401246657559,0.3703886826583116,0.48060809986334024,0.7848718229644104,0.37243643617523436,0.25031339991258494,0.2670455200356505
31,perspective_A,True,0.10922442764544567,0.003822854967590603,0.004929182464586599,0.9842749833971269,0.08545045108706918,0.965,True,,0,0,1.0552141903689576,0.422619450698506,0.26263516629946254,0.3934183791656364,0.7684026739983899,0.3046978180782896,0.11533233261019323,0.1205386208233303,0.5100838648014895,0.3757015142115022,0.48498724557289746,0.7855189277866611,0.3755817505836924,0.2568548494780762,0.2741662218242752
32,perspective_B,True,0.11022455154196031,0.06081922143626589,0.004824323205625858,0.9576782485221559,0.07010372709530666,0.965,True,,1,1,1.090577144198588,0.425824765006798,0.26676617570688094,0.39677383895786256,0.7690254911189068,0.30728878828079775,0.12051425061702131,0.28122555925285253,0.5141998595068488,0.38066400651141646,0.4892886589435259,0.7861974488703023,0.37872553814995097,0.2633871328052816,0.28122555925285253
33,perspective_B,True,0.09271943893363141,0.0032451803626770987,0.004718132881520324,0.9570221916247565,0.06984577966100437,0.965,True,,0,1,1.0959227659957143,0.4290570996135264,0.27092254551913875,0.4001572712626359,0.7696495155395833,0.3098978668112274,0.12573838041246427,0.28146872286416263,0.5181771823418935,0.38551959891424725,0.4934433333799587,0.7868547602810914,0.38183388915021693,0.26977510191539106,0.28817309100456967
34,perspective_B,True,0.09340129751563456,0.0032690454130472136,0.004615474890289424,0.9562830509286145,0.06958325455939202,0.965,True,,0,1,1.1013998406280234,0.43231157508781587,0.27510016113515834,0.4035635271207639,0.7702739400501238,0.31252327230514987,0.1309969463703093,0.28194281954108924,0.522042113164653,0.3902829916911268,0.4974788672091496,0.7874902158407439,0.3849094523518706,0.2759831220651792,0.29501434220492195
35,perspective_B,True,0.09404730433192396,0.0032916556516173288,0.0045347203838157985,0.9554658008543919,0.06933143989199583,0.965,True,,0,1,1.1069995392694103,0.43558444835955856,0.2792955251925731,0.40698864909790444,0.7708981383735467,0.3151630836170413,0.1362848490584111,0.28263607041065597,0.5258222399947504,0.3949677056327237,0.5014241550390657,0.7881081778622042,0.3879464526449068,0.28207988031607556,0.3017499872429952
36,perspective_B,True,0.09465982873283137,0.003313094005649096,0.004461694638550948,0.9545751354540233,0.06909196496644741,0.965,True,,0,1,1.1127136606699835,0.43887232889025757,0.2835052637249904,0.4104290667632315,0.7715215565492336,0.31781539940744563,0.141598252263039,0.28353714184831125,0.5295238920938161,0.3995737689759249,0.5052862966786771,0.7887100862503151,0.3909435347714504,0.28809636919063614,0.30838096862937864
37,perspective_B,True,0.09521738988037466,0.0033326086458131195,0.00437663665677619,0.9536158598466792,0.06883749217795845,0.965,True,,0,1,1.1185343875979346,0.4421724774152922,0.2877266569365634,0.4138818683917348,0.7721435518875237,0.32047861437531416,0.14692979619244234,0.2846353357502016,0.5331622867483887,0.40411649834136265,0.5090805418633259,0.7892928519289529,0.39390725563226003,0.29392807881742017,0.31491411047374984
38,perspective_B,True,0.09574960240360193,0.0033512360841260755,0.004318781712482753,0.952592125090643,0.06860115944745696,0.965,True,,0,1,1.1244547232145312,0.4454821605929306,0.29195661106024295,0.4173441953648857,0.772763763493653,0.3231507781522914,0.15227820277919604,0.2859201258663136,0.536734853919247,0.40858248904169203,0.5128054961960463,0.7898638834912182,0.3968261508603771,0.2997414129568339,0.3213436247819734
39,perspective_B,True,0.09626571622924239,0.0033693000680234814,0.004273766077536054,0.951507947277434,0.06837789121369497,0.965,True,,0,1,1.1304697761746456,0.44879972331649626,0.2961942989944892,0.4208144293429091,0.7733820277537283,0.3258319545338076,0.15764025175318216,0.28738163489471286,0.5402696669805206,0.4130334091815641,0.5164937375941248,0.7904284566386621,0.3997558176241845,0.30547960203594177,0.3276775266777207
40,perspective_C,True,0.09663480522569373,0.0033822181828992736,0.004115945132560082,0.9503687322172953,0.06807150335789469,0.965,True,,0,1,1.1365670319558459,0.452110333068979,0.3004410105669213,0.42428402352407657,0.7739992372844157,0.32852450127458976,0.1630036853127509,0.2890082399046987,0.5433885733874324,0.4175289153496933,0.5199456916619805,0.7910165857733669,0.4027618614132986,0.31088121059800244,0.3338560637514526
41,perspective_C,True,0.09696711007267428,0.003393848852543609,0.004055315875661263,0.9491780059801834,0.06778125524115858,0.965,True,,0,1,1.1427388799610265,0.45541069402920226,0.30469450219028804,0.4277484625392696,0.7746140364669506,0.3312280262777994,0.16836817402335527,0.29079031579689446,0.546406360503928,0.42196934266311364,0.523267995386735,0.791564928213984,0.40576807279486493,0.3162747913300186,0.3399246939674355
42,perspective_C,True,0.09726374604026668,0.0034042311114093364,0.0039992906936350955,0.9479390857616432,0.06750218663545254,0.965,True,,0,1,1.1489785950148454,0.4586978654695226,0.30895132632040156,0.4312044304232152,0.7752260032548864,0.3339407021451714,0.17373461659862915,0.29271903164608054,0.5493298780383564,0.42631804876496027,0.526490402080571,0.7920988018365466,0.40873305105985624,0.3216951047454665,0.3458964829164962
43,perspective_C,True,0.09748661955616805,0.003412031684465884,0.00391393827898985,0.9466559214361601,0.0671825723839481,0.965,True,,0,1,1.1552796915077932,0.46197011426339796,0.3132094574504963,0.4346498687926421,0.7758344588438124,0.3366613746804999,0.17909534633901125,0.2947863203209809,0.552190688151675,0.4306122157516797,0.5296455266925546,0.7926104486527719,0.411674203154556,0.3268983234666886,0.35178442235752017
44,perspective_C,True,0.09768401320903453,0.0034189404623162175,0.0038678764934841005,0.9453315296031185,0.06687428346671917,0.965,True,,0,1,1.161637054030977,0.46522598724479075,0.3174661763710525,0.43808300605185957,0.776439195286666,0.33938812853118444,0.18445131759799033,0.29698403733171747,0.5549950565889054,0.43482999803781663,0.5327395047702828,0.7931126429253447,0.41456862755720203,0.33212309659555606,0.35757823491345503
45,perspective_C,True,0.09781440928712679,0.0034235043250494487,0.003789808884474195,0.9439694235932182,0.0665331406275811,0.965,True,,0,1,1.1680445120850789,0.46846362918481776,0.3217193025450529,0.44150170398423433,0.7770396019893819,0.34211989786468316,0.18979688707813236,0.2993047279491151,0.557730042674135,0.43898406705677623,0.535760089833995,0.7935936725071218,0.41743868091686187,0.33718187417347667,0.36328948354307744
46,perspective_C,True,0.09790923435224426,0.003426823202328553,0.0037370195854707485,0.9425725660288846,0.06618718930174318,0.965,True,,0,1,1.174497376394823,0.47168209956688956,0.3259666619879294,0.4449047524467232,0.7776354466566644,0.3448550667772287,0.19513081528589188,0.3017410157341665,0.5604199258154403,0.44307242948438225,0.5387316600553428,0.7940637353403106,0.42026758108027085,0.34219483587126115,0.3689129503791554
47,perspective_C,True,0.09796501921289116,0.003428775672451211,0.0036822723933652335,0.9411438384526084,0.06583174848263192,0.965,True,,0,1,1.1809910253129792,0.47488047212455264,0.3302062269639355,0.4482909705054683,0.7782264707026567,0.347592170586186,0.2004513659846467,0.30428586168573635,0.5630641726429778,0.4470970898738163,0.5416538398394406,0.7945218479707303,0.42305803274743714,0.3471465495360286,0.37445090006473225
48,perspective_A,True,0.09811038358664255,0.003433863425532476,0.0037405960109912705,0.939684457582994,0.06554934113246348,0.965,True,,0,1,1.187529765926421,0.4780784391640155,0.33443981816044727,0.4516656065241669,0.7788096161160877,0.3503221803817428,0.20576148456669385,0.3069337096611029,0.5662509589663492,0.4511659754357016,0.5447091424682854,0.7948877682292548,0.42559245045923677,0.35216903975742275,0.3799386609819236
49,perspective_A,True,0.09829121999691355,0.0034401926998919702,0.003755853146500338,0.9381962347423379,0.0653052140383953,0.965,True,,0,1,1.1941142298269074,0.48127838433864956,0.3386661087996259,0.45503217568469945,0.779385878713331,0.3530425377881127,0.21106692389218001,0.309677685180458,0.5695054441535595,0.45519097927983754,0.5478532968250979,0.7952742617516088,0.42804667770659605,0.35734546529487016,0.3853330102141065
50,perspective_A,True,0.09843658673768786,0.003445280535819075,0.0037134514047045216,0.9366819671048574,0.06503130856545267,0.965,True,,0,1,1.2007422555910303,0.48448137718673817,0.34288442989020584,0.45839246685401897,0.7799553477202447,0.35575211540652807,0.21636285426223573,0.3125117227134099,0.5727924657126109,0.4591895685304815,0.551040494808114,0.7956564217680067,0.43045904117140915,0.3623792201794861,0.39065018612193997
51,perspective_A,True,0.09857359812265847,0.0034500759342930417,0.0036946544741394893,0.9351436294921961,0.06476497362215955,0.965,True,,0,1,1.2074117484839706,0.48768734553160314,0.3470932031312696,0.4617470843454684,0.7805183191130619,0.3584495088522884,0.22165134688264468,0.31542971543843945,0.5760804727543085,0.4631350939206002,0.5542386808954329,0.7960402446578811,0.4328204995711077,0.36746264341677687,0.3958829434285405
52,perspective_A,True,0.09862905627911593,0.003452016969769068,0.0036084266721084484,0.9335846733598376,0.06443427003657255,0.965,True,,0,1,1.2141178325571085,0.49089536841134257,0.3512927107125809,0.4650952153855628,0.7810744393056835,0.36113461168200517,0.22692289919538372,0.31842460796943456,0.5793451420955862,0.4670791340258772,0.5574079712053086,0.7964074674736801,0.4351667325584824,0.3722671272466169,0.40099807346686983
53,perspective_A,True,0.09867288197270906,0.0034535508690448163,0.003584374575566775,0.9320067377732077,0.06412250900672381,0.965,True,,0,1,1.2208570428957526,0.4941059642776306,0.35548292365710077,0.4684353580414391,0.7816234249604974,0.3638027536535772,0.23218140536253015,0.32148964924115286,0.5826266788767146,0.47101308055600616,0.5605278626963134,0.7967597437289374,0.43736723944120665,0.37716593254242464,0.4059972157328152
54,perspective_A,True,0.09866170102015842,0.0034531595357055454,0.0035246901991882644,0.9304122492483518,0.06377522562549531,0.965,True,,0,1,1.2276253198619849,0.49731786595613897,0.35966233597095854,0.4717667611851498,0.782165087101903,0.3664536156755462,0.23742252927898677,0.32461986993993425,0.5858745836635847,0.47489470405303635,0.563618305004602,0.7970994861435169,0.4395416685669763,0.3819278029755767,0.4109245263491919
55,perspective_A,True,0.09860967007939798,0.003451338452778935,0.0034764262190197463,0.9288032822155939,0.06340711070138672,0.965,True,,0,1,1.234419098601522,0.5005298314498863,0.3638294188845685,0.47508870990964674,0.7826993817563191,0.36908671475086,0.2426443285188061,0.3278104255843588,0.5890883086346315,0.4787218477883865,0.5666795818850618,0.7974306486566476,0.4416850178273708,0.3866167932738245,0.4157786026377786
56,perspective_B,True,0.09848470411748879,0.0034469646441121007,0.0034048331426458677,0.9271818725341274,0.06299224777960347,0.965,True,,0,1,1.2412330762056167,0.5037336063902441,0.36796950424460284,0.47840112902792115,0.7832285715143397,0.37170686544896797,0.24784919917190476,0.3310598017915853,0.5920662583172528,0.4821175720284083,0.5697292561460574,0.7978190891283341,0.44394816326823094,0.3913549186073395,0.42064974579082964
57,perspective_B,True,0.09827395792866787,0.003439588527503377,0.003313743326605627,0.9255504303923497,0.06252820561893398,0.965,True,,0,1,1.2480605750723344,0.5069236517149294,0.3720817218216835,0.48170065796909584,0.783752485067067,0.3743144633423529,0.2530307420381684,0.33436424307598406,0.5948777585241077,0.48546143501833516,0.5726733844900544,0.798197530163693,0.4462096624028233,0.39589328106515176,0.4254724099172647
58,perspective_B,True,0.09798517580600408,0.0034294811532101445,0.003226958300110129,0.9239113924018141,0.06201763697314647,0.965,True,,0,1,1.2548956589686033,0.5100973941060235,0.3761652319083119,0.48498445469846657,0.7842704180999504,0.3769097510710528,0.2581820661305156,0.3377196055874612,0.5976020057461906,0.48875343858249526,0.5755234216654023,0.7985505717208784,0.4484655413052068,0.4002114303909454,0.43023174340390363
59,perspective_B,True,0.09764816862366386,0.0034176859018282273,0.003164461743914261,0.9222665897362833,0.061488510966662954,0.965,True,,0,1,1.261733717857547,0.513252806810804,0.3802190101593992,0.4882503009772326,0.7847820130608111,0.3794924463082014,0.26330090555807156,0.3411216605436326,0.6002520428140382,0.4919874676536638,0.5782943483774957,0.7988874169816861,0.45070104356101204,0.404434621203544,0.4349211757637847
60,perspective_B,True,0.09730800905865734,0.0034057803170530108,0.0031391062597226392,0.9206166620415566,0.06099459542672105,0.965,True,,0,1,1.2685712266462827,0.5163889314248618,0.3842484583862612,0.49149747091855667,0.785285859591215,0.3820556582177629,0.2683897228709902,0.34456543107557897,0.6028563672124557,0.4953461023554562,0.5810265850150639,0.7991776282152105,0.45272707229567266,0.4086956859271751,0.4395151043135289
61,perspective_B,True,0.09696633943123156,0.003393821880093102,0.00311809492020052,0.9189624198948556,0.06052282999076075,0.965,True,,0,1,1.2754060020816882,0.5195046279894115,0.3882518753627638,0.4947247369337256,0.785782376582917,0.3845984443650286,0.2734538605741369,0.3480465586204447,0.6054088332691401,0.49863180057204914,0.5837050713519555,0.7994720593541285,0.45470669099678374,0.41307937153232427,0.4440262180717436
62,perspective_B,True,0.0965889270247088,0.003380612445864809,0.003066667614189073,0.9173053768715704,0.060035802703016096,0.965,True,,0,1,1.282234797953433,0.5225988789841408,0.39222845501185283,0.49793094137679533,0.7862714371318555,0.3871206938815594,0.27849148745299035,0.3515613636355978,0.6079117992673891,0.5018684367653088,0.5863305781642886,0.799755535124017,0.4566627162659081,0.41738605711280724,0.4484695590533912
63,perspective_B,True,0.09615899198503039,0.00336556471947606,0.0029992201664568443,0.9156474265782684,0.05951365587653449,0.965,True,,0,1,1.2890539558928158,0.5256709562440279,0.39617795050916566,0.5011152056025276,0.7867526472905982,0.3896227178263046,0.28349676963725257,0.35510663264549497,0.6103725149809153,0.5050711835065046,0.5889099192548628,0.8000202988102162,0.45860709230284985,0.4214995498604826,0.4528547639183741
64,perspective_C,True,0.09560016942856955,0.003346005929999932,0.002864671362534388,0.9139914878236455,0.058912117171219386,0.965,True,,0,1,1.2958541667175583,0.5287059011784553,0.4000983902765309,0.5042688162147294,0.7872280214813792,0.39211504110904094,0.2884617882136806,0.35867807853421013,0.6123836686562389,0.5081905152910282,0.5912183659511508,0.8003347670271945,0.46083195447591496,0.4253544432494827,0.4571479437516422
65,perspective_C,True,0.09496555106708446,0.003323794287347967,0.0027725380540523847,0.9123396346277068,0.05826826188884068,0.965,True,,0,1,1.3026295423650764,0.5317010339461478,0.4039880734591787,0.5073888250512477,0.7876970922330087,0.3945986644868802,0.29338044289261583,0.3622720696654211,0.614281123112526,0.5112321954950401,0.593411925829538,0.800630042956509,0.4630757090473043,0.4289947790404003,0.46136353942595093
66,perspective_C,True,0.0943241393649007,0.0033013448777715303,0.002740326859276147,0.9106931232224041,0.0576173724617165,0.965,True,,0,1,1.3093796709322736,0.5346565619463745,0.4078508461794383,0.5104757341769753,0.7881607841828229,0.3970728977595158,0.29824985153293465,0.36588579325705906,0.6161446910954819,0.5143530083237382,0.5955862286434643,0.8009454336562708,0.4652910437050402,0.43250640404458296,0.4655213151407912
67,perspective_C,True,0.0936745733362663,0.003278610066769339,0.0027046011195291956,0.909052528171428,0.05698314236983945,0.965,True,,0,1,1.3161021162999529,0.5375717675620769,0.411685085434493,0.5135284262729474,0.7886190846551473,0.3995367592834543,0.30307334606466263,0.36951615024778683,0.6179481509664445,0.5174005391810026,0.5976955083476032,0.8012550833920903,0.46746894130061467,0.43606398101087535,0.46961027870642374
