active_rank,carrier_id,eligible,exact_ground_gap,exact_lowest_eigenvalue,exact_negative,exact_simple,generalized_ground_gap,generalized_lowest_eigenvalue,generalized_match_residual,ground_witness_negative,ground_witness_quotient,parent_ground_eigenvalue,reason,runtime_gate_reached,runtime_gate_success,runtime_reason,state_index
4,annual-sunspots,True,1.6935976144907645,-1.2104526601809311,True,True,1.6935976144907643,-1.210452660180931,1.2212453270876722e-15,True,-1.2032776507804475,-1.2244186355837305,,True,True,,13
4,annual-sunspots,True,1.7243118720589048,-1.2142029996950159,True,True,1.724311872058904,-1.2142029996950154,5.551115123125783e-16,True,-1.206772237169653,-1.2286739325581992,,True,True,,14
4,annual-sunspots,True,1.6287016494225266,-1.2152170341907993,True,True,1.6287016494225273,-1.2152170341908,7.771561172376096e-16,True,-1.208387120249215,-1.2291993143875661,,True,True,,15
4,annual-sunspots,True,1.4838629913220913,-1.221057355373413,True,True,1.4838629913220902,-1.2210573553734123,6.661338147750939e-16,True,-1.2137414017046826,-1.2325426949486729,,True,True,,16
4,annual-sunspots,True,1.4952776261210985,-1.2170482597801042,True,True,1.4952776261211007,-1.2170482597801064,2.220446049250313e-15,True,-1.2130514974215163,-1.232636423010282,,True,True,,17
4,annual-sunspots,True,1.5274213934892527,-1.2246160909671224,True,True,1.5274213934892513,-1.2246160909671215,8.881784197001252e-16,True,-1.218011677164188,-1.232173472290427,,True,True,,18
4,annual-sunspots,True,1.548711410458053,-1.2242393995987038,True,True,1.5487114104580537,-1.2242393995987042,4.440892098500626e-16,True,-1.2216032771717533,-1.2315408339214697,,True,True,,19
4,annual-sunspots,True,1.5721575572400386,-1.2230286548190423,True,True,1.5721575572400388,-1.2230286548190428,4.440892098500626e-16,True,-1.2187348537291673,-1.2287568087361365,,True,True,,20
4,annual-sunspots,True,1.587042430196146,-1.2188162110907537,True,True,1.5870424301961468,-1.218816211090754,4.440892098500626e-16,True,-1.214155158736107,-1.2246352941184326,,True,True,,21
4,annual-sunspots,True,1.5951707768476404,-1.2148186964482166,True,True,1.5951707768476409,-1.2148186964482166,6.661338147750939e-16,True,-1.2085905517997637,-1.2204410732535762,,True,True,,22
4,annual-sunspots,True,1.5800100736142075,-1.2169840964571639,True,True,1.5800100736142073,-1.2169840964571637,3.3306690738754696e-16,True,-1.2118850599659927,-1.221912121415403,,True,True,,23
4,annual-sunspots,True,1.5695061427082504,-1.2173157450764194,True,True,1.5695061427082513,-1.2173157450764203,8.881784197001252e-16,True,-1.2132862381621177,-1.2250898779133839,,True,True,,24
4,annual-sunspots,True,1.570673544364423,-1.216460617346648,True,True,1.5706735443644226,-1.2164606173466472,7.771561172376096e-16,True,-1.2106268999162935,-1.2258176825440608,,True,True,,25
4,annual-sunspots,True,1.5668503647476266,-1.2180143422780954,True,True,1.5668503647476248,-1.2180143422780938,1.5543122344752192e-15,True,-1.2123278620571114,-1.2262679234917842,,True,True,,26
4,annual-sunspots,True,1.5508484713947874,-1.2179924057973308,True,True,1.5508484713947863,-1.2179924057973297,1.1102230246251565e-15,True,-1.2128471437574064,-1.2270228984104987,,True,True,,27
4,annual-sunspots,True,1.5812716086023664,-1.2197481694751446,True,True,1.5812716086023666,-1.219748169475145,4.440892098500626e-16,True,-1.210731051443492,-1.2260420765948075,,True,True,,28
4,annual-sunspots,True,1.5815337305234602,-1.2161549264145475,True,True,1.5815337305234602,-1.2161549264145473,9.992007221626409e-16,True,-1.206247874434389,-1.225652408612537,,True,True,,29
4,annual-sunspots,True,1.5869060791360416,-1.2169948964875643,True,True,1.586906079136042,-1.2169948964875645,3.3306690738754696e-16,True,-1.2042434126930728,-1.2249683685351893,,True,True,,30
4,annual-sunspots,True,1.5950748400378552,-1.2143175596195053,True,True,1.5950748400378552,-1.2143175596195053,6.661338147750939e-16,True,-1.2109402013201231,-1.2223652216738248,,True,True,,31
4,annual-sunspots,True,1.6027717447338357,-1.2151427657933938,True,True,1.602771744733837,-1.215142765793395,1.3322676295501878e-15,True,-1.2118338469549659,-1.2202762334525596,,True,True,,32
4,annual-sunspots,True,1.6110452002828903,-1.2148711391276752,True,True,1.6110452002828894,-1.2148711391276745,6.661338147750939e-16,True,-1.2122376773224477,-1.2194990669446526,,True,True,,33
4,annual-sunspots,True,1.58731031209716,-1.2173727873104414,True,True,1.5873103120971601,-1.2173727873104419,4.440892098500626e-16,True,-1.2143261177863427,-1.2220580978061055,,True,True,,34
4,annual-sunspots,True,1.5623790292967794,-1.2215520961660127,True,True,1.5623790292967799,-1.2215520961660131,4.440892098500626e-16,True,-1.2179717176013805,-1.2263504147258362,,True,True,,35
4,annual-sunspots,True,1.5420352850869172,-1.2230087059601038,True,True,1.5420352850869157,-1.2230087059601022,1.5543122344752192e-15,True,-1.2165684282715519,-1.229248298437542,,True,True,,36
4,annual-sunspots,True,1.5307783917091475,-1.2199808982530769,True,True,1.5307783917091469,-1.2199808982530764,8.881784197001252e-16,True,-1.212906822844201,-1.2278920028211524,,True,True,,37
4,annual-sunspots,True,1.5199778242692359,-1.21671495587914,True,True,1.5199778242692357,-1.21671495587914,4.440892098500626e-16,True,-1.2132864117835989,-1.226547461501788,,True,True,,38
4,annual-sunspots,True,1.5570384303093003,-1.2159341187769208,True,True,1.5570384303093001,-1.2159341187769208,4.440892098500626e-16,True,-1.2111089754273365,-1.223959005498565,,True,True,,39
4,annual-sunspots,True,1.6317334774802394,-1.210858669143572,True,True,1.6317334774802392,-1.2108586691435717,4.440892098500626e-16,True,-1.2063127296863234,-1.2223556200354682,,True,True,,40
4,annual-sunspots,True,1.637703193569238,-1.2153510679998443,True,True,1.6377031935692388,-1.2153510679998447,4.440892098500626e-16,True,-1.2105288622910508,-1.2243967186700129,,True,True,,41
4,annual-sunspots,True,1.6443282765637601,-1.213462361498029,True,True,1.6443282765637603,-1.2134623614980287,5.551115123125783e-16,True,-1.209245733422411,-1.2230805968386251,,True,True,,42
4,annual-sunspots,True,1.661312707746342,-1.209395249988134,True,True,1.6613127077463412,-1.2093952499881333,6.661338147750939e-16,True,-1.205502936482378,-1.2191540417593771,,True,True,,43
4,annual-sunspots,True,1.661071590526301,-1.2082516117231688,True,True,1.6610715905263003,-1.2082516117231685,1.9984014443252818e-15,True,-1.203536468329847,-1.2179481264429504,,True,True,,44
4,annual-sunspots,True,1.6621669223811637,-1.2102923107822807,True,True,1.6621669223811635,-1.2102923107822803,1.4432899320127035e-15,True,-1.2058646724708613,-1.219542046620529,,True,True,,45
4,annual-sunspots,True,1.661957674607752,-1.212209667598778,True,True,1.6619576746077513,-1.2122096675987772,6.661338147750939e-16,True,-1.2057476084891123,-1.2229936480915988,,True,True,,46
4,annual-sunspots,True,1.6596487570347591,-1.215015457486054,True,True,1.6596487570347611,-1.2150154574860554,1.3322676295501878e-15,True,-1.2089346406697414,-1.2253099086876724,,True,True,,47
4,annual-sunspots,True,1.6485262386498953,-1.2141897918931455,True,True,1.6485262386498958,-1.2141897918931461,1.1102230246251565e-15,True,-1.208732442801633,-1.2256267735038648,,True,True,,48
4,annual-sunspots,True,1.6349563404475251,-1.2102590148350147,True,True,1.6349563404475234,-1.210259014835013,1.7763568394002505e-15,True,-1.203653647367408,-1.224648266957136,,True,True,,49
4,annual-sunspots,True,1.632143365007742,-1.2068978797598746,True,True,1.6321433650077424,-1.2068978797598748,6.661338147750939e-16,True,-1.2038508309731322,-1.2245899990244222,,True,True,,50
4,annual-sunspots,True,1.660285481128251,-1.2137591510290564,True,True,1.6602854811282501,-1.213759151029056,9.992007221626409e-16,True,-1.1993825467960921,-1.2271189837097787,,True,True,,51
4,annual-sunspots,True,1.66867431330764,-1.2163123128676938,True,True,1.668674313307641,-1.2163123128676947,8.881784197001252e-16,True,-1.2108529412461801,-1.227358042921444,,True,True,,52
4,annual-sunspots,True,1.6678998722870015,-1.2170755977364358,True,True,1.667899872287002,-1.2170755977364356,6.661338147750939e-16,True,-1.2128201224341348,-1.2271174294313247,,True,True,,53
4,annual-sunspots,True,1.6640207794680661,-1.2138916044511232,True,True,1.6640207794680677,-1.213891604451124,8.881784197001252e-16,True,-1.2091937535129822,-1.2245645544467507,,True,True,,54
4,annual-sunspots,True,1.6711681922665982,-1.2105127755493708,True,True,1.671168192266597,-1.2105127755493705,7.216449660063518e-16,True,-1.2047898889783186,-1.223076778952756,,True,True,,55
4,annual-sunspots,True,1.689772822708231,-1.214924842322441,True,True,1.6897728227082303,-1.2149248423224406,6.661338147750939e-16,True,-1.2103448219955624,-1.2267928888150919,,True,True,,56
4,annual-sunspots,True,1.7197882614274924,-1.2182740642497527,True,True,1.719788261427492,-1.2182740642497518,8.881784197001252e-16,True,-1.2121901602253404,-1.2301008994582807,,True,True,,57
4,annual-sunspots,True,1.566940675443517,-1.217854157043071,True,True,1.5669406754435153,-1.2178541570430692,1.7763568394002505e-15,True,-1.2089268110888862,-1.2315610262937622,,True,True,,58
4,annual-sunspots,True,1.5732412856698104,-1.2193112118245488,True,True,1.5732412856698117,-1.2193112118245502,1.3322676295501878e-15,True,-1.2108504171783099,-1.2313375584674404,,True,True,,59
4,annual-sunspots,True,1.603903090232257,-1.220216967519713,True,True,1.6039030902322562,-1.220216967519712,8.881784197001252e-16,True,-1.2105007988785323,-1.230270879433842,,True,True,,60
4,annual-sunspots,True,1.631351507273708,-1.2170682162667184,True,True,1.6313515072737084,-1.2170682162667188,5.551115123125783e-16,True,-1.2061419456125828,-1.228940041573932,,True,True,,61
4,annual-sunspots,True,1.6395399802496031,-1.2169253481963933,True,True,1.6395399802496042,-1.2169253481963938,6.106226635438361e-16,True,-1.205338808768835,-1.2273867816376873,,True,True,,62
4,annual-sunspots,True,1.6437806125522267,-1.213215822655126,True,True,1.6437806125522267,-1.213215822655126,5.551115123125783e-16,True,-1.2068616010062063,-1.225386910250614,,True,True,,63
4,annual-sunspots,True,1.6585000287057732,-1.2123875720337551,True,True,1.6585000287057734,-1.2123875720337558,1.3322676295501878e-15,True,-1.2087011865738078,-1.221196494655746,,True,True,,64
4,annual-sunspots,True,1.6414537642555984,-1.214087423880104,True,True,1.6414537642555973,-1.2140874238801027,1.3322676295501878e-15,True,-1.209722018196197,-1.2209094701611645,,True,True,,65
4,annual-sunspots,True,1.6260793468274493,-1.217946695799926,True,True,1.6260793468274493,-1.217946695799926,5.551115123125783e-16,True,-1.214074528577727,-1.2247408920721243,,True,True,,66
4,annual-sunspots,True,1.4703416525444344,-1.2179729521907585,True,True,1.470341652544434,-1.217972952190758,4.440892098500626e-16,True,-1.2126207118705712,-1.2310711714501221,,True,True,,67
4,annual-sunspots,True,1.5112883284594325,-1.2285308161043662,True,True,1.511288328459432,-1.228530816104366,4.440892098500626e-16,True,-1.2234472152042262,-1.234181880625867,,True,True,,68
4,annual-sunspots,True,1.5432377543867537,-1.2280359334659134,True,True,1.543237754386753,-1.2280359334659128,6.661338147750939e-16,True,-1.222169971505062,-1.2330084054187171,,True,True,,69
4,annual-sunspots,True,1.551195989504632,-1.2248503760292275,True,True,1.5511959895046314,-1.2248503760292269,6.661338147750939e-16,True,-1.2163288013618254,-1.2317100591562984,,True,True,,70
4,annual-sunspots,True,1.5464809659593595,-1.2220487400408047,True,True,1.5464809659593608,-1.222048740040806,1.3322676295501878e-15,True,-1.2096400536073701,-1.2297983850754766,,True,True,,71
4,annual-sunspots,True,1.536279899356244,-1.217050328626298,True,True,1.5362798993562443,-1.2170503286262981,6.106226635438361e-16,True,-1.207656774347494,-1.2280134216768155,,True,True,,72
4,annual-sunspots,True,1.53210243996776,-1.220317233491466,True,True,1.5321024399677605,-1.220317233491466,4.440892098500626e-16,True,-1.2141896548808195,-1.226548425537335,,True,True,,73
4,annual-sunspots,True,1.5208253572520591,-1.2233041493423775,True,True,1.5208253572520591,-1.223304149342378,7.771561172376096e-16,True,-1.2197222067234246,-1.2286091998499387,,True,True,,74
4,annual-sunspots,True,1.525178381947014,-1.2234602812478006,True,True,1.5251783819470128,-1.2234602812477995,1.1102230246251565e-15,True,-1.218543174507182,-1.2292166022753164,,True,True,,75
4,annual-sunspots,True,1.5303067157166783,-1.21777870420095,True,True,1.530306715716679,-1.2177787042009507,6.661338147750939e-16,True,-1.2169679385243708,-1.2320977223203105,,True,True,,76
4,annual-sunspots,True,1.5508592483836248,-1.2307323240505794,True,True,1.550859248383626,-1.2307323240505808,1.3322676295501878e-15,True,-1.2254596274028593,-1.234553922760045,,True,True,,77
4,annual-sunspots,True,1.5413457648353692,-1.2316444159903055,True,True,1.5413457648353683,-1.2316444159903048,6.661338147750939e-16,True,-1.224467827661734,-1.2354239522203727,,True,True,,78
4,annual-sunspots,True,1.5567319377148379,-1.2281070268132261,True,True,1.5567319377148379,-1.2281070268132264,8.881784197001252e-16,True,-1.219151448218118,-1.2334797181409622,,True,True,,79
4,annual-sunspots,True,1.5595598489788665,-1.2239546465669968,True,True,1.559559848978866,-1.2239546465669964,4.440892098500626e-16,True,-1.2106565036966208,-1.2315156201995476,,True,True,,80
4,annual-sunspots,True,1.5552696066191356,-1.2245325912479685,True,True,1.5552696066191378,-1.22453259124797,1.5543122344752192e-15,True,-1.2059984545579487,-1.2316629714354552,,True,True,,81
4,annual-sunspots,True,1.5403741842711585,-1.2286077587353597,True,True,1.5403741842711571,-1.2286077587353588,8.881784197001252e-16,True,-1.2151124524279542,-1.2333694814324514,,True,True,,82
4,annual-sunspots,True,1.5334001334739091,-1.2307575757205036,True,True,1.5334001334739082,-1.2307575757205031,6.106226635438361e-16,True,-1.225752682329639,-1.2344527939520193,,True,True,,83
4,annual-sunspots,True,1.535554093019044,-1.2292849307024123,True,True,1.5355540930190459,-1.229284930702414,1.7763568394002505e-15,True,-1.2269872928147751,-1.2336246043843762,,True,True,,84
4,annual-sunspots,True,1.5723545456212857,-1.2288631862177384,True,True,1.5723545456212895,-1.2288631862177417,3.3306690738754696e-15,True,-1.2252268376141318,-1.2331937340101997,,True,True,,85
4,annual-sunspots,True,1.5577636818965528,-1.230468083195999,True,True,1.5577636818965523,-1.2304680831959987,4.440892098500626e-16,True,-1.2268008052079653,-1.233081939898784,,True,True,,86
4,annual-sunspots,True,1.5270966537669015,-1.229695613521601,True,True,1.5270966537669022,-1.2296956135216017,6.661338147750939e-16,True,-1.2254060253981418,-1.2319360644591102,,True,True,,87
4,annual-sunspots,True,1.5261611846463121,-1.2269070923788807,True,True,1.526161184646311,-1.2269070923788796,1.1102230246251565e-15,True,-1.2237494162096627,-1.2293153037576927,,True,True,,88
4,annual-sunspots,True,1.5419662944043682,-1.2237367872114462,True,True,1.5419662944043677,-1.2237367872114453,8.881784197001252e-16,True,-1.2218493173103728,-1.2271849631227243,,True,True,,89
4,annual-sunspots,True,1.599388722963588,-1.218189998149592,True,True,1.5993887229635901,-1.2181899981495938,1.7763568394002505e-15,True,-1.2087778325671512,-1.2247961142754167,,True,True,,90
4,annual-sunspots,True,1.6555774502570701,-1.2115725370047798,True,True,1.655577450257069,-1.211572537004779,8.881784197001252e-16,True,-1.2018160829123476,-1.224044146061552,,True,True,,91
4,annual-sunspots,True,1.6892156530088545,-1.2082003849075873,True,True,1.689215653008853,-1.208200384907586,1.3322676295501878e-15,True,-1.193930602528638,-1.2244481808019947,,True,True,,92
4,annual-sunspots,True,1.7181455224230557,-1.208049202870085,True,True,1.7181455224230548,-1.2080492028700847,1.1102230246251565e-15,True,-1.1869843134088152,-1.226261627690456,,True,True,,93
4,annual-sunspots,True,1.7208150283070536,-1.215585784858933,True,True,1.7208150283070531,-1.215585784858933,1.2212453270876722e-15,True,-1.202167411185131,-1.2289494104389482,,True,True,,94
4,annual-sunspots,True,1.723195129777693,-1.219562075285496,True,True,1.7231951297776944,-1.219562075285497,8.881784197001252e-16,True,-1.1991856859520376,-1.2307208852585207,,True,True,,95
4,annual-sunspots,True,1.7181897117547296,-1.2120459967716988,True,True,1.7181897117547302,-1.2120459967716994,6.661338147750939e-16,True,-1.1903423339055599,-1.2270921333099087,,True,True,,96
4,annual-sunspots,True,1.7136044227869534,-1.2055001147352566,True,True,1.713604422786953,-1.2055001147352562,4.440892098500626e-16,True,-1.1787576551744887,-1.2240182279631309,,True,True,,97
4,annual-sunspots,True,1.706617984760726,-1.2009819204695296,True,True,1.7066179847607263,-1.2009819204695293,6.661338147750939e-16,True,-1.1773594577906,-1.222652677641963,,True,True,,98
4,annual-sunspots,True,1.7007281656471356,-1.2043365588894066,True,True,1.7007281656471354,-1.2043365588894064,6.661338147750939e-16,True,-1.1836010959165468,-1.2232688615639713,,True,True,,99
4,annual-sunspots,True,1.6943657675503716,-1.2139428455741443,True,True,1.6943657675503712,-1.213942845574144,1.2212453270876722e-15,True,-1.195732174744383,-1.225569031934812,,True,True,,100
4,annual-sunspots,True,1.6881242856144436,-1.2200055486808883,True,True,1.6881242856144425,-1.2200055486808874,8.881784197001252e-16,True,-1.2101426784640414,-1.2276332995632413,,True,True,,101
4,annual-sunspots,True,1.6809466882130175,-1.2202837289353963,True,True,1.6809466882130164,-1.2202837289353954,8.881784197001252e-16,True,-1.2094892839750528,-1.2273321304050344,,True,True,,102
4,annual-sunspots,True,1.684243957607619,-1.2187778993795408,True,True,1.6842439576076176,-1.2187778993795402,6.661338147750939e-16,True,-1.2117605802761315,-1.2279076365223596,,True,True,,103
4,annual-sunspots,True,1.6906978806860673,-1.2165593302639486,True,True,1.690697880686065,-1.2165593302639472,1.3322676295501878e-15,True,-1.2039275509898777,-1.2262764833544417,,True,True,,104
4,annual-sunspots,True,1.6935753758456773,-1.2117018568592957,True,True,1.693575375845677,-1.2117018568592957,2.220446049250313e-16,True,-1.2015949701641293,-1.2256515013516223,,True,True,,105
4,annual-sunspots,True,1.6998086432801143,-1.2184659218271587,True,True,1.6998086432801143,-1.2184659218271587,4.440892098500626e-16,True,-1.2087751174957568,-1.2278040411082496,,True,True,,106
4,annual-sunspots,True,1.7061044181778504,-1.2205815618220437,True,True,1.7061044181778497,-1.2205815618220432,4.440892098500626e-16,True,-1.2094927789574919,-1.229067865393401,,True,True,,107
4,annual-sunspots,True,1.712023295059434,-1.2185878208480954,True,True,1.7120232950594354,-1.218587820848096,6.661338147750939e-16,True,-1.2019498751375854,-1.2287014182171532,,True,True,,108
4,annual-sunspots,True,1.7183174506053032,-1.2136856142343497,True,True,1.7183174506053034,-1.21368561423435,2.220446049250313e-16,True,-1.1937437518484078,-1.2274994380050925,,True,True,,109
4,annual-sunspots,True,1.7292098896554928,-1.2068040106418232,True,True,1.7292098896554942,-1.2068040106418243,1.1102230246251565e-15,True,-1.1833235421969965,-1.2254701393088017,,True,True,,110
4,annual-sunspots,True,1.728342393006002,-1.2038329947109825,True,True,1.7283423930060002,-1.2038329947109814,1.1102230246251565e-15,True,-1.181088512452342,-1.2254585990635227,,True,True,,111
4,annual-sunspots,True,1.7224009278007213,-1.2056954838005236,True,True,1.7224009278007206,-1.205695483800523,9.992007221626409e-16,True,-1.18605121754942,-1.2264800073528197,,True,True,,112
4,annual-sunspots,True,1.7264281917863467,-1.2121842721510703,True,True,1.7264281917863453,-1.2121842721510692,1.1102230246251565e-15,True,-1.1931817269670075,-1.2288374021435946,,True,True,,113
4,annual-sunspots,True,1.7320010492403033,-1.22098258692089,True,True,1.7320010492403033,-1.22098258692089,3.3306690738754696e-16,True,-1.2026571809036966,-1.2308959148903267,,True,True,,114
4,annual-sunspots,True,1.72554811061663,-1.2201982344449152,True,True,1.7255481106166308,-1.220198234444916,8.881784197001252e-16,True,-1.205589207051535,-1.2307372140967427,,True,True,,115
4,annual-sunspots,True,1.700153013932455,-1.2110128971930465,True,True,1.7001530139324548,-1.2110128971930465,7.771561172376096e-16,True,-1.197816047545867,-1.2267516815630994,,True,True,,116
4,annual-sunspots,True,1.6468643813874726,-1.2127348238894466,True,True,1.6468643813874737,-1.2127348238894473,6.661338147750939e-16,True,-1.2001626522401017,-1.2246648100143844,,True,True,,117
4,annual-sunspots,True,1.6229593418390527,-1.2136564863387402,True,True,1.6229593418390524,-1.2136564863387402,8.881784197001252e-16,True,-1.205243372944362,-1.224271132630559,,True,True,,118
4,annual-sunspots,True,1.6108937769118745,-1.2176824351911855,True,True,1.610893776911872,-1.2176824351911844,1.27675647831893e-15,True,-1.211137332131866,-1.2241979367281761,,True,True,,119
4,annual-sunspots,True,1.6239737832638994,-1.2179388076691218,True,True,1.6239737832638994,-1.2179388076691213,4.440892098500626e-16,True,-1.2157611538439663,-1.223880803263792,,True,True,,120
4,annual-sunspots,True,1.6329419363213007,-1.2133441029997827,True,True,1.6329419363213014,-1.2133441029997836,8.881784197001252e-16,True,-1.20946437783722,-1.221658059813638,,True,True,,121
4,annual-sunspots,True,1.6461753658408944,-1.2079088356166814,True,True,1.6461753658408944,-1.2079088356166807,7.771561172376096e-16,True,-1.2043106138999924,-1.2183866274159856,,True,True,,122
4,annual-sunspots,True,1.662195854786902,-1.2039563944643907,True,True,1.662195854786903,-1.2039563944643918,1.1102230246251565e-15,True,-1.1978801009969768,-1.217318089586695,,True,True,,123
4,annual-sunspots,True,1.689900577636424,-1.2043393536775853,True,True,1.6899005776364273,-1.204339353677588,2.6645352591003757e-15,True,-1.1980870432805393,-1.2211017236179358,,True,True,,124
4,annual-sunspots,True,1.4829304621619759,-1.2141573693078935,True,True,1.4829304621619748,-1.2141573693078926,8.881784197001252e-16,True,-1.2014843289167791,-1.2279525852480258,,True,True,,125
4,annual-sunspots,True,1.4607810044446263,-1.2150852624025144,True,True,1.4607810044446279,-1.2150852624025157,1.3322676295501878e-15,True,-1.2076540764697716,-1.2337780645374268,,True,True,,126
4,annual-sunspots,True,1.4953644062015532,-1.2250786570906915,True,True,1.4953644062015525,-1.225078657090691,4.440892098500626e-16,True,-1.2146321986785371,-1.2344018595013604,,True,True,,127
4,annual-sunspots,True,1.5258167220040961,-1.225480664443727,True,True,1.5258167220040977,-1.2254806644437284,1.3322676295501878e-15,True,-1.2125970597285674,-1.2331574533027612,,True,True,,128
4,annual-sunspots,True,1.5534594012153267,-1.2224024464116177,True,True,1.5534594012153267,-1.2224024464116172,4.996003610813204e-16,True,-1.2067727433980902,-1.2308345090469286,,True,True,,129
4,annual-sunspots,True,1.5739155485456462,-1.2191482816021786,True,True,1.5739155485456466,-1.219148281602179,5.551115123125783e-16,True,-1.203882426908989,-1.2275249924746856,,True,True,,130
4,annual-sunspots,True,1.5661757509749294,-1.2177308602810122,True,True,1.566175750974931,-1.2177308602810135,1.3322676295501878e-15,True,-1.2094281043134187,-1.2262709492958097,,True,True,,131
4,annual-sunspots,True,1.5588264701711523,-1.2214265868688878,True,True,1.5588264701711525,-1.2214265868688883,6.661338147750939e-16,True,-1.2154873940461681,-1.2255053548752368,,True,True,,132
4,annual-sunspots,True,1.5490470850333402,-1.2240683159776788,True,True,1.5490470850333402,-1.224068315977679,4.440892098500626e-16,True,-1.220473356336636,-1.22674725784411,,True,True,,133
4,annual-sunspots,True,1.5464341985255838,-1.223329800992747,True,True,1.5464341985255836,-1.2233298009927467,2.220446049250313e-16,True,-1.221291967839995,-1.2293960950610492,,True,True,,134
4,annual-sunspots,True,1.5429824607167741,-1.217946531648424,True,True,1.5429824607167737,-1.2179465316484235,4.440892098500626e-16,True,-1.2091256690582834,-1.2305648255238584,,True,True,,135
4,annual-sunspots,True,1.5413780259534593,-1.2226628869828087,True,True,1.5413780259534584,-1.2226628869828073,1.3322676295501878e-15,True,-1.2186917278031402,-1.2306439395909186,,True,True,,136
4,annual-sunspots,True,1.5475920324791543,-1.2214651239752832,True,True,1.5475920324791532,-1.221465123975282,1.1102230246251565e-15,True,-1.2164876424534743,-1.2305769783416611,,True,True,,137
4,annual-sunspots,True,1.5688933013442417,-1.2202229663098567,True,True,1.5688933013442419,-1.2202229663098567,4.440892098500626e-16,True,-1.2153386271599098,-1.2287197340561704,,True,True,,138
4,annual-sunspots,True,1.582272716006674,-1.2177228828627606,True,True,1.5822727160066736,-1.21772288286276,6.661338147750939e-16,True,-1.2108062399019648,-1.2278219736883464,,True,True,,139
4,annual-sunspots,True,1.5841387851098503,-1.2199146006081798,True,True,1.5841387851098487,-1.2199146006081785,1.3322676295501878e-15,True,-1.2070343423292857,-1.2289699269221626,,True,True,,140
4,annual-sunspots,True,1.5889037608146408,-1.222527930552153,True,True,1.5889037608146404,-1.2225279305521526,4.440892098500626e-16,True,-1.2139382625042434,-1.2297832492696563,,True,True,,141
4,annual-sunspots,True,1.5902291954163204,-1.2232713534287971,True,True,1.5902291954163217,-1.2232713534287978,1.2212453270876722e-15,True,-1.2157900160866308,-1.2295740283500693,,True,True,,142
4,annual-sunspots,True,1.5921317115952298,-1.2218268617148835,True,True,1.5921317115952307,-1.221826861714884,4.440892098500626e-16,True,-1.2161597340388284,-1.2285735932460071,,True,True,,143
4,annual-sunspots,True,1.6152771299843207,-1.221046511720602,True,True,1.615277129984319,-1.2210465117206004,1.5543122344752192e-15,True,-1.2171616369078977,-1.2280026762093452,,True,True,,144
