active_rank,active_rank_ratio,alpha,beta,carrier_id,exception,first_step_active_rank,first_step_alpha,first_step_beta,first_step_formation_eigenvalue,first_step_formation_gap,first_step_lambda_keep,first_step_lambda_up,first_step_persistence_rank,first_step_reason,first_step_success,first_step_terminal,formation_depth_normalized,formation_gap_normalized,gram_rebuild_residual,index,k_rms_ratio,load_log10_ratio,neutral_load_density_ratio,persistent_rank,processed,source_dimension,source_generation,source_name,successful_depth,successor_recursive_rho,successor_rho_mass,successor_y_log10_condition,terminal_reason_within_horizon,terminal_within_horizon,unitarity_residual
4.0,0.3333333333333333,0.005608721595410589,0.9943912784045894,annual-sunspots,,4,0.005608721595410589,0.9943912784045894,-1.2188162110907532,1.5870424301961457,0.6391794394356609,0.003605200088899614,4,,True,False,0.9952483134728951,1.295930664270619,0.0,21,0.7965352387834403,-2.248693423422544,0.04659536059595493,4.0,True,12,21,sunspots_1733,3,0.9999999999999998,1.2188162110907539,0.442227891110532,dual persistent load below admissibility threshold,True,2.54325539150592e-16
4.0,0.3333333333333333,0.006477521530202443,0.9935224784697977,annual-sunspots,,4,0.006477521530202443,0.9935224784697977,-1.2148186964482166,1.5951707768476404,0.6151174630586077,0.004010414154597068,4,,True,False,0.9953931599578419,1.3070444872812028,0.0,22,0.7919351015869018,-2.185768832297246,0.051268274592192006,4.0,True,12,22,sunspots_1734,3,1.0000000000000007,1.2148186964482162,0.4708020114722841,dual persistent load below admissibility threshold,True,4.688790845945059e-16
4.0,0.3333333333333333,0.005798313081679772,0.9942016869183203,annual-sunspots,,4,0.005798313081679772,0.9942016869183203,-1.2169840964571632,1.5800100736142069,0.6054547025204247,0.0035310902890040375,4,,True,False,0.9959669563204511,1.2930635893717155,0.0,23,0.8129512904539415,-2.234172834180818,0.05065346032838973,4.0,True,12,23,sunspots_1735,3,1.0000000000000007,1.2169840964571625,0.4404009194225699,dual persistent load below admissibility threshold,True,2.242728951879152e-16
4.0,0.3333333333333333,0.005471495529058214,0.9945285044709417,annual-sunspots,,4,0.005471495529058214,0.9945285044709417,-1.2173157450764196,1.5695061427082506,0.5837391710658821,0.0032114979613602846,4,,True,False,0.9936542346997409,1.2811355076914783,0.0,24,0.8164159859788542,-2.2595111863976634,0.04852935847766095,4.0,True,12,24,sunspots_1736,3,1.0000000000000007,1.2173157450764194,0.4251300747642568,dual persistent load below admissibility threshold,True,4.529993381603506e-16
4.0,0.3333333333333333,0.005881997101712485,0.9941180028982876,annual-sunspots,,4,0.005881997101712485,0.9941180028982876,-1.2164606173466477,1.5706735443644226,0.5641134153349806,0.0033377460868465707,4,,True,False,0.9923666746444764,1.2813272044702837,0.0,25,0.8120160262383689,-2.2279131325115085,0.046335728741359196,4.0,True,12,25,sunspots_1737,3,1.0000000000000004,1.2164606173466472,0.2996993975695399,dual persistent load below admissibility threshold,True,2.5571495905632944e-16
4.0,0.3333333333333333,0.004981245236448284,0.9950187547635517,annual-sunspots,,4,0.004981245236448284,0.9950187547635517,-1.218014342278095,1.5668503647476262,0.6181323856251176,0.0030944833819953636,4,,True,False,0.9932693491727431,1.2777390117862972,0.0,26,0.8016510041853716,-2.300493343263284,0.04205959421797623,4.0,True,12,26,sunspots_1738,3,1.0000000000000018,1.2180143422780951,0.41480656395279014,dual persistent load below admissibility threshold,True,2.624807086789232e-16
4.0,0.3333333333333333,0.00386112578129571,0.9961388742187043,annual-sunspots,,4,0.00386112578129571,0.9961388742187043,-1.217992405797331,1.5508484713947877,0.7747627538095055,0.0030030516030887904,4,,True,False,0.9926403226664587,1.2639115972519963,0.0,27,0.7885590674577564,-2.411605939153921,0.0357332139376051,4.0,True,12,27,sunspots_1739,3,1.0,1.217992405797332,0.48272494523504456,dual persistent load below admissibility threshold,True,3.0366847169132196e-16
4.0,0.3333333333333333,0.005016931182057316,0.9949830688179427,annual-sunspots,,4,0.005016931182057316,0.9949830688179427,-1.2197481694751438,1.5812716086023655,0.7634339867148993,0.00384940798836158,4,,True,False,0.9948664835899079,1.289736819631973,0.0,28,0.7964013976421671,-2.297377546822755,0.0455551804792539,4.0,True,12,28,sunspots_1740,3,1.0000000000000004,1.2197481694751429,0.5843194369389555,dual persistent load below admissibility threshold,True,3.341997429199811e-16
4.0,0.3333333333333333,0.006584556350513369,0.9934154436494866,annual-sunspots,,4,0.006584556350513369,0.9934154436494866,-1.2161549264145468,1.5815337305234594,0.6602259275892567,0.004376109564303597,4,,True,False,0.9922510802155222,1.2903607249577282,0.0,29,0.8085499598712085,-2.1786043885560744,0.057600950125898345,4.0,True,12,29,sunspots_1741,3,1.0000000000000007,1.216154926414547,0.603557668875924,dual persistent load below admissibility threshold,True,2.22499702765681e-16
4.0,0.3333333333333333,0.009000321369861154,0.9909996786301388,annual-sunspots,,4,0.009000321369861154,0.9909996786301388,-1.2169948964875643,1.5869060791360416,0.6523501645600294,0.005924685197514967,4,,True,False,0.9934908751503837,1.295466985023992,0.0,30,0.8256739010853351,-2.0418154968019557,0.06946228825680628,4.0,True,12,30,sunspots_1742,3,1.0000000000000007,1.2169948964875645,0.5467562882939722,dual persistent load below admissibility threshold,True,1.480252488171324e-16
4.0,0.3333333333333333,0.006582228164149794,0.9934177718358502,annual-sunspots,,4,0.006582228164149794,0.9934177718358502,-1.214317559619505,1.5950748400378552,0.6317722081154954,0.004186022174638581,4,,True,False,0.993416319515947,1.3049085590423357,0.0,31,0.8122899947853776,-2.178758992621015,0.05884053724470819,4.0,True,12,31,sunspots_1743,3,1.0000000000000007,1.2143175596195055,0.6064884394703248,dual persistent load below admissibility threshold,True,1.3854477194272105e-16
4.0,0.3333333333333333,0.006363479739681322,0.9936365202603187,annual-sunspots,,4,0.006363479739681322,0.9936365202603187,-1.2151427657933935,1.6027717447338352,0.6570654204028803,0.004208000013207544,4,,True,False,0.9957931921327003,1.3134499392806085,0.0,32,0.8178122976779653,-2.1935328795251565,0.062273022836296515,4.0,True,12,32,sunspots_1744,3,1.0000000000000002,1.2151427657933935,0.6708006631392122,dual persistent load below admissibility threshold,True,2.6701254190129087e-16
4.0,0.3333333333333333,0.00703133349432658,0.9929686665056734,annual-sunspots,,4,0.00703133349432658,0.9929686665056734,-1.2148711391276747,1.61104520028289,0.6687106834157602,0.004735222756687447,4,,True,False,0.996205058337131,1.3210712857035811,0.0,33,0.805453607116636,-2.1498978474895885,0.05952438168331396,4.0,True,12,33,sunspots_1745,3,1.0000000000000007,1.2148711391276756,0.585044437253772,dual persistent load below admissibility threshold,True,2.220562540968334e-16
4.0,0.3333333333333333,0.006574795795693579,0.9934252042043064,annual-sunspots,,4,0.006574795795693579,0.9934252042043064,-1.2173727873104419,1.5873103120971601,0.6752840888717059,0.004469239324332028,4,,True,False,0.9961660493031587,1.298882855853393,0.0,34,0.8001862739256785,-2.179252905520863,0.056542992821627044,4.0,True,12,34,sunspots_1746,3,1.0000000000000009,1.2173727873104414,0.5888925500802322,dual persistent load below admissibility threshold,True,1.1953665199475663e-16
4.0,0.3333333333333333,0.005802090610802289,0.9941979093891976,annual-sunspots,,4,0.005802090610802289,0.9941979093891976,-1.2215520961660127,1.5623790292967794,0.6869897541682499,0.0040092387689950265,4,,True,False,0.9960873185166288,1.274007013440826,0.0,35,0.8168890529547014,-2.23388833870142,0.058364075521845374,4.0,True,12,35,sunspots_1747,3,1.0000000000000002,1.2215520961660116,0.644260772971299,dual persistent load below admissibility threshold,True,2.9452423737117086e-16
4.0,0.3333333333333333,0.009720955741577747,0.9902790442584223,annual-sunspots,,4,0.009720955741577747,0.9902790442584223,-1.2230087059601034,1.5420352850869166,0.7716998883451631,0.007575299612647558,4,,True,False,0.9949240584791792,1.2544538699357564,0.0,36,0.8499383470598845,-2.008048623005074,0.0800359317603775,4.0,True,12,36,sunspots_1748,3,1.0000000000000007,1.2230087059601027,0.5395503230446499,dual persistent load below admissibility threshold,True,2.2430302032127304e-16
4.0,0.3333333333333333,0.007041123611720671,0.9929588763882794,annual-sunspots,,4,0.007041123611720671,0.9929588763882794,-1.2199808982530758,1.5307783917091462,0.6961330525096632,0.004936316084663617,4,,True,False,0.9935571658175955,1.2466718475176108,0.0,37,0.8134136962469506,-2.149289293745093,0.05699507841484552,4.0,True,12,37,sunspots_1749,3,1.0000000000000009,1.2199808982530753,0.4268283595589914,dual persistent load below admissibility threshold,True,2.6251062770187807e-16
4.0,0.3333333333333333,0.0055272589427002245,0.9944727410572998,annual-sunspots,,4,0.0055272589427002245,0.9944727410572998,-1.2167149558791397,1.5199778242692357,0.8061348948580028,0.004480481085775554,4,,True,False,0.9919835913967734,1.2392327830577141,0.0,38,0.7786569145904417,-2.255083072399835,0.042660096230054755,4.0,True,12,38,sunspots_1750,3,1.0000000000000009,1.2167149558791388,0.3786854092543211,dual persistent load below admissibility threshold,True,2.4390222326351517e-16
4.0,0.3333333333333333,0.006724225279708852,0.9932757747202912,annual-sunspots,,4,0.006724225279708852,0.9932757747202912,-1.2159341187769201,1.5570384303092997,0.7991695631717279,0.005410175417765008,4,,True,False,0.9934435004067993,1.2721328274185602,0.0,39,0.7661661407830339,-2.169427588422398,0.045411286345952206,4.0,True,12,39,sunspots_1751,3,1.0000000000000009,1.2159341187769201,0.36251168875536055,dual persistent load below admissibility threshold,True,2.4255893628348087e-16
4.0,0.3333333333333333,0.010725641077990268,0.9892743589220097,annual-sunspots,,4,0.010725641077990268,0.9892743589220097,-1.2108586691435723,1.6317334774802397,0.5783149736568307,0.006270049134023463,4,,True,False,0.9905944303740667,1.3349089665353644,0.0,40,0.8034233444281312,-1.9648934930374808,0.06844513650298403,4.0,True,12,40,sunspots_1752,3,0.9999999999999998,1.2108586691435728,0.4154026455510187,dual persistent load below admissibility threshold,True,2.489175868542957e-16
4.0,0.3333333333333333,0.02398451420694144,0.9760154857930585,annual-sunspots,,4,0.02398451420694144,0.9760154857930585,-1.2153510679998447,1.6377031935692385,0.5802114133407673,0.014258061566506528,4,,True,False,0.9926121570466178,1.3375592800903386,0.0,41,0.8525793900582311,-1.6095257818883797,0.11971747633825516,4.0,True,12,41,sunspots_1753,3,1.0000000000000004,1.2153510679998445,0.28340189934317334,dual persistent load below admissibility threshold,True,2.34063070241766e-16
4.0,0.3333333333333333,0.019721953650481433,0.9802780463495185,annual-sunspots,,4,0.019721953650481433,0.9802780463495185,-1.2134623614980296,1.6443282765637606,0.5736885773899145,0.011541888115548415,4,,True,False,0.9921360576192159,1.3444153073918133,0.0,42,0.8601604057587149,-1.6963993427685877,0.11299330015968394,4.0,True,12,42,sunspots_1754,3,1.0000000000000007,1.2134623614980289,0.421154373483514,dual persistent load below admissibility threshold,True,3.3375819911560015e-16
4.0,0.3333333333333333,0.020379450198847883,0.9796205498011521,annual-sunspots,,4,0.020379450198847883,0.9796205498011521,-1.2093952499881337,1.6613127077463417,0.5274002534940905,0.010971724922598113,4,,True,False,0.9919954399222919,1.3626766190668402,0.0,43,0.833295435277519,-1.6818654235376376,0.10594446978138555,4.0,True,12,43,sunspots_1755,3,1.000000000000001,1.209395249988134,0.36009110870203337,dual persistent load below admissibility threshold,True,2.0097173123817135e-16
4.0,0.3333333333333333,0.015853613802703354,0.9841463861972967,annual-sunspots,,4,0.015853613802703354,0.9841463861972967,-1.2082516117231679,1.6610715905263,0.4812300890398804,0.007752135341732934,4,,True,False,0.9920386472056894,1.363827862995696,0.0,44,0.8392358834499518,-1.7929314275957593,0.09421949244062706,4.0,True,12,44,sunspots_1756,3,1.0000000000000009,1.2082516117231676,0.3812032933938318,dual persistent load below admissibility threshold,True,1.2029235023291096e-16
4.0,0.3333333333333333,0.016036052765288075,0.9839639472347118,annual-sunspots,,4,0.016036052765288075,0.9839639472347118,-1.210292310782281,1.662166922381164,0.5086301744744114,0.008289348749831515,4,,True,False,0.9924154022701553,1.3629435139093333,0.0,45,0.8427203659906237,-1.7878817094385966,0.09507973056146364,4.0,True,12,45,sunspots_1757,3,1.0000000000000004,1.2102923107822823,0.37160362175011113,dual persistent load below admissibility threshold,True,1.3660436332046158e-16
4.0,0.3333333333333333,0.015589616738794448,0.9844103832612056,annual-sunspots,,4,0.015589616738794448,0.9844103832612056,-1.2122096675987784,1.6619576746077525,0.4720821362534918,0.007476129568079201,4,,True,False,0.9911823086655849,1.3589258433198945,0.0,46,0.8576942481886478,-1.8003407474054736,0.09878246106417911,4.0,True,12,46,sunspots_1758,3,1.0000000000000002,1.2122096675987786,0.43215885590675246,dual persistent load below admissibility threshold,True,1.6179919320406884e-16
4.0,0.3333333333333333,0.020022443978832564,0.9799775560211675,annual-sunspots,,4,0.020022443978832564,0.9799775560211675,-1.2150154574860537,1.6596487570347587,0.5534536007214658,0.011307905622166468,4,,True,False,0.9915984918357141,1.354472648321492,0.0,47,0.8498814132187842,-1.6896990421418239,0.10654755486393104,4.0,True,12,47,sunspots_1759,3,1.0,1.215015457486054,0.26775136771961616,dual persistent load below admissibility threshold,True,2.296307434662268e-16
4.0,0.3333333333333333,0.019019166001537552,0.9809808339984624,annual-sunspots,,4,0.019019166001537552,0.9809808339984624,-1.2141897918931452,1.6485262386498951,0.6065656446489524,0.011760038816850263,4,,True,False,0.9906684629791326,1.3450475089876122,0.0,48,0.8473055108214121,-1.7124690533727602,0.1039334672654217,4.0,True,12,48,sunspots_1760,3,1.0000000000000004,1.214189791893146,0.33342848947368836,dual persistent load below admissibility threshold,True,1.3496501553629943e-16
4.0,0.3333333333333333,0.013454413000255697,0.9865455869997443,annual-sunspots,,4,0.013454413000255697,0.9865455869997443,-1.2102590148350147,1.6349563404475254,0.7241100237701386,0.009875342250586682,4,,True,False,0.9882502980567046,1.3350415662693726,0.0,49,0.8044607285575169,-1.8652524034691818,0.07594438768972937,4.0,True,12,49,sunspots_1761,3,1.0,1.2102590148350145,0.34142960974010483,dual persistent load below admissibility threshold,True,2.444002323051935e-16
4.0,0.3333333333333333,0.011040500184881136,0.9889594998151189,annual-sunspots,,4,0.011040500184881136,0.9889594998151189,-1.2068978797598742,1.6321433650077415,0.824879845242944,0.009208755349043082,4,,True,False,0.985552618199851,1.3328080143623553,0.0,50,0.7932524070688285,-1.9521897572406914,0.06649624518116698,4.0,True,12,50,sunspots_1762,3,1.0000000000000004,1.2068978797598733,0.3927719789325673,dual persistent load below admissibility threshold,True,2.287932127532776e-16
4.0,0.3333333333333333,0.009634957268207716,0.9903650427317923,annual-sunspots,,4,0.009634957268207716,0.9903650427317923,-1.2137591510290564,1.660285481128251,0.4836977153931996,0.004705746484839624,4,,True,False,0.9891128465470126,1.3529946999181286,0.0,51,0.8404559417938254,-2.0119455096337235,0.07594397623017726,4.0,True,12,51,sunspots_1763,3,1.0000000000000007,1.2137591510290568,0.46233704119590746,dual persistent load below admissibility threshold,True,2.227253895781239e-16
4.0,0.3333333333333333,0.01945804480707248,0.9805419551929275,annual-sunspots,,4,0.01945804480707248,0.9805419551929275,-1.2163123128676943,1.6686743133076405,0.47411226251003924,0.00940836605577751,4,,True,False,0.9910004011319661,1.3595660393732758,0.0,52,0.8481952219509068,-1.7023669817582978,0.10424182907783763,4.0,True,12,52,sunspots_1764,3,1.0000000000000009,1.2163123128676938,0.2763848418536149,dual persistent load below admissibility threshold,True,2.342343266260318e-16
4.0,0.3333333333333333,0.02364341460851359,0.9763565853914864,annual-sunspots,,4,0.02364341460851359,0.9763565853914864,-1.217075597736436,1.6678998722870018,0.480213356235871,0.011628828700405606,4,,True,False,0.9918167312646343,1.3592015175433925,0.0,53,0.8627034578641801,-1.6158982618282312,0.12177442464960739,4.0,True,12,53,sunspots_1765,3,0.9999999999999999,1.2170755977364365,0.32429253059740165,dual persistent load below admissibility threshold,True,2.223573442810667e-16
4.0,0.3333333333333333,0.01894868414526039,0.9810513158547396,annual-sunspots,,4,0.01894868414526039,0.9810513158547396,-1.213891604451123,1.664020779468066,0.44947239670813754,0.008681411807511138,4,,True,False,0.9912842896220774,1.3588673405787564,0.0,54,0.8418681048788278,-1.7141126680066645,0.10285161917083378,4.0,True,12,54,sunspots_1766,3,1.0000000000000002,1.2138916044511223,0.3584793795730877,dual persistent load below admissibility threshold,True,1.4839517278270503e-16
4.0,0.3333333333333333,0.015502338553097017,0.984497661446903,annual-sunspots,,4,0.015502338553097017,0.984497661446903,-1.210512775549371,1.6711681922665984,0.39131085344868133,0.006161754940836861,4,,True,False,0.9897275431766895,1.3663640917927604,0.0,55,0.8215923190124224,-1.8028174717178977,0.08719760525198757,4.0,True,12,55,sunspots_1767,3,1.0000000000000009,1.2105127755493708,0.36586791011203107,dual persistent load below admissibility threshold,True,1.267351595727982e-16
4.0,0.3333333333333333,0.020112237776023306,0.9798877622239767,annual-sunspots,,4,0.020112237776023306,0.9798877622239767,-1.2149248423224406,1.6897728227082305,0.4182087795643138,0.00858375289382932,4,,True,False,0.9903259575427493,1.377390461025832,0.0,56,0.830667316826354,-1.6877159390175354,0.10155904273587206,4.0,True,12,56,sunspots_1768,3,1.0000000000000004,1.2149248423224404,0.30652854251841316,dual persistent load below admissibility threshold,True,2.3621239183429814e-16
4.0,0.3333333333333333,0.017886463899688156,0.9821135361003118,annual-sunspots,,4,0.017886463899688156,0.9821135361003118,-1.2182740642497527,1.7197882614274924,0.45926035077358,0.008364148728961959,4,,True,False,0.9903854755217741,1.398087150562089,0.0,57,0.8332694984974269,-1.7396372064651926,0.09284050940073113,4.0,True,12,57,sunspots_1769,3,1.000000000000001,1.2182740642497525,0.2384397374351657,dual persistent load below admissibility threshold,True,4.780965424314676e-16
