active_rank,alpha,beta,carrier_id,depth,depth_over_gap,depth_over_mean_abs_eigenvalue,depth_over_rms_norm,depth_over_spectral_norm,dual_load_min,formation_depth,formation_eigenvalue,formation_gap,gram_rebuild_residual,lambda_keep,lambda_up,log10_dual_margin,log10_y_margin,parent_k_mean_abs_eigenvalue,parent_k_rms_norm,parent_k_spectral_norm,parent_k_spectral_range,parent_lambda0,parent_y_density,parent_y_min,persistence_rank,reason,state_index,success,successor_y_density,successor_y_min,terminal,unitarity_residual,y_density_ratio
4,0.010611013709374464,0.9893889862906255,annual-sunspots,1,0.7382222616672409,1.2578801448324433,1.2151672726985663,0.9902278747705056,0.009541459227338966,1.2116420037303162,-1.2116420037303162,1.641297027529187,0.0,0.8896619051891461,0.009541459227338966,7.979614798804563,7.93075408202089,0.9632412187344874,0.9970989434562195,1.2235991680310205,2.4235974303167978,-1.2235991680310205,0.3218210452409736,0.08526171853166087,4,,5,True,0.023056358243549006,0.01511593037424359,False,3.1063137656447583e-16,0.07164341358187074
4,0.00024180749722375845,0.9997581925027762,annual-sunspots,2,0.7378881060753074,1.6646949857526248,1.5367344289208535,0.9976394540624577,0.00028859028688733276,1.2087818671206547,-1.2087818671206547,1.6381641839301972,0.0,1.1931826221473718,0.00028859028688733276,6.460281709909862,7.179434882838027,0.7261281360646092,0.7865912576511361,1.211642003730316,1.9536280229092602,-1.211642003730316,0.023056358243549006,0.01511593037424359,4,,5,True,0.0007986985014454768,0.0004563432221558784,False,1.6232194011502192e-16,0.03464113859650608
4,2.227285887662044e-07,0.9999997772714112,annual-sunspots,3,0.7374750253645358,1.663214757679942,1.5354332611924375,0.9971431189907926,2.6910428057470493e-07,1.2053285211602034,-1.2053285211602034,1.6343991046536206,0.0,1.208215892392529,2.6910428057470493e-07,3.429920606032755,5.659291604549167,0.7246980677597792,0.7850087344233572,1.2087818671206547,1.95054206182326,-1.2087818671206547,0.0007986985014454768,0.0004563432221558784,4,,5,True,1.0242914060288381e-06,4.3058460039399716e-07,False,2.2324836653318665e-16,0.001282450642107235
0,nan,nan,annual-sunspots,4,nan,nan,nan,nan,2.44621845483858e-13,nan,nan,nan,nan,1.2053279856937387,2.44621845483858e-13,-2.611504761733684,2.6340584934774713,0.7229713947795532,0.7830979895635027,1.2053285211602034,1.9468000129724408,-1.2053285211602034,1.0242914060288381e-06,4.3058460039399716e-07,4,dual persistent load below admissibility threshold,5,False,nan,nan,True,nan,nan
4,0.010404941847149424,0.9895950581528505,annual-sunspots,1,0.753860999597006,1.254559166202398,1.2146733091605877,0.9932869653395502,0.009392187729191013,1.216862696712179,-1.216862696712179,1.6141738296087491,0.0,0.8932738595360448,0.009392187729191013,7.9727667645825155,7.928733660561998,0.9699524179442826,1.0018024497081477,1.2250867465035147,2.425086353544932,-1.2250867465035147,0.32407477303987997,0.08486598584444546,4,,6,True,0.023911507146521106,0.014896532406410395,False,1.2575699811246904e-16,0.07378392005717337
4,0.00023689075452309447,0.9997631092454768,annual-sunspots,2,0.7535896219030114,1.6314386374840288,1.5142841522188437,0.9972273128515173,0.00028400090381757825,1.2134887171515367,-1.2134887171515367,1.6102779044211881,0.0,1.1985846691264896,0.00028400090381757825,6.453319722168032,7.173085185726027,0.7438151146297197,0.8013613002377666,1.2168626967121785,1.9411688344473617,-1.2168626967121785,0.023911507146521106,0.014896532406410395,4,,6,True,0.0008313883958026864,0.00044537688996320885,False,2.7729698234537354e-16,0.034769384911968855
4,2.1765478404664892e-07,0.9999997823452159,annual-sunspots,3,0.7531878601428038,1.6294522640558233,1.51272899999214,0.9965171790751366,2.6400073080917845e-07,1.2092623532553561,-1.2092623532553561,1.6055255497958782,0.0,1.2129330145648183,2.6400073080917845e-07,3.4216051290893548,5.648727678297834,0.7421281248493992,0.799391267875237,1.2134887171515372,1.9356668050247245,-1.2134887171515372,0.0008313883958026864,0.00044537688996320885,4,,6,True,1.055589065933058e-06,4.1564499518767026e-07,False,5.06834735935316e-17,0.0012696701941743017
0,nan,nan,annual-sunspots,4,nan,nan,nan,nan,2.4936520194555413e-13,nan,nan,nan,nan,1.2092618309979124,2.4936520194555413e-13,-2.603164150927378,2.6187225554972087,0.7400149429013083,0.7969135297533765,1.209262353255356,1.9287388035081592,-1.209262353255356,1.055589065933058e-06,4.1564499518767026e-07,4,dual persistent load below admissibility threshold,6,False,nan,nan,True,nan,nan
4,0.01579227524183828,0.9842077247581617,annual-sunspots,1,0.7579607530781846,1.241783018486113,1.2049187356810238,0.9927206179250931,0.012925704252521765,1.2148576087651282,-1.2148576087651282,1.6027975113901631,0.0,0.805557006729988,0.012925704252521765,8.111454214795131,7.913054042627895,0.9783171380827785,1.0082485837341444,1.2237658680891794,2.423762662224071,-1.2237658680891794,0.3251090898840419,0.08185666423880945,4,,7,True,0.02968846912739489,0.019127398845139098,False,2.2205477888045956e-16,0.09131848370645067
4,0.000376828572966574,0.9996231714270335,annual-sunspots,2,0.7579707485749639,1.5777008356230344,1.473580178640431,0.9991613925204835,0.00044926282683228934,1.21383882008787,-1.21383882008787,1.6014322747546246,0.0,1.1917714419235492,0.00044926282683228934,6.6525004854314504,7.28165591388451,0.7693719827488871,0.8237344921453774,1.214857608765128,1.966724521959832,-1.214857608765128,0.02968846912739489,0.019127398845139098,4,,7,True,0.0012636853344326184,0.0007149367677227239,False,2.220503420641432e-16,0.04256485334457879
4,5.294349378350619e-07,0.9999994705650622,annual-sunspots,3,0.7579473624549683,1.577156248889897,1.4731151858184484,0.9989929600052815,6.421835790011751e-07,1.2126164358488996,-1.2126164358488996,1.5998689301078535,0.0,1.2129596917663472,6.421835790011751e-07,3.8076591962159165,5.854267632509513,0.7688625884102582,0.8231647107589769,1.21383882008787,1.9650349744743896,-1.21383882008787,0.0012636853344326184,0.0007149367677227239,4,,7,True,2.385477486821825e-06,1.0390829607264628e-06,False,2.623391991278094e-16,0.0018877147829628644
0,nan,nan,annual-sunspots,4,nan,nan,nan,nan,1.378305496234818e-12,nan,nan,nan,nan,1.2126151553841378,1.378305496234818e-12,-1.8606545120187825,3.016650223156196,0.7682513962907728,0.8224729425766806,1.2126164358488993,1.9629333641896736,-1.2126164358488993,2.385477486821825e-06,1.0390829607264628e-06,4,dual persistent load below admissibility threshold,7,False,nan,nan,True,nan,nan
4,0.033964996084874986,0.966035003915125,annual-sunspots,1,0.7463768594315863,1.2151216826114866,1.1849698616938096,0.9938486492907299,0.02435364913315495,1.2142422197325389,-1.2142422197325389,1.6268486949840084,0.0,0.6926683423399993,0.02435364913315495,8.386564044797243,7.902028740851122,0.9992762347248568,1.0247030401236426,1.2217576797021308,2.4217576291139267,-1.2217576797021308,0.33380663207015787,0.07980474989116337,4,,8,True,0.04744717821673729,0.03440671070811654,False,2.2352864147641216e-16,0.14213971101318643
4,0.0012001721144612573,0.9987998278855387,annual-sunspots,2,0.7463508460657609,1.4810783895732718,1.399416220530919,0.9996289389773636,0.0014102043441240942,1.2137916617727567,-1.2137916617727567,1.6263017161044522,0.0,1.1735915534305246,0.0014102043441240942,7.149282048184037,7.5366431559224205,0.8195323558278872,0.86735571873839,1.2142422197325389,2.064696671017796,-1.2142422197325389,0.04744717821673729,0.03440671070811654,4,,8,True,0.0032555667454779516,0.002226709537436209,False,1.5152233962438382e-16,0.06861454922791446
4,5.035964358120325e-06,0.9999949640356419,annual-sunspots,3,0.7463093580290151,1.480852898717374,1.3992234427578407,0.9995729068677347,6.098969340904213e-06,1.2132732596900127,-1.2132732596900127,1.6256975028348002,0.0,1.2110766067829006,6.098969340904213e-06,4.7852564501949555,6.347663569294543,0.8193070768479958,0.8671047258175406,1.2137916617727567,2.0642386932911605,-1.2137916617727567,0.0032555667454779516,0.002226709537436209,4,,8,True,1.6483734986727202e-05,9.949814724524259e-06,False,1.1885151293171113e-16,0.0050632459032282
4,1.00830468429317e-10,0.9999999998991695,annual-sunspots,4,0.7462413514057824,1.4804831925360675,1.398901959856026,0.9994340552134865,1.223336847824713e-10,1.2125866140140742,-1.2125866140140742,1.6249255173675146,nan,1.2132610973229117,1.223336847824713e-10,0.08754605720710301,3.9978149938245293,0.8190478758066233,0.8668131497498744,1.213273259690012,2.063711177299944,-1.213273259690012,1.6483734986727202e-05,9.949814724524259e-06,4,numerical successor admissibility boundary: reduced closure requires Y positive definite,8,False,nan,nan,True,nan,nan
4,0.03167405141102868,0.9683259485889713,annual-sunspots,1,0.7373370709044392,1.2261345674701083,1.1990565176206374,0.9937605403914174,0.01654662008139037,1.2124353086086324,-1.2124353086086324,1.6443433491298949,0.0,0.5058563989283267,0.01654662008139037,8.21870929539811,7.891189086087226,0.9888272794643237,1.0111577651189816,1.2200477472481293,2.420031547909075,-1.2200477472481293,0.3222808791160698,0.07783753716421672,4,,9,True,0.04647372820257309,0.032314487188562745,False,2.944071325785934e-16,0.1442025612255933
4,0.001070187988687822,0.9989298120113121,annual-sunspots,2,0.7372118330449767,1.4638870669572814,1.3868519315397276,0.9990385803110343,0.001257840940630463,1.2112696494313386,-1.2112696494313386,1.64304151824085,0.0,1.174087943095617,0.001257840940630463,7.099625726185606,7.509397268321678,0.8274338074104219,0.8733950769254423,1.2124353086086321,2.1082456320321863,-1.2124353086086321,0.04647372820257309,0.032314487188562745,4,,9,True,0.003091835122273128,0.0019830624921654294,False,2.5057653512847744e-16,0.06652866558921658
4,4.0477301740985495e-06,0.9999959522698258,annual-sunspots,3,0.737044429255724,1.463245796868496,1.386307849942169,0.9988578666214666,4.8930977329933516e-06,1.2098862179343186,-1.2098862179343186,1.6415377009986707,0.0,1.2088448875285336,4.8930977329933516e-06,4.689583890290047,6.297336400324805,0.8268509778217752,0.8727399314551887,1.2112696494313386,2.106884881785133,-1.2112696494313386,0.003091835122273128,0.0019830624921654294,4,,9,True,1.4801836619987102e-05,7.948694330374006e-06,False,2.6147594365658595e-16,0.004787395198843831
0,nan,nan,annual-sunspots,4,nan,nan,nan,nan,7.941753682928302e-11,nan,nan,nan,nan,1.2098764705962366,7.941753682928302e-11,-0.10008358690244887,3.9002957963692713,0.8261592620732654,0.871958101063851,1.2098862179343188,2.105257272712484,-1.2098862179343188,1.4801836619987102e-05,7.948694330374006e-06,4,dual persistent load below admissibility threshold,9,False,nan,nan,True,nan,nan
4,0.032462800289900846,0.9675371997100992,annual-sunspots,1,0.7302061559361165,1.2262380909702013,1.2009404285571927,0.9916627019213957,0.015377486228168164,1.2091824862614384,-1.2091824862614384,1.6559467164602022,0.0,0.45831813124301124,0.015377486228168164,8.186885346748737,7.880104459588532,0.9860911149030867,1.006863002950236,1.2193485586566757,2.419348190561747,-1.2193485586566757,0.31731206447081184,0.07587600554317481,4,,10,True,0.04683806930834221,0.032857687338516815,False,2.2313447166770734e-16,0.14760885119970168
4,0.001110199088015359,0.9988898009119848,annual-sunspots,2,0.7300206995211109,1.4574396761844792,1.3836407202604095,0.9987830897311607,0.0013006762161132661,1.2077110196770062,-1.2077110196770062,1.6543517471069755,0.0,1.1702695674943302,0.0013006762161132661,7.114169198901168,7.516636992712375,0.8286524920460152,0.8728501568309638,1.2091824862614384,2.1098132402501637,-1.2091824862614384,0.04683806930834221,0.032857687338516815,4,,10,True,0.0031546573302338437,0.0020515920106000986,False,2.812039904464402e-16,0.0673524203029431
4,4.3499144164869595e-06,0.9999956500855836,annual-sunspots,3,0.7297844732382367,1.4566339470723495,1.3829553836694723,0.9985597850000746,5.2425672119249364e-06,1.2059716561508922,-1.2059716561508922,1.6525038561038352,0.0,1.2052063340225854,5.2425672119249364e-06,4.719544007011679,6.312090999148324,0.8279167587537989,0.8720249911107186,1.2077110196770062,2.108165294022091,-1.2077110196770062,0.0031546573302338437,0.0020515920106000986,4,,10,True,1.5502271569489635e-05,8.523914817039165e-06,False,2.440965629916221e-16,0.004914090484857988
0,nan,nan,annual-sunspots,4,nan,nan,nan,nan,9.150377636537535e-11,nan,nan,nan,nan,1.2059612175617926,9.150377636537535e-11,-0.03856098220894922,3.9306391009817827,0.8270470769907415,0.8710460803571377,1.2059716561508915,2.106205018706277,-1.2059716561508915,1.5502271569489635e-05,8.523914817039165e-06,4,dual persistent load below admissibility threshold,10,False,nan,nan,True,nan,nan
4,0.029684792873506283,0.9703152071264938,annual-sunspots,1,0.720956242305101,1.2079882389885872,1.1823357871658309,0.9886909600802481,0.012952398294910857,1.2055097495431286,-1.2055097495431286,1.6720983588251805,0.0,0.4233787005981823,0.012952398294910857,8.112350190796455,7.868242167860248,0.9979482503509026,1.0196001530435341,1.2192988488994398,2.419278669455409,-1.2192988488994398,0.3242355443658766,0.07383158092002305,4,,11,True,0.043561078602709316,0.030330108174978887,False,2.3183955885625855e-16,0.13435010244760137
4,0.0009520798501921,0.9990479201498079,annual-sunspots,2,0.7206916404463971,1.4641922889259575,1.3927530860007835,0.9983815035997233,0.001114548048829527,1.2035586363529946,-1.2035586363529946,1.6700049907717942,0.0,1.1695310113594974,0.001114548048829527,7.047098795913356,7.481873959262613,0.8219949288463008,0.8641579390134035,1.2055097495431286,2.0861855927887447,-1.2055097495431286,0.043561078602709316,0.030330108174978887,4,,11,True,0.0027394412062424225,0.0017625795953144932,False,2.363256148574791e-16,0.0628873594069372
4,3.236285485209316e-06,0.9999967637145147,annual-sunspots,3,0.7203578676951559,1.463096763785799,1.3918157345394464,0.9980658609090959,3.888110501252457e-06,1.2012307865462293,-1.2012307865462293,1.667547257295413,0.0,1.2014075816198901,3.888110501252457e-06,4.589738599207486,6.246148738160086,0.8210193722512344,0.8630673994670122,1.2035586363529949,2.0840820837569054,-1.2035586363529949,0.0027394412062424225,0.0017625795953144932,4,,11,True,1.1666551263822391e-05,6.32066128735966e-06,False,2.38187910285094e-16,0.004258733948090426
0,nan,nan,annual-sunspots,4,nan,nan,nan,nan,5.067249880579649e-11,nan,nan,nan,nan,1.201223048617616,5.067249880579649e-11,-0.2952276788786454,3.80076251790694,0.8198554473478513,0.861763491513765,1.2012307865462288,2.081562454855741,-1.2012307865462288,1.1666551263822391e-05,6.32066128735966e-06,4,dual persistent load below admissibility threshold,11,False,nan,nan,True,nan,nan
4,0.019719720281596947,0.980280279718403,annual-sunspots,1,0.718824112010263,1.2542860459751122,1.2236294681935205,0.9870842617724925,0.007505140714901207,1.2047310849936963,-1.2047310849936963,1.6759747827942864,0.0,0.3730854867244361,0.007505140714901207,7.87535883930177,7.861435777382352,0.9604914994148,0.9845554690442979,1.2204946747204526,2.420457263366205,-1.2204946747204526,0.29975273397072133,0.07268349083434215,4,,12,True,0.03201513359700861,0.02163858322853617,False,4.470664320179194e-16,0.1068051429353626
4,0.0004931025992740186,0.9995068974007261,annual-sunspots,2,0.7183856119893537,1.5377937272500442,1.4524429216972214,0.9974837359103518,0.0005815053974241589,1.2016996634268433,-1.2016996634268433,1.6727780225150892,0.0,1.1786972051189943,0.0005815053974241589,6.764553750123195,7.3352288222306745,0.7814439883142064,0.8273644667720386,1.2047310849936959,2.0124523098740963,-1.2047310849936959,0.03201513359700861,0.02163858322853617,4,,12,True,0.0015042751785547834,0.0009208184329921197,False,2.296509849177879e-16,0.046986378301271184
4,9.028037869373109e-07,0.9999990971962132,annual-sunspots,3,0.7178334621122842,1.5360261472384849,1.4509276478618078,0.996913175328423,1.0838782636839138e-06,1.197990227257952,-1.197990227257952,1.6688971613732897,0.0,1.20056794271043,1.0838782636839138e-06,4.034980506944767,5.964174004438673,0.7799282775307801,0.825671927213874,1.2016996634268435,2.009217936553087,-1.2016996634268435,0.0015042751785547834,0.0009208184329921197,4,,12,True,3.5184843520962956e-06,1.7474898844797198e-06,False,2.7058610631618665e-16,0.002338989835275114
0,nan,nan,annual-sunspots,4,nan,nan,nan,nan,3.9843495702767695e-12,nan,nan,nan,nan,1.197988072571831,3.9843495702767695e-12,-1.399642565383336,3.242414670467874,0.7780735594463344,0.8236007298578879,1.197990227257952,2.0052491639813166,-1.197990227257952,3.5184843520962956e-06,1.7474898844797198e-06,4,dual persistent load below admissibility threshold,12,False,nan,nan,True,nan,nan
4,0.019893520982039854,0.9801064790179601,annual-sunspots,1,0.7147227002589356,1.2724962942014377,1.240355023020546,0.988593790557475,0.00853887002845458,1.210452660180931,-1.210452660180931,1.6935976144907643,0.0,0.42068982388468373,0.00853887002845458,7.931400403139128,7.84784394069375,0.9512425817637115,0.9758920935662467,1.2244186355837297,2.4243413325797514,-1.2244186355837297,0.29154471356818834,0.07044398901693323,4,,13,True,0.030871680961358314,0.02160592628826842,False,4.975075284589631e-17,0.10589003855882932
4,0.0004885498466175147,0.9995114501533826,annual-sunspots,2,0.7142851810746326,1.559962078333637,1.4708789499472923,0.9977854732317144,0.0005789200097782107,1.207772080363218,-1.207772080363218,1.690882174744464,0.0,1.1843974212712105,0.0005789200097782107,6.762618560770943,7.334572890099237,0.7742316926404833,0.8211226902162801,1.2104526601809311,1.994818024180833,-1.2104526601809311,0.030871680961358314,0.02160592628826842,4,,13,True,0.0014188505092340626,0.000915164660534679,False,2.703994419614169e-16,0.04595961298673757
4,8.853845222061428e-07,0.9999991146154777,annual-sunspots,3,0.7137475949737493,1.5584398953899208,1.4696118446515987,0.9972947846737849,1.068345540460976e-06,1.2045047968208453,-1.2045047968208453,1.6875780812475387,0.0,1.2066447602927814,1.068345540460976e-06,4.028711741498251,5.961499241310063,0.7728914027316266,0.8196074366196998,1.2077720803632186,1.9916589810021925,-1.2077720803632186,0.0014188505092340626,0.000915164660534679,4,,13,True,3.157055466395062e-06,1.7197609672960162e-06,False,2.165764280869456e-16,0.002225079700679202
