active_rank,active_runtime_radius,active_threshold,carrier_id,exact_rank_nonopen,formation_eligible,formation_operator_margin,formation_sign_clearance,formation_simplicity_clearance,persistent_rank,persistent_runtime_radius,persistent_threshold,state_index
4,1.4363908496657918e-10,1.4364004198398637e-10,annual-sunspots,True,True,0.7743557002290266,1.2242393994987038,1.5487114004580531,4,9.99999993922529e-09,0.99999999,19
4,1.5285656345591064e-10,1.5285723792899448e-10,annual-sunspots,True,True,0.7860787736200193,1.2230286547190423,1.5721575472400386,4,9.999999384113778e-09,0.99999999,20
4,1.454455298681311e-10,1.4544615518866373e-10,annual-sunspots,True,True,0.7935212100980731,1.2188162109907537,1.5870424201961462,4,1.0000000494336803e-08,0.99999999,21
4,1.5953389268944407e-10,1.5953472179859477e-10,annual-sunspots,True,True,0.7975853834238202,1.2148186963482166,1.5951707668476405,4,9.99999905104687e-09,0.99999999,22
4,1.4903600614013377e-10,1.4903662999447013e-10,annual-sunspots,True,True,0.7900050318071038,1.2169840963571639,1.5800100636142076,4,9.99999949513608e-09,0.99999999,23
4,1.4178737607442557e-10,1.4178780957569204e-10,annual-sunspots,True,True,0.7847530663541252,1.2173157449764194,1.5695061327082505,4,1.0000000272292198e-08,0.99999999,24
4,1.2276799153642985e-10,1.2276870402371357e-10,annual-sunspots,True,True,0.7853367671822116,1.216460617246648,1.5706735343644231,4,1.0000000050247593e-08,0.99999999,25
4,1.3002409498658344e-10,1.3002477392826117e-10,annual-sunspots,True,True,0.7834251773738133,1.2180143421780953,1.5668503547476267,4,9.999999384113778e-09,0.99999999,26
4,1.2808981775861218e-10,1.280905710243594e-10,annual-sunspots,True,True,0.7754242306973937,1.2179924056973308,1.5508484613947875,4,9.999999384113778e-09,0.99999999,27
4,1.577890249335274e-10,1.577895668436386e-10,annual-sunspots,True,True,0.7906357993011832,1.2197481693751446,1.5812715986023664,4,1.0000000050247593e-08,0.99999999,28
4,1.792203877410788e-10,1.7922089126629447e-10,annual-sunspots,True,True,0.7907668602617302,1.2161549263145475,1.5815337205234603,4,9.999999828202988e-09,0.99999999,29
4,1.9126776742273074e-10,1.9126851526082587e-10,annual-sunspots,True,True,0.7934530345680209,1.2169948963875643,1.5869060691360417,4,9.999999717180685e-09,0.99999999,30
4,1.844105163040274e-10,1.8441111573195743e-10,annual-sunspots,True,True,0.7975374150189276,1.2143175595195053,1.5950748300378552,4,9.99999905104687e-09,0.99999999,31
4,1.9821765893896678e-10,1.98218654365736e-10,annual-sunspots,True,True,0.8013858673669179,1.2151427656933937,1.6027717347338357,4,9.99999949513608e-09,0.99999999,32
4,1.8641507832157239e-10,1.8641607010788553e-10,annual-sunspots,True,True,0.8055225951414452,1.2148711390276752,1.6110451902828904,4,1.0000000050247593e-08,0.99999999,33
4,1.8240678921514683e-10,1.824071634082457e-10,annual-sunspots,True,True,0.79365515104858,1.2173727872104414,1.58731030209716,4,9.999999828202988e-09,0.99999999,34
4,1.8575292710056758e-10,1.8575331350940905e-10,annual-sunspots,True,True,0.7811895096483897,1.2215520960660127,1.5623790192967795,4,9.999999273091476e-09,0.99999999,35
4,1.9782603391050136e-10,1.9782669265948914e-10,annual-sunspots,True,True,0.7710176375434586,1.2230087058601038,1.5420352750869173,4,9.999999384113778e-09,0.99999999,36
4,1.546195896724641e-10,1.5461998096352665e-10,annual-sunspots,True,True,0.7653891908545738,1.2199808981530769,1.5307783817091476,4,1.0000000272292198e-08,0.99999999,37
4,1.3472303514857906e-10,1.3472357591331772e-10,annual-sunspots,True,True,0.759988907134618,1.21671495577914,1.519977814269236,4,9.999999828202988e-09,0.99999999,38
4,1.4187315752716937e-10,1.4187355571840234e-10,annual-sunspots,True,True,0.7785192101546502,1.2159341186769208,1.5570384203093004,4,9.999998162868451e-09,0.99999999,39
4,1.8085013640920607e-10,1.80850569813885e-10,annual-sunspots,True,True,0.8158667337401198,1.210858669043572,1.6317334674802395,4,9.999999717180685e-09,0.99999999,40
4,2.1683042663182195e-10,2.1683116459546066e-10,annual-sunspots,True,True,0.8188515917846191,1.2153510678998443,1.6377031835692382,4,9.999999606158383e-09,0.99999999,41
4,2.340319524671819e-10,2.340328460652362e-10,annual-sunspots,True,True,0.8221641332818801,1.213462361398029,1.6443282665637602,4,9.999999273091476e-09,0.99999999,42
4,2.2147272354099785e-10,2.2147347394741387e-10,annual-sunspots,True,True,0.8306563488731711,1.209395249888134,1.6613126977463422,4,9.999999828202988e-09,0.99999999,43
4,2.0494855735196942e-10,2.049493403121007e-10,annual-sunspots,True,True,0.8305357902631505,1.2082516116231687,1.661071580526301,4,9.999999717180685e-09,0.99999999,44
4,2.033869926081988e-10,2.0338798555480718e-10,annual-sunspots,True,True,0.8310834561905819,1.2102923106822807,1.6621669123811638,4,1.0000000050247593e-08,0.99999999,45
4,2.1452120016479606e-10,2.1452177376659228e-10,annual-sunspots,True,True,0.830978832303876,1.212209667498778,1.661957664607752,4,9.999999606158383e-09,0.99999999,46
4,1.9618464815327104e-10,1.9618541140257962e-10,annual-sunspots,True,True,0.8298243735173796,1.215015457386054,1.6596487470347592,4,9.999999606158383e-09,0.99999999,47
4,2.0655719985875268e-10,2.065578722172838e-10,annual-sunspots,True,True,0.8242631143249477,1.2141897917931455,1.6485262286498954,4,9.99999993922529e-09,0.99999999,48
4,1.8027785488305797e-10,1.8027832844264201e-10,annual-sunspots,True,True,0.8174781652237626,1.2102590147350147,1.6349563304475252,4,9.999998829002266e-09,0.99999999,49
4,1.7663206943755555e-10,1.7663285440639212e-10,annual-sunspots,True,True,0.816071677503871,1.2068978796598746,1.632143355007742,4,9.999998940024568e-09,0.99999999,50
4,1.8244044985656384e-10,1.8244091566821352e-10,annual-sunspots,True,True,0.8301427355641255,1.2137591509290564,1.660285471128251,4,9.999999384113778e-09,0.99999999,51
4,1.956817093700357e-10,1.9568219717691874e-10,annual-sunspots,True,True,0.83433715165382,1.2163123127676938,1.66867430330764,4,1.0000000050247593e-08,0.99999999,52
4,2.2532131782022897e-10,2.25322108094377e-10,annual-sunspots,True,True,0.8339499311435008,1.2170755976364358,1.6678998622870016,4,9.99999949513608e-09,0.99999999,53
4,2.1341587945234375e-10,2.1341643638905133e-10,annual-sunspots,True,True,0.8320103847340331,1.2138916043511232,1.6640207694680662,4,9.999998829002266e-09,0.99999999,54
4,1.980748230598057e-10,1.9807552094003837e-10,annual-sunspots,True,True,0.8355840911332991,1.2105127754493707,1.6711681822665982,4,9.999999828202988e-09,0.99999999,55
4,2.052666139378792e-10,2.0526704379608248e-10,annual-sunspots,True,True,0.8448864063541155,1.214924842222441,1.689772812708231,4,9.999999606158383e-09,0.99999999,56
4,1.7884671043434306e-10,1.7884745115659386e-10,annual-sunspots,True,True,0.8598941257137462,1.2182740641497527,1.7197882514274925,4,1.0000000272292198e-08,0.99999999,57
4,1.4883781584939456e-10,1.4883882097244538e-10,annual-sunspots,True,True,0.7834703327217585,1.217854156943071,1.566940665443517,4,9.999999384113778e-09,0.99999999,58
4,1.321050554479767e-10,1.3210571326226063e-10,annual-sunspots,True,True,0.7866206378349052,1.2193112117245488,1.5732412756698104,4,1.0000000716381408e-08,0.99999999,59
4,1.632338887553988e-10,1.6323445216094626e-10,annual-sunspots,True,True,0.8019515401161286,1.220216967419713,1.6039030802322571,4,9.99999860695766e-09,0.99999999,60
4,1.6977835104814707e-10,1.6977882043467343e-10,annual-sunspots,True,True,0.815675748636854,1.2170682161667183,1.631351497273708,4,9.999999162069173e-09,0.99999999,61
4,1.747777971376698e-10,1.747785630092498e-10,annual-sunspots,True,True,0.8197699851248016,1.2169253480963933,1.6395399702496032,4,9.999998829002266e-09,0.99999999,62
4,1.9910036973726684e-10,1.991010195677931e-10,annual-sunspots,True,True,0.8218903012761134,1.213215822555126,1.6437806025522268,4,9.99999860695766e-09,0.99999999,63
4,1.8165817836469568e-10,1.8165924302130588e-10,annual-sunspots,True,True,0.8292500093528866,1.2123875719337551,1.6585000187057732,4,9.999998940024568e-09,0.99999999,64
4,1.9341723024427988e-10,1.93418293299402e-10,annual-sunspots,True,True,0.8207268771277992,1.214087423780104,1.6414537542555985,4,9.999999273091476e-09,0.99999999,65
4,1.055373119226082e-10,1.0553775967051595e-10,annual-sunspots,True,True,0.8130396684137247,1.217946695699926,1.6260793368274493,4,9.999999717180685e-09,0.99999999,66
4,9.999949149242282e-11,1e-10,annual-sunspots,True,True,0.7351708212722172,1.2179729520907585,1.4703416425444344,4,9.999999273091476e-09,0.99999999,67
4,9.999924466529659e-11,1e-10,annual-sunspots,True,True,0.7556441592297163,1.2285308160043662,1.5112883184594326,4,9.99999993922529e-09,0.99999999,68
4,9.999934620069161e-11,1e-10,annual-sunspots,True,True,0.7716188721933769,1.2280359333659134,1.5432377443867538,4,9.999999828202988e-09,0.99999999,69
4,9.999927906724492e-11,1e-10,annual-sunspots,True,True,0.775597989752316,1.2248503759292275,1.551195979504632,4,9.999998162868451e-09,0.99999999,70
4,1.0615674811335777e-10,1.0615757064567204e-10,annual-sunspots,True,True,0.7732404779796798,1.2220487399408047,1.5464809559593595,4,9.999999384113778e-09,0.99999999,71
4,1.1270058719883062e-10,1.1270169474102322e-10,annual-sunspots,True,True,0.7681399446781221,1.217050328526298,1.5362798893562442,4,1.0000000050247593e-08,0.99999999,72
4,1.1567783870548411e-10,1.1567871691900862e-10,annual-sunspots,True,True,0.7660512149838801,1.220317233391466,1.5321024299677601,4,9.999998717979963e-09,0.99999999,73
4,1.0665110435818719e-10,1.0665170716202195e-10,annual-sunspots,True,True,0.7604126736260296,1.2233041492423775,1.5208253472520592,4,9.999999828202988e-09,0.99999999,74
4,1.0060526957273549e-10,1.0060575606413568e-10,annual-sunspots,True,True,0.762589185973507,1.2234602811478006,1.525178371947014,4,1.0000000050247593e-08,0.99999999,75
4,9.999934339030473e-11,1e-10,annual-sunspots,True,True,0.7651533528583392,1.21777870410095,1.5303067057166784,4,9.99999860695766e-09,0.99999999,76
4,9.999931873374401e-11,1e-10,annual-sunspots,True,True,0.7754296191918124,1.2307323239505794,1.5508592383836248,4,9.999999273091476e-09,0.99999999,77
4,1.017922195289087e-10,1.0179274624087701e-10,annual-sunspots,True,True,0.7706728774176846,1.2316444158903055,1.5413457548353693,4,9.999999384113778e-09,0.99999999,78
4,1.2945564391456672e-10,1.294564350583152e-10,annual-sunspots,True,True,0.778365963857419,1.2281070267132261,1.556731927714838,4,9.99999905104687e-09,0.99999999,79
4,1.2052540148333897e-10,1.2052618052896072e-10,annual-sunspots,True,True,0.7797799194894333,1.2239546464669968,1.5595598389788665,4,9.999999162069173e-09,0.99999999,80
4,1.4086586573374613e-10,1.4086660128955473e-10,annual-sunspots,True,True,0.7776347983095678,1.2245325911479685,1.5552695966191357,4,9.99999993922529e-09,0.99999999,81
4,1.8659311087411587e-10,1.86593900602376e-10,annual-sunspots,True,True,0.7701870871355793,1.2286077586353596,1.5403741742711585,4,9.999999606158383e-09,0.99999999,82
4,1.5948580076685721e-10,1.5948636161699787e-10,annual-sunspots,True,True,0.7667000617369546,1.2307575756205036,1.5334001234739092,4,1.0000000938426012e-08,0.99999999,83
4,1.1566969512612488e-10,1.1567007229883602e-10,annual-sunspots,True,True,0.7677770415095221,1.2292849306024123,1.5355540830190442,4,1.0000000050247593e-08,0.99999999,84
4,1.2534511704530952e-10,1.2534572644898468e-10,annual-sunspots,True,True,0.7861772678106429,1.2288631861177384,1.5723545356212858,4,9.999999717180685e-09,0.99999999,85
4,1.553398436062535e-10,1.5534056521964128e-10,annual-sunspots,True,True,0.7788818359482764,1.230468083095999,1.5577636718965528,4,9.99999949513608e-09,0.99999999,86
4,1.6537881406224247e-10,1.6537921195269733e-10,annual-sunspots,True,True,0.7635483218834508,1.229695613421601,1.5270966437669016,4,9.999999717180685e-09,0.99999999,87
4,1.414102006490024e-10,1.414106135079574e-10,annual-sunspots,True,True,0.7630805873231561,1.2269070922788807,1.5261611746463122,4,9.999999384113778e-09,0.99999999,88
4,1.6727696178781898e-10,1.6727733834979386e-10,annual-sunspots,True,True,0.7709831422021841,1.2237367871114462,1.5419662844043682,4,9.999999606158383e-09,0.99999999,89
4,1.9198981365657662e-10,1.9199038379540702e-10,annual-sunspots,True,True,0.799694356481794,1.218189998049592,1.599388712963588,4,1.0000000272292198e-08,0.99999999,90
4,1.9763529677702938e-10,1.9763580169137718e-10,annual-sunspots,True,True,0.8277887201285351,1.2115725369047798,1.6555774402570702,4,9.999998051846148e-09,0.99999999,91
4,2.1119995674893797e-10,2.1120055659026775e-10,annual-sunspots,True,True,0.8446078215044273,1.2082003848075873,1.6892156430088545,4,1.0000000050247593e-08,0.99999999,92
4,2.194700430417609e-10,2.1947082483550435e-10,annual-sunspots,True,True,0.8590727562115279,1.208049202770085,1.7181455124230558,4,9.999999717180685e-09,0.99999999,93
4,2.3168273474232833e-10,2.3168328996363964e-10,annual-sunspots,True,True,0.8604075091535268,1.215585784758933,1.7208150183070536,4,9.999999828202988e-09,0.99999999,94
4,2.2407594931169584e-10,2.2407645483299807e-10,annual-sunspots,True,True,0.8615975598888466,1.219562075185496,1.7231951197776931,4,9.999999717180685e-09,0.99999999,95
4,2.258035464089161e-10,2.2580418203023336e-10,annual-sunspots,True,True,0.8590948508773648,1.2120459966716988,1.7181897017547296,4,9.99999905104687e-09,0.99999999,96
4,2.203089899095302e-10,2.2030962398610942e-10,annual-sunspots,True,True,0.8568022063934767,1.2055001146352566,1.7136044127869534,4,9.999999384113778e-09,0.99999999,97
4,2.169560638486049e-10,2.169567023225339e-10,annual-sunspots,True,True,0.853308987380363,1.2009819203695296,1.706617974760726,4,9.999999606158383e-09,0.99999999,98
4,2.197227646209729e-10,2.1972344158965568e-10,annual-sunspots,True,True,0.8503640778235678,1.2043365587894066,1.7007281556471356,4,9.99999949513608e-09,0.99999999,99
4,2.2519856207918377e-10,2.2519904452015593e-10,annual-sunspots,True,True,0.8471828787751858,1.2139428454741443,1.6943657575503717,4,9.999998940024568e-09,0.99999999,100
4,2.3815469758657783e-10,2.381551363812408e-10,annual-sunspots,True,True,0.8440621378072218,1.2200055485808883,1.6881242756144437,4,1.0000000272292198e-08,0.99999999,101
4,2.2881400392861775e-10,2.2881464550852582e-10,annual-sunspots,True,True,0.8404733391065088,1.2202837288353963,1.6809466782130176,4,9.999999717180685e-09,0.99999999,102
4,2.1871750911975494e-10,2.187178203351158e-10,annual-sunspots,True,True,0.8421219738038095,1.2187778992795408,1.684243947607619,4,9.999999828202988e-09,0.99999999,103
4,2.0133193641009443e-10,2.0133254457815322e-10,annual-sunspots,True,True,0.8453489353430337,1.2165593301639486,1.6906978706860674,4,1.0000000494336803e-08,0.99999999,104
4,2.0345477800399566e-10,2.03455245093012e-10,annual-sunspots,True,True,0.8467876829228387,1.2117018567592956,1.6935753658456774,4,9.99999949513608e-09,0.99999999,105
4,2.1213738745425053e-10,2.1213794974087073e-10,annual-sunspots,True,True,0.8499043166400572,1.2184659217271587,1.6998086332801143,4,9.999999717180685e-09,0.99999999,106
4,2.251829278373579e-10,2.2518360438395757e-10,annual-sunspots,True,True,0.8530522040889252,1.2205815617220437,1.7061044081778505,4,9.99999949513608e-09,0.99999999,107
4,2.2984077511887314e-10,2.298412272838664e-10,annual-sunspots,True,True,0.8560116425297171,1.2185878207480954,1.7120232850594341,4,9.999999717180685e-09,0.99999999,108
4,2.3068623564654865e-10,2.3068686523742208e-10,annual-sunspots,True,True,0.8591587203026516,1.2136856141343497,1.7183174406053032,4,1.0000000494336803e-08,0.99999999,109
4,2.3111843655509294e-10,2.3111889251803993e-10,annual-sunspots,True,True,0.8646049398277464,1.2068040105418232,1.7292098796554929,4,9.99999949513608e-09,0.99999999,110
4,2.2529214849309278e-10,2.252926056038546e-10,annual-sunspots,True,True,0.864171191503001,1.2038329946109825,1.728342383006002,4,9.999999717180685e-09,0.99999999,111
4,2.219889804423208e-10,2.2198936356431688e-10,annual-sunspots,True,True,0.8612004589003607,1.2056954837005236,1.7224009178007214,4,9.999999273091476e-09,0.99999999,112
4,2.2536980190451988e-10,2.2537030731532582e-10,annual-sunspots,True,True,0.8632140908931734,1.2121842720510703,1.7264281817863467,4,9.99999993922529e-09,0.99999999,113
4,2.2021229736522938e-10,2.202127628282837e-10,annual-sunspots,True,True,0.8660005196201517,1.22098258682089,1.7320010392403034,4,9.999999273091476e-09,0.99999999,114
4,2.1970926401222369e-10,2.1970984149851995e-10,annual-sunspots,True,True,0.862774050308315,1.2201982343449151,1.72554810061663,4,9.999999273091476e-09,0.99999999,115
4,2.0781535222637379e-10,2.0781604458536501e-10,annual-sunspots,True,True,0.8500765019662275,1.2110128970930465,1.700153003932455,4,9.999999162069173e-09,0.99999999,116
4,1.9184217111127086e-10,1.9184274671396955e-10,annual-sunspots,True,True,0.8234321856937363,1.2127348237894466,1.6468643713874727,4,9.999998829002266e-09,0.99999999,117
4,1.9658068891379347e-10,1.9658148536358205e-10,annual-sunspots,True,True,0.8114796659195264,1.2136564862387402,1.6229593318390527,4,9.999998051846148e-09,0.99999999,118
4,2.1647517310358507e-10,2.1647604432961173e-10,annual-sunspots,True,True,0.8054468834559373,1.2176824350911855,1.6108937669118746,4,9.999998829002266e-09,0.99999999,119
4,2.5068403147864177e-10,2.5068483187400225e-10,annual-sunspots,True,True,0.8119868866319497,1.2179388075691218,1.6239737732638995,4,9.999999828202988e-09,0.99999999,120
4,2.4491079597042406e-10,2.4491139667778806e-10,annual-sunspots,True,True,0.8164709631606504,1.2133441028997827,1.6329419263213008,4,9.999999384113778e-09,0.99999999,121
4,2.334126018898411e-10,2.3341343853853724e-10,annual-sunspots,True,True,0.8230876779204472,1.2079088355166814,1.6461753558408945,4,1.0000000272292198e-08,0.99999999,122
4,2.148581219720367e-10,2.1485895113933272e-10,annual-sunspots,True,True,0.831097922393451,1.2039563943643907,1.662195844786902,4,9.99999993922529e-09,0.99999999,123
4,1.8564980493297008e-10,1.8565047917425754e-10,annual-sunspots,True,True,0.844950283818212,1.2043393535775853,1.689900567636424,4,9.999999606158383e-09,0.99999999,124
4,1.4924899147646021e-10,1.492496489854876e-10,annual-sunspots,True,True,0.741465226080988,1.2141573692078935,1.482930452161976,4,9.99999949513608e-09,0.99999999,125
4,1.0542226111893044e-10,1.0542301053131615e-10,annual-sunspots,True,True,0.7303904972223132,1.2150852623025143,1.4607809944446264,4,9.999999384113778e-09,0.99999999,126
4,1.0864153740088897e-10,1.0864216719667176e-10,annual-sunspots,True,True,0.7476821981007766,1.2250786569906915,1.4953643962015533,4,9.99999949513608e-09,0.99999999,127
4,1.1275150493199864e-10,1.1275197210437906e-10,annual-sunspots,True,True,0.7629083560020481,1.225480664343727,1.5258167120040962,4,9.999999384113778e-09,0.99999999,128
4,1.2575054178644373e-10,1.2575151503896487e-10,annual-sunspots,True,True,0.7767296956076634,1.2224024463116177,1.5534593912153267,4,9.999998829002266e-09,0.99999999,129
4,1.4430987189022977e-10,1.443109599437991e-10,annual-sunspots,True,True,0.7869577692728231,1.2191482815021786,1.5739155385456463,4,9.999999384113778e-09,0.99999999,130
4,1.6161472650532745e-10,1.6161527390637766e-10,annual-sunspots,True,True,0.7830878704874648,1.2177308601810122,1.5661757409749295,4,9.99999860695766e-09,0.99999999,131
4,1.4998765354611092e-10,1.4998840801080091e-10,annual-sunspots,True,True,0.7794132300855762,1.2214265867688878,1.5588264601711523,4,9.999999717180685e-09,0.99999999,132
4,1.3504013064514475e-10,1.3504059232497588e-10,annual-sunspots,True,True,0.7745235375166701,1.2240683158776788,1.5490470750333403,4,9.999999273091476e-09,0.99999999,133
4,1.174356579734065e-10,1.1743612111098984e-10,annual-sunspots,True,True,0.773217094262792,1.223329800892747,1.546434188525584,4,1.0000000050247593e-08,0.99999999,134
4,1.4323397001981453e-10,1.4323447097509476e-10,annual-sunspots,True,True,0.7714912253583871,1.217946531548424,1.5429824507167742,4,1.0000000272292198e-08,0.99999999,135
4,1.2932836839774705e-10,1.2932901866451818e-10,annual-sunspots,True,True,0.7706890079767297,1.2226628868828087,1.5413780159534594,4,9.999998829002266e-09,0.99999999,136
4,1.0161864266119957e-10,1.0161912999870833e-10,annual-sunspots,True,True,0.7737960112395772,1.2214651238752832,1.5475920224791544,4,9.99999993922529e-09,0.99999999,137
4,1.3433235985755072e-10,1.343327581284013e-10,annual-sunspots,True,True,0.7844466456721209,1.2202229662098567,1.5688932913442417,4,9.99999905104687e-09,0.99999999,138
4,1.2897471874902731e-10,1.2897526332110923e-10,annual-sunspots,True,True,0.7911363530033371,1.2177228827627606,1.5822727060066741,4,9.999999828202988e-09,0.99999999,139
4,1.449206607337902e-10,1.44921417316376e-10,annual-sunspots,True,True,0.7920693875549252,1.2199146005081798,1.5841387751098504,4,9.999998273890753e-09,0.99999999,140
4,1.9137218193348078e-10,1.913729935245996e-10,annual-sunspots,True,True,0.7944518754073204,1.222527930452153,1.5889037508146409,4,9.99999993922529e-09,0.99999999,141
4,1.657375041841026e-10,1.6573834001949108e-10,annual-sunspots,True,True,0.7951145927081602,1.223271353328797,1.5902291854163204,4,9.999999717180685e-09,0.99999999,142
4,1.3040267212715059e-10,1.304033274460218e-10,annual-sunspots,True,True,0.7960658507976149,1.2218268616148835,1.5921317015952299,4,9.999999273091476e-09,0.99999999,143
4,1.1796103731371465e-10,1.1796138819377225e-10,annual-sunspots,True,True,0.8076385599921604,1.221046511620602,1.6152771199843208,4,9.99999949513608e-09,0.99999999,144
4,1.4247000754781896e-10,1.4247084215364764e-10,annual-sunspots,True,True,0.7935889957213754,1.2229369847282208,1.5871779914427508,4,9.999999606158383e-09,0.99999999,145
4,1.871360994157436e-10,1.8713714378402587e-10,annual-sunspots,True,True,0.7896434677045621,1.224539581402737,1.5792869354091241,4,9.999999606158383e-09,0.99999999,146
4,1.5083017268183713e-10,1.508309876148443e-10,annual-sunspots,True,True,0.7820785476911548,1.221911016689162,1.5641570953823096,4,9.999998829002266e-09,0.99999999,147
4,1.1552853440803203e-10,1.1552913489003696e-10,annual-sunspots,True,True,0.7763710316797348,1.2175061332313395,1.5527420633594695,4,1.0000000050247593e-08,0.99999999,148
4,1.4083467103293692e-10,1.408354977688173e-10,annual-sunspots,True,True,0.785172739019108,1.2156489548868188,1.570345478038216,4,9.99999949513608e-09,0.99999999,149
4,1.7715879892748635e-10,1.7715999502477426e-10,annual-sunspots,True,True,0.7910718794839711,1.2163061974599485,1.5821437589679421,4,9.999999162069173e-09,0.99999999,150
4,1.88731514547312e-10,1.8873248433437385e-10,annual-sunspots,True,True,0.8022559237204389,1.2132543468388766,1.6045118474408777,4,9.999999606158383e-09,0.99999999,151
4,1.8302820236650395e-10,1.830287664014605e-10,annual-sunspots,True,True,0.8063747431451225,1.2124506862072613,1.612749486290245,4,1.0000000272292198e-08,0.99999999,152
4,2.1624859745954305e-10,2.162492891811442e-10,annual-sunspots,True,True,0.8055631195551026,1.2142917692770923,1.6111262391102052,4,9.99999949513608e-09,0.99999999,153
4,2.1026359289391836e-10,2.1026420338294795e-10,annual-sunspots,True,True,0.7982987818066142,1.2160944614613407,1.5965975636132284,4,9.99999905104687e-09,0.99999999,154
4,1.715621021709896e-10,1.7156286717328271e-10,annual-sunspots,True,True,0.7967359228432793,1.2158212245158087,1.5934718456865586,4,9.99999993922529e-09,0.99999999,155
4,1.5610907801123584e-10,1.5610950094371944e-10,annual-sunspots,True,True,0.8067326048277774,1.2162709919606978,1.6134652096555548,4,1.0000000494336803e-08,0.99999999,156
4,1.8012008716918247e-10,1.8012042090660978e-10,annual-sunspots,True,True,0.8238241778128031,1.2167121703891792,1.6476483556256063,4,9.999999273091476e-09,0.99999999,157
4,1.611094067734547e-10,1.6111005116733237e-10,annual-sunspots,True,True,0.8231940068049514,1.2189958391839637,1.6463880136099027,4,9.999999606158383e-09,0.99999999,158
4,1.1577308817424378e-10,1.1577378412758031e-10,annual-sunspots,True,True,0.7310546616452527,1.2238055095247844,1.4621093232905054,4,9.999999606158383e-09,0.99999999,159
4,9.999919885203313e-11,1e-10,annual-sunspots,True,True,0.7435667577564702,1.2189204973486203,1.4871335155129404,4,9.999999828202988e-09,0.99999999,160
4,1.1474327677067707e-10,1.1474385420603553e-10,annual-sunspots,True,True,0.7530505438874806,1.2242724091560413,1.5061010877749612,4,9.999999162069173e-09,0.99999999,161
