generation,environment,perspective_closure,historical_present_distance,identity_step_distance,perspective_step_distance,self_index_similarity,transverse_adaptation,identity_rho,identity_closure,identity_failure,identity_exports_this_step,identity_exports_total,identity_norm,identity_0,identity_1,identity_2,identity_3,identity_4,identity_5,identity_6,present_self_0,present_self_1,present_self_2,present_self_3,present_self_4,present_self_5,present_self_6
10,perspective_B,True,0.006486966640674945,0.006486966640674945,0.006486966640674945,0.9879004141243599,0.0,0.0,False,identity_ablated,0,0,1.0411629012509298,0.4164296226277047,0.2520775217892618,0.38667872665424874,0.7670552069799547,0.2968965716674685,0.1023859037882116,0.1026591621997166,0.4164296226277047,0.2520775217892618,0.38667872665424874,0.7670552069799547,0.2968965716674685,0.1023859037882116,0.1026591621997166
11,perspective_B,True,0.006332167687558073,0.006332167687558073,0.006332167687558073,0.9857877038912668,0.0,0.0,False,identity_ablated,0,0,1.0508232633375973,0.42174908796813965,0.2587860522272283,0.3922656824917992,0.7681148590095931,0.3011768075921668,0.11093700409063587,0.11180217413837315,0.42174908796813965,0.2587860522272283,0.3922656824917992,0.7681148590095931,0.3011768075921668,0.11093700409063587,0.11180217413837315
12,perspective_B,True,0.0062057101259875794,0.0062057101259875794,0.0062057101259875794,0.9835906469073729,0.0,0.0,False,identity_ablated,0,0,1.0604198408847423,0.4268931699193843,0.26536298774352796,0.39766856208102036,0.7691452190297609,0.3054072669961855,0.1193533810384217,0.1207951308237328,0.4268931699193843,0.26536298774352796,0.39766856208102036,0.7691452190297609,0.3054072669961855,0.1193533810384217,0.1207951308237328
13,perspective_B,True,0.0061519142878592925,0.0061519142878592925,0.0061519142878592925,0.9812923286665417,0.0,0.0,False,identity_ablated,0,0,1.0700285122534092,0.4319250369013732,0.27182372799251764,0.40295319954559167,0.7701529063402811,0.30957743984641967,0.12790729748631804,0.12964718374385648,0.4319250369013732,0.27182372799251764,0.40295319954559167,0.7701529063402811,0.30957743984641967,0.12790729748631804,0.12964718374385648
14,perspective_B,True,0.006000367359718258,0.006000367359718258,0.006000367359718258,0.97895632787658,0.0,0.0,False,identity_ablated,0,0,1.0795947244087158,0.43686389347241983,0.27818014515164313,0.4081392967602428,0.7711379656086639,0.3136912479381929,0.13606119290520607,0.13836263796212123,0.43686389347241983,0.27818014515164313,0.4081392967602428,0.7711379656086639,0.3136912479381929,0.13606119290520607,0.13836263796212123
15,perspective_B,True,0.0059266220253449365,0.0059266220253449365,0.0059266220253449365,0.9765550686379714,0.0,0.0,False,identity_ablated,0,0,1.08915902742742,0.4417150981186681,0.28443241530482405,0.41323258938422563,0.7721031069727091,0.317744555570016,0.14420620493316186,0.14694198645318624,0.4417150981186681,0.28443241530482405,0.41323258938422563,0.7721031069727091,0.317744555570016,0.14420620493316186,0.14694198645318624
16,perspective_C,True,0.005150498740783347,0.005150498740783347,0.005150498740783347,0.97445826352944,0.0,0.0,False,identity_ablated,0,0,1.0979046581309313,0.44614789535041616,0.28962819889743013,0.41759138793039546,0.7734142598063858,0.32120740793368224,0.15110202220421462,0.15460917066024943,0.44614789535041616,0.28962819889743013,0.41759138793039546,0.7734142598063858,0.32120740793368224,0.15110202220421462,0.15460917066024943
17,perspective_C,True,0.005755215521247488,0.005755215521247488,0.005755215521247488,0.9719727665148887,0.0,0.0,False,identity_ablated,0,0,1.1073105972678845,0.4504481772929674,0.295737893468153,0.42230817610646415,0.7743550753871086,0.3254554814757119,0.15866091812863714,0.1634250929755564,0.4504481772929674,0.295737893468153,0.42230817610646415,0.7743550753871086,0.3254554814757119,0.15866091812863714,0.1634250929755564
18,perspective_C,True,0.005658292480112619,0.005658292480112619,0.005658292480112619,0.9694620185113919,0.0,0.0,False,identity_ablated,0,0,1.1166848157144473,0.4546828059635036,0.30182299510939226,0.42695157007813667,0.7752685345521041,0.3296044069360306,0.16601218395797224,0.17211434884593124,0.4546828059635036,0.30182299510939226,0.42695157007813667,0.7752685345521041,0.3296044069360306,0.16601218395797224,0.17211434884593124
19,perspective_C,True,0.005610706755687012,0.005610706755687012,0.005610706755687012,0.96690536841048,0.0,0.0,False,identity_ablated,0,0,1.1260752775985428,0.45884986008149786,0.30789575588351703,0.4315143898500501,0.7761896618839006,0.333628202853608,0.17341071783724868,0.18068875329549397,0.45884986008149786,0.30789575588351703,0.4315143898500501,0.7761896618839006,0.333628202853608,0.17341071783724868,0.18068875329549397
20,perspective_C,True,0.005518181909426855,0.005518181909426855,0.005518181909426855,0.9643351943694757,0.0,0.0,False,identity_ablated,0,0,1.1354201879979164,0.46294157495604793,0.3138754462335595,0.43599552762232296,0.7770900698358043,0.3375975966764075,0.18067195558991192,0.18913153142633174,0.46294157495604793,0.3138754462335595,0.43599552762232296,0.7770900698358043,0.3375975966764075,0.18067195558991192,0.18913153142633174
21,perspective_C,True,0.005451390023831943,0.005451390023831943,0.005451390023831943,0.9617417183816733,0.0,0.0,False,identity_ablated,0,0,1.144738673621918,0.46696447238446653,0.3197599607851522,0.4404014603544413,0.7779737185771988,0.341506881467005,0.18792995949010494,0.1974416548062055,0.46696447238446653,0.3197599607851522,0.4404014603544413,0.7779737185771988,0.341506881467005,0.18792995949010494,0.1974416548062055
22,perspective_C,True,0.0053692813794783845,0.0053692813794783845,0.0053692813794783845,0.9591430365740802,0.0,0.0,False,identity_ablated,0,0,1.1540204354196162,0.4709314200769943,0.32555693048224776,0.44474585269359085,0.7788404266417341,0.34535884962921853,0.19507500012140544,0.20562386441294153,0.4709314200769943,0.32555693048224776,0.44474585269359085,0.7788404266417341,0.34535884962921853,0.19507500012140544,0.20562386441294153
23,perspective_C,True,0.00529795136944325,0.00529795136944325,0.00529795136944325,0.956537100190961,0.0,0.0,False,identity_ablated,0,0,1.1632675648312252,0.4748412835635143,0.3312640432415041,0.4490276002959863,0.7796907378541242,0.34915351226514474,0.2021658173530645,0.21367894400528495,0.4748412835635143,0.3312640432415041,0.4490276002959863,0.7796907378541242,0.34915351226514474,0.2021658173530645,0.21367894400528495
24,perspective_A,True,0.005329963013837616,0.005329963013837616,0.005329963013837616,0.9538899748085649,0.0,0.0,False,identity_ablated,0,0,1.1727287810317655,0.4791861243641069,0.33700309965259106,0.4535059228338425,0.780481943414861,0.3526408196901624,0.2092330698226984,0.22169495177046736,0.4791861243641069,0.33700309965259106,0.4535059228338425,0.780481943414861,0.3526408196901624,0.2092330698226984,0.22169495177046736
25,perspective_A,True,0.005309886408882102,0.005309886408882102,0.005309886408882102,0.9512322188513532,0.0,0.0,False,identity_ablated,0,0,1.182294249518851,0.4836160145904493,0.34271584411526573,0.4580752222386391,0.7812724205109982,0.35605362789915984,0.21627410206059045,0.22959293461906388,0.4836160145904493,0.34271584411526573,0.4580752222386391,0.7812724205109982,0.35605362789915984,0.21627410206059045,0.22959293461906388
26,perspective_A,True,0.0052589800345563134,0.0052589800345563134,0.0052589800345563134,0.9485744019864735,0.0,0.0,False,identity_ablated,0,0,1.1918650652793021,0.4880735724224049,0.3483791630517127,0.4626242358606333,0.782028082350177,0.3594267042203644,0.2232950514971269,0.23732075250113993,0.4880735724224049,0.3483791630517127,0.4626242358606333,0.782028082350177,0.3594267042203644,0.2232950514971269,0.23732075250113993
27,perspective_A,True,0.005186089556414479,0.005186089556414479,0.005186089556414479,0.9459396386252814,0.0,0.0,False,identity_ablated,0,0,1.2014221989645413,0.4925319612840865,0.35399303900475404,0.46717590502714346,0.7827684714572005,0.3627509212637929,0.23011989556024795,0.24493528177635182,0.4925319612840865,0.35399303900475404,0.46717590502714346,0.7827684714572005,0.3627509212637929,0.23011989556024795,0.24493528177635182
28,perspective_A,True,0.0051207734368753,0.0051207734368753,0.0051207734368753,0.9433214602506296,0.0,0.0,False,identity_ablated,0,0,1.2109501313223139,0.49696385738936033,0.35954262732382625,0.47170165619980714,0.7834938949757602,0.3660265870450723,0.23683814968720032,0.25243481661262174,0.49696385738936033,0.35954262732382625,0.47170165619980714,0.7834938949757602,0.3660265870450723,0.23683814968720032,0.25243481661262174
29,perspective_A,True,0.005065174743431502,0.005065174743431502,0.005065174743431502,0.9407129559467494,0.0,0.0,False,identity_ablated,0,0,1.2204453975604486,0.501354807883832,0.3650156251750114,0.4761868685882854,0.7842064302245836,0.36925122213746525,0.24353291123814558,0.2598182354814666,0.501354807883832,0.3650156251750114,0.4761868685882854,0.7842064302245836,0.36925122213746525,0.24353291123814558,0.2598182354814666
30,perspective_A,True,0.005020600997606278,0.005020600997606278,0.005020600997606278,0.9381033050439704,0.0,0.0,False,identity_ablated,0,0,1.2298974676833183,0.5057401246657559,0.3703886826583116,0.48060809986334024,0.7848718229644104,0.37243643617523436,0.25031339991258494,0.2670455200356505,0.5057401246657559,0.3703886826583116,0.48060809986334024,0.7848718229644104,0.37243643617523436,0.25031339991258494,0.2670455200356505
31,perspective_A,True,0.004929182464586599,0.004929182464586599,0.004929182464586599,0.9355363177948979,0.0,0.0,False,identity_ablated,0,0,1.2392711460582164,0.5100838648014895,0.3757015142115022,0.48498724557289746,0.7855189277866611,0.3755817505836924,0.2568548494780762,0.2741662218242752,0.5100838648014895,0.3757015142115022,0.48498724557289746,0.7855189277866611,0.3755817505836924,0.2568548494780762,0.2741662218242752
32,perspective_B,True,0.004824323205625858,0.004824323205625858,0.004824323205625858,0.9330050594729381,0.0,0.0,False,identity_ablated,0,0,1.2484830923575012,0.5141998595068488,0.38066400651141646,0.4892886589435259,0.7861974488703023,0.37872553814995097,0.2633871328052816,0.28122555925285253,0.5141998595068488,0.38066400651141646,0.4892886589435259,0.7861974488703023,0.37872553814995097,0.2633871328052816,0.28122555925285253
33,perspective_B,True,0.004718132881520324,0.004718132881520324,0.004718132881520324,0.930513477075489,0.0,0.0,False,identity_ablated,0,0,1.2575289839113422,0.5181771823418935,0.38551959891424725,0.4934433333799587,0.7868547602810914,0.38183388915021693,0.26977510191539106,0.28817309100456967,0.5181771823418935,0.38551959891424725,0.4934433333799587,0.7868547602810914,0.38183388915021693,0.26977510191539106,0.28817309100456967
34,perspective_B,True,0.004615474890289424,0.004615474890289424,0.004615474890289424,0.9280658428097915,0.0,0.0,False,identity_ablated,0,0,1.2664242090100204,0.522042113164653,0.3902829916911268,0.4974788672091496,0.7874902158407439,0.3849094523518706,0.2759831220651792,0.29501434220492195,0.522042113164653,0.3902829916911268,0.4974788672091496,0.7874902158407439,0.3849094523518706,0.2759831220651792,0.29501434220492195
35,perspective_B,True,0.0045347203838157985,0.0045347203838157985,0.0045347203838157985,0.9256523031709214,0.0,0.0,False,identity_ablated,0,0,1.2752073414295597,0.5258222399947504,0.3949677056327237,0.5014241550390657,0.7881081778622042,0.3879464526449068,0.28207988031607556,0.3017499872429952,0.5258222399947504,0.3949677056327237,0.5014241550390657,0.7881081778622042,0.3879464526449068,0.28207988031607556,0.3017499872429952
36,perspective_B,True,0.004461694638550948,0.004461694638550948,0.004461694638550948,0.9232693829163997,0.0,0.0,False,identity_ablated,0,0,1.283887759132105,0.5295238920938161,0.3995737689759249,0.5052862966786771,0.7887100862503151,0.3909435347714504,0.28809636919063614,0.30838096862937864,0.5295238920938161,0.3995737689759249,0.5052862966786771,0.7887100862503151,0.3909435347714504,0.28809636919063614,0.30838096862937864
37,perspective_B,True,0.00437663665677619,0.00437663665677619,0.00437663665677619,0.9209311314423132,0.0,0.0,False,identity_ablated,0,0,1.2924573149566545,0.5331622867483887,0.40411649834136265,0.5090805418633259,0.7892928519289529,0.39390725563226003,0.29392807881742017,0.31491411047374984,0.5331622867483887,0.40411649834136265,0.5090805418633259,0.7892928519289529,0.39390725563226003,0.29392807881742017,0.31491411047374984
38,perspective_B,True,0.004318781712482753,0.004318781712482753,0.004318781712482753,0.9186164195687844,0.0,0.0,False,identity_ablated,0,0,1.3009442797337483,0.536734853919247,0.40858248904169203,0.5128054961960463,0.7898638834912182,0.3968261508603771,0.2997414129568339,0.3213436247819734,0.536734853919247,0.40858248904169203,0.5128054961960463,0.7898638834912182,0.3968261508603771,0.2997414129568339,0.3213436247819734
39,perspective_B,True,0.004273766077536054,0.004273766077536054,0.004273766077536054,0.916328677855143,0.0,0.0,False,identity_ablated,0,0,1.3093990601308525,0.5402696669805206,0.4130334091815641,0.5164937375941248,0.7904284566386621,0.3997558176241845,0.30547960203594177,0.3276775266777207,0.5402696669805206,0.4130334091815641,0.5164937375941248,0.7904284566386621,0.3997558176241845,0.30547960203594177,0.3276775266777207
40,perspective_C,True,0.004115945132560082,0.004115945132560082,0.004115945132560082,0.9141233100622002,0.0,0.0,False,identity_ablated,0,0,1.3175645765969608,0.5433885733874324,0.4175289153496933,0.5199456916619805,0.7910165857733669,0.4027618614132986,0.31088121059800244,0.3338560637514526,0.5433885733874324,0.4175289153496933,0.5199456916619805,0.7910165857733669,0.4027618614132986,0.31088121059800244,0.3338560637514526
41,perspective_C,True,0.004055315875661263,0.004055315875661263,0.004055315875661263,0.9119364399564613,0.0,0.0,False,identity_ablated,0,0,1.325605045864156,0.546406360503928,0.42196934266311364,0.523267995386735,0.791564928213984,0.40576807279486493,0.3162747913300186,0.3399246939674355,0.546406360503928,0.42196934266311364,0.523267995386735,0.791564928213984,0.40576807279486493,0.3162747913300186,0.3399246939674355
42,perspective_C,True,0.0039992906936350955,0.0039992906936350955,0.0039992906936350955,0.9097682195957636,0.0,0.0,False,identity_ablated,0,0,1.3335358537745245,0.5493298780383564,0.42631804876496027,0.526490402080571,0.7920988018365466,0.40873305105985624,0.3216951047454665,0.3458964829164962,0.5493298780383564,0.42631804876496027,0.526490402080571,0.7920988018365466,0.40873305105985624,0.3216951047454665,0.3458964829164962
43,perspective_C,True,0.00391393827898985,0.00391393827898985,0.00391393827898985,0.907650263877085,0.0,0.0,False,identity_ablated,0,0,1.3413379838566633,0.552190688151675,0.4306122157516797,0.5296455266925546,0.7926104486527719,0.411674203154556,0.3268983234666886,0.35178442235752017,0.552190688151675,0.4306122157516797,0.5296455266925546,0.7926104486527719,0.411674203154556,0.3268983234666886,0.35178442235752017
44,perspective_C,True,0.0038678764934841005,0.0038678764934841005,0.0038678764934841005,0.905551424430478,0.0,0.0,False,identity_ablated,0,0,1.3490629253942554,0.5549950565889054,0.43482999803781663,0.5327395047702828,0.7931126429253447,0.41456862755720203,0.33212309659555606,0.35757823491345503,0.5549950565889054,0.43482999803781663,0.5327395047702828,0.7931126429253447,0.41456862755720203,0.33212309659555606,0.35757823491345503
45,perspective_C,True,0.003789808884474195,0.003789808884474195,0.003789808884474195,0.9034963191468288,0.0,0.0,False,identity_ablated,0,0,1.3566596920315042,0.557730042674135,0.43898406705677623,0.535760089833995,0.7935936725071218,0.41743868091686187,0.33718187417347667,0.36328948354307744,0.557730042674135,0.43898406705677623,0.535760089833995,0.7935936725071218,0.41743868091686187,0.33718187417347667,0.36328948354307744
46,perspective_C,True,0.0037370195854707485,0.0037370195854707485,0.0037370195854707485,0.9014692377952597,0.0,0.0,False,identity_ablated,0,0,1.3641743285629748,0.5604199258154403,0.44307242948438225,0.5387316600553428,0.7940637353403106,0.42026758108027085,0.34219483587126115,0.3689129503791554,0.5604199258154403,0.44307242948438225,0.5387316600553428,0.7940637353403106,0.42026758108027085,0.34219483587126115,0.3689129503791554
47,perspective_C,True,0.0036822723933652335,0.0036822723933652335,0.0036822723933652335,0.8994721416183271,0.0,0.0,False,identity_ablated,0,0,1.371602428508196,0.5630641726429778,0.4470970898738163,0.5416538398394406,0.7945218479707303,0.42305803274743714,0.3471465495360286,0.37445090006473225,0.5630641726429778,0.4470970898738163,0.5416538398394406,0.7945218479707303,0.42305803274743714,0.3471465495360286,0.37445090006473225
48,perspective_A,True,0.0037405960109912705,0.0037405960109912705,0.0037405960109912705,0.8974573100266663,0.0,0.0,False,identity_ablated,0,0,1.379221103540139,0.5662509589663492,0.4511659754357016,0.5447091424682854,0.7948877682292548,0.42559245045923677,0.35216903975742275,0.3799386609819236,0.5662509589663492,0.4511659754357016,0.5447091424682854,0.7948877682292548,0.42559245045923677,0.35216903975742275,0.3799386609819236
49,perspective_A,True,0.003755853146500338,0.003755853146500338,0.003755853146500338,0.8954454902455077,0.0,0.0,False,identity_ablated,0,0,1.3869177817765919,0.5695054441535595,0.45519097927983754,0.5478532968250979,0.7952742617516088,0.42804667770659605,0.35734546529487016,0.3853330102141065,0.5695054441535595,0.45519097927983754,0.5478532968250979,0.7952742617516088,0.42804667770659605,0.35734546529487016,0.3853330102141065
50,perspective_A,True,0.0037134514047045216,0.0037134514047045216,0.0037134514047045216,0.8934751701937398,0.0,0.0,False,identity_ablated,0,0,1.3945903664892387,0.5727924657126109,0.4591895685304815,0.551040494808114,0.7956564217680067,0.43045904117140915,0.3623792201794861,0.39065018612193997,0.5727924657126109,0.4591895685304815,0.551040494808114,0.7956564217680067,0.43045904117140915,0.3623792201794861,0.39065018612193997
51,perspective_A,True,0.0036946544741394893,0.0036946544741394893,0.0036946544741394893,0.8915206389171388,0.0,0.0,False,identity_ablated,0,0,1.4022514385369098,0.5760804727543085,0.4631350939206002,0.5542386808954329,0.7960402446578811,0.4328204995711077,0.36746264341677687,0.3958829434285405,0.5760804727543085,0.4631350939206002,0.5542386808954329,0.7960402446578811,0.4328204995711077,0.36746264341677687,0.3958829434285405
52,perspective_A,True,0.0036084266721084484,0.0036084266721084484,0.0036084266721084484,0.8896325970703699,0.0,0.0,False,identity_ablated,0,0,1.4097959305521466,0.5793451420955862,0.4670791340258772,0.5574079712053086,0.7964074674736801,0.4351667325584824,0.3722671272466169,0.40099807346686983,0.5793451420955862,0.4670791340258772,0.5574079712053086,0.7964074674736801,0.4351667325584824,0.3722671272466169,0.40099807346686983
53,perspective_A,True,0.003584374575566775,0.003584374575566775,0.003584374575566775,0.887753445083189,0.0,0.0,False,identity_ablated,0,0,1.4172871004385403,0.5826266788767146,0.47101308055600616,0.5605278626963134,0.7967597437289374,0.43736723944120665,0.37716593254242464,0.4059972157328152,0.5826266788767146,0.47101308055600616,0.5605278626963134,0.7967597437289374,0.43736723944120665,0.37716593254242464,0.4059972157328152
54,perspective_A,True,0.0035246901991882644,0.0035246901991882644,0.0035246901991882644,0.8859149426015702,0.0,0.0,False,identity_ablated,0,0,1.4246865913999538,0.5858745836635847,0.47489470405303635,0.563618305004602,0.7970994861435169,0.4395416685669763,0.3819278029755767,0.4109245263491919,0.5858745836635847,0.47489470405303635,0.563618305004602,0.7970994861435169,0.4395416685669763,0.3819278029755767,0.4109245263491919
55,perspective_A,True,0.0034764262190197463,0.0034764262190197463,0.0034764262190197463,0.8841081404862053,0.0,0.0,False,identity_ablated,0,0,1.4320094542593815,0.5890883086346315,0.4787218477883865,0.5666795818850618,0.7974306486566476,0.4416850178273708,0.3866167932738245,0.4157786026377786,0.5890883086346315,0.4787218477883865,0.5666795818850618,0.7974306486566476,0.4416850178273708,0.3866167932738245,0.4157786026377786
56,perspective_B,True,0.0034048331426458677,0.0034048331426458677,0.0034048331426458677,0.8823373893430573,0.0,0.0,False,identity_ablated,0,0,1.439194699963819,0.5920662583172528,0.4821175720284083,0.5697292561460574,0.7978190891283341,0.44394816326823094,0.3913549186073395,0.42064974579082964,0.5920662583172528,0.4821175720284083,0.5697292561460574,0.7978190891283341,0.44394816326823094,0.3913549186073395,0.42064974579082964
57,perspective_B,True,0.003313743326605627,0.003313743326605627,0.003313743326605627,0.8806127154303203,0.0,0.0,False,identity_ablated,0,0,1.4461976971888797,0.5948777585241077,0.48546143501833516,0.5726733844900544,0.798197530163693,0.4462096624028233,0.39589328106515176,0.4254724099172647,0.5948777585241077,0.48546143501833516,0.5726733844900544,0.798197530163693,0.4462096624028233,0.39589328106515176,0.4254724099172647
58,perspective_B,True,0.003226958300110129,0.003226958300110129,0.003226958300110129,0.8789371402216299,0.0,0.0,False,identity_ablated,0,0,1.4530341321749392,0.5976020057461906,0.48875343858249526,0.5755234216654023,0.7985505717208784,0.4484655413052068,0.4002114303909454,0.43023174340390363,0.5976020057461906,0.48875343858249526,0.5755234216654023,0.7985505717208784,0.4484655413052068,0.4002114303909454,0.43023174340390363
59,perspective_B,True,0.003164461743914261,0.003164461743914261,0.003164461743914261,0.8772940810451999,0.0,0.0,False,identity_ablated,0,0,1.4597447942125041,0.6002520428140382,0.4919874676536638,0.5782943483774957,0.7988874169816861,0.45070104356101204,0.404434621203544,0.4349211757637847,0.6002520428140382,0.4919874676536638,0.5782943483774957,0.7988874169816861,0.45070104356101204,0.404434621203544,0.4349211757637847
60,perspective_B,True,0.0031391062597226392,0.0031391062597226392,0.0031391062597226392,0.875647315409555,0.0,0.0,False,identity_ablated,0,0,1.466372335781716,0.6028563672124557,0.4953461023554562,0.5810265850150639,0.7991776282152105,0.45272707229567266,0.4086956859271751,0.4395151043135289,0.6028563672124557,0.4953461023554562,0.5810265850150639,0.7991776282152105,0.45272707229567266,0.4086956859271751,0.4395151043135289
61,perspective_B,True,0.00311809492020052,0.00311809492020052,0.00311809492020052,0.8740058905617193,0.0,0.0,False,identity_ablated,0,0,1.472946956380245,0.6054088332691401,0.49863180057204914,0.5837050713519555,0.7994720593541285,0.45470669099678374,0.41307937153232427,0.4440262180717436,0.6054088332691401,0.49863180057204914,0.5837050713519555,0.7994720593541285,0.45470669099678374,0.41307937153232427,0.4440262180717436
62,perspective_B,True,0.003066667614189073,0.003066667614189073,0.003066667614189073,0.8723939169712892,0.0,0.0,False,identity_ablated,0,0,1.4794249047717212,0.6079117992673891,0.5018684367653088,0.5863305781642886,0.799755535124017,0.4566627162659081,0.41738605711280724,0.4484695590533912,0.6079117992673891,0.5018684367653088,0.5863305781642886,0.799755535124017,0.4566627162659081,0.41738605711280724,0.4484695590533912
63,perspective_B,True,0.0029992201664568443,0.0029992201664568443,0.0029992201664568443,0.8708254214124915,0.0,0.0,False,identity_ablated,0,0,1.485785533583019,0.6103725149809153,0.5050711835065046,0.5889099192548628,0.8000202988102162,0.45860709230284985,0.4214995498604826,0.4528547639183741,0.6103725149809153,0.5050711835065046,0.5889099192548628,0.8000202988102162,0.45860709230284985,0.4214995498604826,0.4528547639183741
64,perspective_C,True,0.002864671362534388,0.002864671362534388,0.002864671362534388,0.8693297633956579,0.0,0.0,False,identity_ablated,0,0,1.4918522005056605,0.6123836686562389,0.5081905152910282,0.5912183659511508,0.8003347670271945,0.46083195447591496,0.4253544432494827,0.4571479437516422,0.6123836686562389,0.5081905152910282,0.5912183659511508,0.8003347670271945,0.46083195447591496,0.4253544432494827,0.4571479437516422
65,perspective_C,True,0.0027725380540523847,0.0027725380540523847,0.0027725380540523847,0.8678857386528667,0.0,0.0,False,identity_ablated,0,0,1.4977242014434948,0.614281123112526,0.5112321954950401,0.593411925829538,0.800630042956509,0.4630757090473043,0.4289947790404003,0.46136353942595093,0.614281123112526,0.5112321954950401,0.593411925829538,0.800630042956509,0.4630757090473043,0.4289947790404003,0.46136353942595093
66,perspective_C,True,0.002740326859276147,0.002740326859276147,0.002740326859276147,0.8664744703980531,0.0,0.0,False,identity_ablated,0,0,1.5035615985796913,0.6161446910954819,0.5143530083237382,0.5955862286434643,0.8009454336562708,0.4652910437050402,0.43250640404458296,0.4655213151407912,0.6161446910954819,0.5143530083237382,0.5955862286434643,0.8009454336562708,0.4652910437050402,0.43250640404458296,0.4655213151407912
